marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc,source_bdc
Drogueries comunes,droguerie commune,,Pierre Gervais,1,1
Drogueries diverses,droguerie diverse,,Pierre Gervais,10,1
Drogueries diverses médicinales,droguerie diverse médicinale,,Pierre Gervais,5,1
Drogueries diverses pour la peinture et teinture,droguerie diverse pour les peintures et la teinture,,Pierre Gervais,2,1
Drogueries en epiceries,droguerie en épicerie,,Pierre Gervais,2,1
drogueries fines,droguerie fine,,Pierre Gervais,5,1
Drogueries gomme arabique,droguerie gomme arabique,,Pierre Gervais,3,1
Drogueries gomme gutte,droguerie gomme gutte,,Pierre Gervais,3,1
Drogueries gomme lacque,droguerie gomme laque,,Pierre Gervais,1,1
Drogueries medicinales,droguerie médicinale,,Pierre Gervais,1,1
Drogueries médicinales camphre,droguerie médicinale camphre,,Pierre Gervais,3,1
Drogueries médicinales cantharides,droguerie médicinale cantharides,,Pierre Gervais,3,1
Drogueries médicinales cassia lignea,droguerie médicinale cassia lignea,,Pierre Gervais,2,1
Drogueries médicinales coriandre,droguerie médicinale coriandre,,Pierre Gervais,2,1
Drogueries médicinales crème de tartre,droguerie médicinale crème de tartre,,Pierre Gervais,3,1
Drogueries médicinales cumin,droguerie médicinale cumin,,Pierre Gervais,1,1
Drogueries médicinales diverses,droguerie médicinale diverse,,Pierre Gervais,4,1
Drogueries médicinales fleurs,droguerie médicinale fleurs,,Pierre Gervais,2,1
Drogueries médicinales herbes et racines,droguerie médicinale herbes et racines,,Pierre Gervais,1,1
Drogueries médicinales ipécacuanha,droguerie médicinale ipécacuanha,,Pierre Gervais,3,1
Drogueries médicinales jalap,droguerie médicinale jalap,,Pierre Gervais,4,1
Drogueries médicinales mâne,droguerie médicinale manne,x,Pierre Gervais,4,1
Drogueries médicinales oignons de squille,droguerie médicinale oignons de squille,x,Pierre Gervais,1,1
Drogueries médicinales poudre d'ailhaud,droguerie médicinale poudre d'ailhaud,x,Pierre Gervais,2,1
Drogueries médicinales quinquina,droguerie médicinale quinquina,,Pierre Gervais,3,1
Drogueries médicinales remèdes composés,droguerie médicinale remède composé,,Pierre Gervais,4,1
Drogueries médicinales rhubarbe,droguerie médicinale rhubarbe,,Pierre Gervais,4,1
Drogueries médicinales safran,droguerie médicinale safran,,Pierre Gervais,1,1
Drogueries médicinales salsepareille,droguerie médicinale salsepareille,,Pierre Gervais,4,1
Drogueries médicinales scamonée,droguerie médicinale scammonée,,Pierre Gervais,4,1
Drogueries médicinales semencontra,droguerie médicinale semen contra,x,Pierre Gervais,3,1
Drogueries médicinales séné,droguerie médicinale séné,,Pierre Gervais,3,1
Drogueries médicinales sevadille,droguerie médicinale cevadille,x,Pierre Gervais,1,1
Drogueries médicinales squine,droguerie médicinale squine,x,Pierre Gervais,2,1
Drogueries médicinales storax,droguerie médicinale storax,,Pierre Gervais,1,1
Drogueries médicinales suc de réglisse,droguerie médicinale suc de réglisse,,Pierre Gervais,2,1
Drogueries médicinales tamarin,droguerie médicinale tamarin,,Pierre Gervais,1,1
Drogueries médicinales theriaque,droguerie médicinale thériaque,,Pierre Gervais,1,1
Drogueries médicinales;,droguerie médicinale,,Pierre Gervais,2,1
Drogueries médicinales; Pour peinture et teinture diverses,droguerie médicinale pour peintures et teinture diverse,,Pierre Gervais,2,1
Drogueries médicinales; Pour peinture et teinture noix de Galles,droguerie médicinale pour peintures et teinture noix de galle,,Pierre Gervais,1,1
Drogueries mèlées,droguerie mêlée,,Pierre Gervais,1,1
Drogueries mêlées,droguerie mêlée,,Pierre Gervais,2,1
Drogueries métalliques et chimiques antimoine,droguerie métallique et chimique antimoine,,Pierre Gervais,2,1
Drogueries métalliques et chimiques argent vif,droguerie métallique et chimique argent vif,,Pierre Gervais,4,1
Drogueries métalliques et chimiques diverses,droguerie métallique et chimique diverse,,Pierre Gervais,3,1
Drogueries métalliques et chimiques odorantes encens,droguerie métallique et chimique odorante encens,,Pierre Gervais,1,1
Drogueries métalliques et chimiques sel amoniac,droguerie métallique et chimique sel amoniac,,Pierre Gervais,1,1
Drogueries métalliques et chimiques sels composés,droguerie métallique et chimique sel composé,,Pierre Gervais,3,1
Drogueries métalliques et chimiques sels d'epsum,droguerie métallique et chimique sel d'Epsom,,Pierre Gervais,3,1
Drogueries métalliques et chimiques sublimé,droguerie métallique et chimique sublimé,,Pierre Gervais,1,1
Drogueries pour peintures et teinture,droguerie pour peintures et teinture,,Pierre Gervais,1,1
Drogueries pour teinture et peinture alun,droguerie pour teinture et peintures alun,,Pierre Gervais,1,1
Drogueries pour teinture et peinture ceruse,droguerie pour teinture et peintures céruse,,Pierre Gervais,2,1
Drogueries pour teinture et peinture cinabre,droguerie pour teinture et peintures cinabre,,Pierre Gervais,1,1
Drogueries pour teinture et peinture cochenille,droguerie pour teinture et peintures cochenille,,Pierre Gervais,1,1
Drogueries pour teinture et peinture couleurs composées,droguerie pour teinture et peintures couleurs composées,,Pierre Gervais,4,1
Drogueries pour teinture et peinture galles,droguerie pour teinture et peintures galle,,Pierre Gervais,2,1
Drogueries pour teinture et peinture lytharge,droguerie pour teinture et peintures litharge,,Pierre Gervais,1,1
Drogueries pour teinture et peinture mine de plomb,droguerie pour teinture et peintures mine de plomb,,Pierre Gervais,1,1
Drogueries pour teinture et peinture noir de fumée,droguerie pour teinture et peintures noir de fumée,,Pierre Gervais,1,1
Drogueries pour teinture et peinture ocre,droguerie pour teinture et peintures ocre,,Pierre Gervais,2,1
Drogueries pour teinture et peinture verdet,droguerie pour teinture et peintures verdet,,Pierre Gervais,2,1
Drogueries; Alun,droguerie alun,,Pierre Gervais,1,1
Drogueries; diverses,droguerie diverse,,Pierre Gervais,1,1
Drogueries; Sel de nitre,droguerie sel de nitre,,Pierre Gervais,1,1
Drogues,drogues,,Pierre Gervais,7,1
Drogues ; ?,drogues ?,,Pierre Gervais,2,1
Drogues ; a teindre,drogues à teindre,,Pierre Gervais,5,1
Drogues ; alquifoux,drogues alquifoux,,Pierre Gervais,1,1
Drogues ; alun,drogues alun,,Pierre Gervais,1,1
Drogues ; azur,drogues azur,,Pierre Gervais,1,1
Drogues ; baye ; de laurier,drogues baie de laurier,,Pierre Gervais,2,1
Drogues ; benjoin,drogues benjoin,,Pierre Gervais,1,1
Drogues ; bois ; de reglisse,drogues bois de réglisse,,Pierre Gervais,1,1
Drogues ; borax,drogues borax,,Pierre Gervais,1,1
Drogues ; camphre,drogues camphre,,Pierre Gervais,2,1
Drogues ; canéfice,drogues canefice,,Pierre Gervais,1,1
Drogues ; cantharides,drogues cantharides,,Pierre Gervais,1,1
Drogues ; capilaire,drogues capillaire,,Pierre Gervais,1,1
Drogues ; carabé,drogues carabé,,Pierre Gervais,1,1
Drogues ; cassia lignea,drogues cassia lignea,,Pierre Gervais,1,1
Drogues ; chimique,drogues chimiques,,Pierre Gervais,1,1
Drogues ; chimique ; eau ; forte,drogues chimiques eau-forte,,Pierre Gervais,1,1
Drogues ; chimique ; sel ; de saturne,drogues chimiques sel de Saturne,x,Pierre Gervais,1,1
Drogues ; chimique ; sel ammoniac,drogues chimiques sel ammoniac,,Pierre Gervais,1,1
Drogues ; chimique et métalique,drogues chimiques et métaliques,,Pierre Gervais,1,1
Drogues ; chimique et métallique ; argent ; vif,drogues chimiques et métalliques argent vif,,Pierre Gervais,1,1
Drogues ; chimique et métallique ; sel ; amoniac,drogues chimiques et métalliques sel ammoniac,,Pierre Gervais,1,1
Drogues ; chimiques ; divers,drogues chimiques diverses,,Pierre Gervais,1,1
Drogues ; Chimiques ; Diverses,drogues chimiques diverses,,Pierre Gervais,10,1
Drogues ; Chimiques ; Eau forte,drogues chimiques eau-forte,,Pierre Gervais,9,1
Drogues ; Chimiques ; Esprit de sel,drogues chimiques esprit de sel,,Pierre Gervais,2,1
Drogues ; Chimiques ; Esprit de vice,drogues chimiques esprit de vin,x,Pierre Gervais,1,1
Drogues ; chimiques ; sel ; d'opium,drogues chimiques sel d'opium,,Pierre Gervais,1,1
Drogues ; chimiques ; sel ; de prusse,drogues chimiques sel de Prusse,,Pierre Gervais,1,1
Drogues ; chimiques ; sel ; de saturne,drogues chimiques sel de Saturne,x,Pierre Gervais,2,1
Drogues ; chimiques ; sel ; de tamarin,drogues chimiques sel de tamarin,,Pierre Gervais,1,1
Drogues ; Chimiques ; Sel ammoniac,drogues chimiques sel ammoniac,,Pierre Gervais,12,1
Drogues ; Chimiques ; Sel d'epsum,drogues chimiques sel d'Epsom,x,Pierre Gervais,1,1
Drogues ; Chimiques ; Sel de fat***,drogues chimiques sel de fat ???,,Pierre Gervais,6,1
Drogues ; Chimiques ; Sel de globerts,drogues chimiques sel de Glauber,x,Pierre Gervais,2,1
Drogues ; Chimiques ; Sel de paume,drogues chimiques sel de paume,x,Pierre Gervais,2,1
Drogues ; Chimiques ; Sel de plomb,drogues chimiques sel de plomb,,Pierre Gervais,1,1
Drogues ; Chimiques ; Sel de potasse,drogues chimiques sel de potasse,,Pierre Gervais,4,1
Drogues ; Chimiques ; Sel de tamarin,drogues chimiques sel de tamarin,,Pierre Gervais,1,1
Drogues ; Chimiques ; Sel gem,drogues chimiques sel gemme,,Pierre Gervais,2,1
Drogues ; Chimiques ; Sel saturne,drogues chimiques sel Saturne,,Pierre Gervais,4,1
Drogues ; Chimiques ; Sel sublimé,drogues chimiques sel sublimé,,Pierre Gervais,2,1
Drogues ; Chimiques ; Sels ammoniac,drogues chimiques sel ammoniac,,Pierre Gervais,7,1
Drogues ; Chimiques ; Sels divers,drogues chimiques sel divers,,Pierre Gervais,2,1
Drogues ; Chimiques ; Sublimé,drogues chimiques sublimé,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques,drogues chimiques et métalliques,,Pierre Gervais,12,1
Drogues ; chimiques et métalliques ; amoniac,drogues chimiques et métalliques ammoniac,,Pierre Gervais,6,1
Drogues ; chimiques et métalliques ; antimoine,drogues chimiques et métalliques antimoine,,Pierre Gervais,3,1
Drogues ; chimiques et métalliques ; antimoine ; cru,drogues chimiques et métalliques antimoine cru,,Pierre Gervais,2,1
Drogues ; chimiques et métalliques ; argent ; vif,drogues chimiques et métalliques argent vif,,Pierre Gervais,2,1
Drogues ; chimiques et métalliques ; arsenic,drogues chimiques et métalliques arsenic,,Pierre Gervais,3,1
Drogues ; chimiques et métalliques ; diverses,drogues chimiques et métalliques diverses,,Pierre Gervais,2,1
Drogues ; chimiques et métalliques ; eau ; forte,drogues chimiques et métalliques eau-forte,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; esprit ; de sel,drogues chimiques et métalliques esprit de sel,x,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; marcure,drogues chimiques et métalliques mercure,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; régule ; d'antimoine,drogues chimiques et métalliques régule d'antimoine,x,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; sel ; ammoniac,drogues chimiques et métalliques sel ammoniac,,Pierre Gervais,5,1
Drogues ; chimiques et métalliques ; sel ; d'epsum,drogues chimiques et métalliques sel d'Epsom,,Pierre Gervais,2,1
Drogues ; chimiques et métalliques ; sel ; de Globert,drogues chimiques et métalliques sel de Glauber,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; sel ; de saturne,drogues chimiques et métalliques sel de Saturne,,Pierre Gervais,3,1
Drogues ; chimiques et métalliques ; sel ; saturne,drogues chimiques et métalliques sel Saturne,,Pierre Gervais,3,1
Drogues ; chimiques et métalliques ; sel saturne,drogues chimiques et métalliques sel Saturne,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; sels ; divers,drogues chimiques et métalliques sel divers,,Pierre Gervais,2,1
Drogues ; chimiques et métalliques ; sublime,drogues chimiques et métalliques sublimé,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; vitriol,drogues chimiques et métalliques vitriol,,Pierre Gervais,9,1
Drogues ; chimiques et métalliques ; vitriol ; bleue,drogues chimiques et métalliques vitriol bleu,,Pierre Gervais,1,1
Drogues ; chimiques et métalliques ; zinck,drogues chimiques et métalliques zinc,,Pierre Gervais,3,1
Drogues ; cochenille,drogues cochenille,,Pierre Gervais,2,1
Drogues ; communes,drogues communes,,Pierre Gervais,1,1
Drogues ; Composées pour la medecine ; Beaume du Perou,drogues composées pour la médecine baume du Pérou,,Pierre Gervais,4,1
Drogues ; Composées pour la medecine ; Benjoin,drogues composées pour la médecine benjoin,,Pierre Gervais,1,1
Drogues ; Composées pour la medecine ; Canéfice,drogues composées pour la médecine canefice,,Pierre Gervais,1,1
Drogues ; Composées pour la medecine ; Cantharides,drogues composées pour la médecine cantharides,,Pierre Gervais,5,1
Drogues ; Composées pour la medecine ; Canyolore,drogues composées pour la médecine canyolore,x,Pierre Gervais,3,1
Drogues ; Composées pour la medecine ; Castoreune du ***,drogues composées pour la médecine castoreune du ???,x,Pierre Gervais,1,1
Drogues ; Composées pour la medecine ; Creme à tartre,drogues composées pour la médecine crème à tartre,,Pierre Gervais,4,1
Drogues ; Composées pour la medecine ; Diverses,drogues composées pour la médecine diverses,,Pierre Gervais,5,1
Drogues ; Composées pour ma médecine ; Aloès,drogues composées pour ma médecine aloès,,Pierre Gervais,3,1
Drogues ; Composées pour ma médecine ; Benjoin,drogues composées pour ma médecine benjoin,,Pierre Gervais,1,1
Drogues ; Composées pour ma médecine ; Camphre,drogues composées pour ma médecine camphre,,Pierre Gervais,2,1
Drogues ; Composées pour ma médecine ; Cantharides,drogues composées pour ma médecine cantharides,,Pierre Gervais,4,1
Drogues ; Composées pour ma médecine ; Cavefico,drogues composées pour ma médecine canefice,,Pierre Gervais,1,1
Drogues ; Composées pour ma médecine ; Crème de tartre,drogues composées pour ma médecine crème de tartre,,Pierre Gervais,9,1
Drogues ; Composées pour ma médecine ; Cristal de tartot,drogues composées pour ma médecine cristal de tartot,x,Pierre Gervais,1,1
Drogues ; Composées pour ma médecine ; Diverses,drogues composées pour ma médecine diverses,,Pierre Gervais,12,1
Drogues ; Composées pour ma médecine ; Jus de réglise,drogues composées pour ma médecine jus de réglisse,,Pierre Gervais,8,1
Drogues ; Composées pour ma médecine ; Mane,drogues composées pour ma médecine manne,x,Pierre Gervais,8,1
Drogues ; Composées pour ma médecine ; Poudre brillant,drogues composées pour ma médecine poudre brillant,,Pierre Gervais,2,1
Drogues ; Composées pour ma médecine ; Sableuée,drogues composées pour ma médecine sableuée,x,Pierre Gervais,1,1
Drogues ; Composées pour ma médecine ; Sang dragon,drogues composées pour ma médecine sang dragon,x,Pierre Gervais,1,1
Drogues ; Composées pour ma médecine ; Scamonée,drogues composées pour ma médecine scammonée,x,Pierre Gervais,1,1
Drogues ; Composées pour ma médecine ; Storax,drogues composées pour ma médecine storax,,Pierre Gervais,3,1
Drogues ; composées Pour medecine ; ***,drogues composées pour médecine ???,,Pierre Gervais,2,1
Drogues ; composées Pour medecine ; Chévaque,drogues composées pour médecine chévaque,x,Pierre Gervais,2,1
Drogues ; composées Pour medecine ; Jus de reglise,drogues composées pour médecine jus de réglisse,,Pierre Gervais,3,1
Drogues ; composées Pour medecine ; Mane,drogues composées pour médecine manne,x,Pierre Gervais,8,1
Drogues ; composées Pour medecine ; Opium,drogues composées pour médecine opium,,Pierre Gervais,1,1
Drogues ; composées Pour medecine ; Précipité,drogues composées pour médecine précipité,,Pierre Gervais,2,1
Drogues ; composées Pour medecine ; Résine de Jalap,drogues composées pour médecine résines de jalap,,Pierre Gervais,1,1
Drogues ; composées Pour medecine ; Sang dragon,drogues composées pour médecine sang dragon,,Pierre Gervais,2,1
Drogues ; composées Pour medecine ; Scamousée,drogues composées pour médecine scammonée,,Pierre Gervais,1,1
Drogues ; composées Pour medecine ; Storax,drogues composées pour médecine storax,,Pierre Gervais,3,1
Drogues ; composées Pour medecine ; Sublime,drogues composées pour médecine sublimé,,Pierre Gervais,3,1
Drogues ; comunes,drogues communes,,Pierre Gervais,1,1
Drogues ; couperose,drogues couperose,,Pierre Gervais,1,1
Drogues ; crème ; de tartre,drogues crème de tartre,,Pierre Gervais,1,1
Drogues ; d'apotiquaire,drogues d'apothicaire,,Pierre Gervais,2,1
