marchandises_simplification,sitc18_rev3,imprimatur,status,beforeitems,afteritems,obsolete,urgent
émeri,2,,ambiguous,,[Emerif] [Emery] [Ennery] [emercy] [emeril] [emery],no,
émeri en poudre,2,,new,,,no,
emery en pierre,2,,ambiguous,,[Emery ; en pierre] [Emery en pierre],no,
empeigne,6k,,existing,,,yes,
empeigne ; de soulier,6k,,existing,,,yes,
empeigne brodée pour soulier,6k,,new,,,yes,
empeigne de soulier,6k,,ambiguous,,[Empeigne ; de foulliers] [Empeigne de soulliers] [Empeignes ; de soulier] [Empeignes ; de souliers] [Empeignes de souliers],no,
empeigne de toille,6k,,new,,,yes,
empeigne et talon de cuir coupé,6k,,existing,,,yes,
empeigne peinte pour soulier,6k,,new,,,yes,
empeignes,6k,,ambiguous,,[Empeigne] [Empeignes],no,
empeignes coupées pour empeignes,6k,,new,,,yes,
empeignes de souliers brodés,6k,,new,,,no,
empeignes de souliers imprimées,6k,,new,,,yes,
en bâtiments de mer,7,,ambiguous,,[En bâtimens de mer],no,
en pain,???,,,,,no,
en rhubarbe composée,5,,new,,,no,
encens,2,,ambiguous,[Encens] [Encense] [Encent] [Ences] [encens] [Encens ; commun] [Encens commun],[Encens] [Encense] [Encent] [Ences] [encens] [Drogueries ; odorantes ; en encens] [Drogueries ; odorantes ; encens] [Drogues ; Odorantes ; Ecens] [Drogues ; Odorantes ; Encens] [Drogues ; odorantes ; encens] [Drogues; Odorantes; Encens] [Droges; Odorantes; Encens],no,
encens commun,2,,ambiguous,,[Encens ; commun] [Encens commun],no,
encens des Indes,2,,new,,,no,
encens en grabeau,2,,new,,,no,
encens en poudre,2,,new,,,no,
encens en poussière,2,,new,,,no,
encens et savon,9b,,existing,,,yes,
enclume de fer,6j,,ambiguous,,[Fer ; en enchmes] [Fer ; en enclume] [Fer ; en enclumes] [Fer en Enclumes] [Fer en anclumes] [Fer en enclume] [Fer en enclumes] [fer en Enclumes] [fer en anclumes] [fer en enclumes],no,
enclume de fer et étaux de fer,6j,,ambiguous,,[Fer ; en enclumes et etaux],no,
enclumes de fer,6j,,new,,,no,
encoignement,6b,,new,,,no,
encoignures,6b,,new,,,no,
encoignures de bois vernissé,6b,,new,,,no,
encre,8,,ambiguous,[Encre],[Encre],no,
encre ; à écrire,8,,existing,,,yes,
encre ; d'imprimerie,5,,existing,,,yes,
encre ; de la chine,8,,existing,,,yes,
encre ; rouge,8,,existing,,,yes,
encre à écrire,8,,ambiguous,,[Encre ; à écrire] [Encre à ecrire] [Encre à écrire] [encre a écrire] [Encre a ecrire],no,
encre à écrire et à imprimer,9b,,ambiguous,,[Encre à écrire et à imprimer],no,
encre à imprimer,5,,new,,,no,
encre commune,8,,new,,,yes,
encre d'imprimerie,5,,ambiguous,,[Encre ; d'imprimerie] [encre pour imprimeur] [Encre d'imprimerie],no,
encre de la chine,8,,ambiguous,,[Encre ; de la Chine] [Encre ; de la chine] [Encre de la chine] [encre de la Chine] [Encre de la Chine],no,
encre de la petite vertu,8,,new,,,no,
encre rouge,5,,ambiguous,,[Emire Rouge] [Encre ; rouge] [Encre Rouge] [Encre rouge],no,
encrin,???,,new,,,no,
endive,0a,,existing,,,yes,
engrais,5,,ambiguous,[Engrais] [Engrais ; ?] [Engrais ; en colombine] [Engrais ; en court ; fumier] [Engrais ; en fourelle] [Engrais ; en fumier ; de rue] [Engrais ; en pourette],[Engrais] [Engrais ; ?] [Engrais ; en colombine] [Engrais ; en court ; fumier] [Engrais ; en fourelle] [Engrais ; en fumier ; de rue] [Engrais ; en pourette] [Engrais ; en colombien],no,
engrais ; divers,5,,existing,,,yes,
engrais ; gru,5,,existing,,,yes,
engrais colombine,5,,new,,,no,
engrais divers,5,,ambiguous,,[Engrais ; divers],no,
engrais gru,5,,ambiguous,,[Engrais ; gru],no,
entenolle,???,,ambiguous,[Entenolles],[Entenolles],no,
épagnolette simple,???,,new,,,no,
épar,6,,existing,,,yes,
épar ; de sapin,6,,existing,,,yes,
epars ; petit,6,,existing,,,yes,
epars ; simple,6,,existing,,,yes,
épart,6,,existing,,,yes,
épart ; bris,6,,existing,,,yes,
épart ; de nitriol,6,,existing,,,yes,
épart ; double,6,,existing,,,yes,
épart ; simple,6,,existing,,,yes,
épaulettes,6i,,new,,,no,
épaulettes d'argent,6i,,new,,,no,
épeautre,0a,,new,,,yes,
épeautre en gerbes,0a,,new,,,yes,
épée,8,,ambiguous,,[Armes ; blanches ; épées] [épées] [Epées],no,
épée ; d'argent,8,,existing,,,yes,
épée ; d'argent et de cuivre,8,,existing,,,yes,
épée ; de cuivre,8,,existing,,,yes,
épée à garde d'argent,8,,new,,,no,
épée à garde de cuivre doré,8,,new,,,no,
épée argentée,8,,new,,,no,
épée d'acier,8,,new,,,no,
épée d'argent,8,,ambiguous,,[Epée ; d'argent] [Epée d'argent] [Epées ; d'argent] [Epées d'argent] [epées d'argent] [Armes ; blanches ; épées ; d'argent] [Epées dargent],no,
épée d'argent doré,8,,,,,no,
épée d'argent et de cuivre,8,,ambiguous,,[Epées ; d'argent et de cuivre],no,
épée d'argent et de cuivre doré,8,,new,,,no,
épée de cuivre,8,,ambiguous,,[Epées ; de cuivre] [Epées de cuivre],no,
épée de cuivre doré,8,,new,,,no,
épée masquinée,8,,new,,,yes,
épée montée en acier,8,,new,,,yes,
épée montée en argent,8,,new,,,yes,
éperons,6k,,new,,,no,
éperons et étriers,6k,,new,,,yes,
épice,0b,,ambiguous,,[...pice],no,
epice de curon,0b,,existing,,,yes,
épice de Curons,0b,,ambiguous,,[...pice de Curons] [Espice de curons],no,
épicerie,9b,,ambiguous,[Quatre-épices/toute-épice] [...pice] [Epicerie] [Epicerie ; diverse] [Epicerie ; diverses] [Epiceries] [Epiterie] [Espicerie] [epicerie] [épicerie],[Epiceries réunies] [Epiceries mélées] [Epiceries mêlées] [Epicerie diverse] [Epiceries ; diverses] [Epiceries diverses] [Epicerie] [Epicerie ; diverse] [Epicerie ; diverses] [Epiceries] [Espicerie] [epicerie] [épicerie] [Épicerie diverse] [3///Subsistances///Epiceries Diverses] [Epicerie mêlée] [Epicerie diverses] [Epicerie ; divers] [3///Subsistances///Epiceries] [3///Subsistances///Eiceries diverses] [3///Subsistances///Epiceries diverses] [Epicerie divers] [Epiceries; Diverses] [Epicerie; Diverse],no,
épicerie ; cannelle,0b,,existing,,,yes,
épicerie ; cannelle ; commune,0b,,existing,,,yes,
épicerie ; cannelle ; fleur de,0b,,existing,,,yes,
épicerie ; cannelle ; gerofflée,0b,,existing,,,yes,
epicerie ; chocolat,0b,,existing,,,yes,
epicerie ; diverse,9b,,existing,,,yes,
épicerie ; diverse,0b,,existing,,,yes,
épicerie ; douce,9b,,existing,,,yes,
epicerie ; fine,9b,,existing,,,yes,
épicerie ; gingembre,0b,,existing,,,yes,
épicerie ; gingembre ; cru,0b,,existing,,,yes,
épicerie ; gingembre ; sec,0b,,existing,,,yes,
épicerie ; girofle,0b,,existing,,,yes,
epicerie ; huile ; d'olive,4,,existing,,,yes,
epicerie ; huile ; de lin et de graine,4,,existing,,,yes,
epicerie ; huile ; de noix,4,,existing,,,yes,
epicerie ; huile ; de poisson,4,,existing,,,yes,
épicerie ; macis,0b,,existing,,,yes,
épicerie ; mêlée,9b,,existing,,,yes,
épicerie ; muscade,0b,,existing,,,yes,
épicerie ; muscade ; essence,0b,,existing,,,yes,
épicerie ; muscade ; fleur,0b,,existing,,,yes,
épicerie ; muscade ; noix,0b,,existing,,,yes,
épicerie ; muscade et poivre,0b,,existing,,,yes,
épicerie ; piment,0b,,existing,,,yes,
épicerie ; poivre,0b,,existing,,,yes,
épicerie ; poivre ; blanc,0b,,existing,,,yes,
épicerie ; poivre ; en grain,0b,,existing,,,yes,
épicerie ; poivre ; long,0b,,existing,,,yes,
épicerie ; poivre ; noir,0b,,existing,,,yes,
épicerie ; poivre en grabeau,0b,,existing,,,yes,
épicerie ; poivre giroflé,0b,,existing,,,yes,
épicerie ; poivre piment,0b,,existing,,,yes,
épicerie ; sucre ; en pain,0b,,existing,,,yes,
épicerie commune,9b,,new,,,no,
épicerie douce,9b,,ambiguous,,[...pice Douce] [Epicerie Douce] [Epicerie douce],no,
épicerie gingembre en conserve,0b,,new,,,yes,
épicerie gingembre sec,0b,,ambiguous,,[Gingembre ; sec] [Gingembre sec],no,
épicerie muscade essence,0b,,ambiguous,,[Essence ; de muscades],no,
épicerie muscade feuille et noix,0a,,new,,,yes,
épicerie poivre,0b,,ambiguous,,[Poivre] [Poivre ; poivre] [Poivres] [Proivre] [poivre],no,
épicerie poivre blanc,0b,,ambiguous,,[Poivre ; blanc] [Poivre blanc] [poivre blanc],no,
épicerie poivre en grabeau,0b,,ambiguous,,[Grabeau ; de poivre] [Grabeau de poivre] [grabeau de poivre],no,
epinelle,8,,ambiguous,,[Epinelle],no,
épines à planter,???,,new,,,no,
épinette,,,,,,no,
épinettes,8,,new,,,no,
épingle,6j,,existing,,,yes,
épingle ; de laiton,6j,,existing,,,yes,
épingle commune,6j,,new,,,yes,
épingle de laiton,6j,,ambiguous,,[Epingles ; de laiton],no,
épingle en cuivre,6j,,new,,,yes,
épingles,8,,ambiguous,,[Epingle] [Epingler] [Epingles] [epingles] [Bijouterie ; en épingles],no,
épingoles,???,,new,,,no,
epiterie,0b,,ambiguous,,[Epiterie],no,
éponge,2,,existing,,,yes,
éponge ; commune,2,,existing,,,yes,
éponge ; commune et fine,2,,existing,,,yes,
éponge commune et fine,2,,ambiguous,,[Eponges fines et communes],no,
éponges,2,,ambiguous,,[Eponge] [Eponges] [eponge] [eponges] [éponge] [éponges],no,
éponges communes,2,,ambiguous,,[Eponge ; commune] [Eponges ; communes] [eponges communes] [Eponges ; commune],no,
éponges et tournesol,9b,,new,,,no,
éponges fines,2,,new,,,no,
épousterie,???,,ambiguous,[Eposterie] [Epouse Terre] [Epousseterie] [Epoussèteriez] [Epoustaries] [Epousterie] [Epousteries] [Epouterie] [epoupetterie] [epouseterie] [epousetetrie] [epousetrie] [epousetterie] [epousterie] [épousterie],[Eposterie] [Epouse Terre] [Epousseterie] [Epoussèteriez] [Epoustaries] [Epousterie] [Epousteries] [Epouterie] [epoupetterie] [epouseterie] [epousetetrie] [epousetrie] [epousetterie] [epousterie] [épousterie],no,
eprouvette ; de cuivre,6j,,existing,,,yes,
eprouvette de cuivre,6j,,ambiguous,,[Eprouvette de Cuivre],no,
equeurs,???,,ambiguous,[Equeurs],[Equeurs],no,
equine,???,,ambiguous,[Equine],[Equine],no,
equipement militaire,8,,existing,,,yes,
ergot ; de bœuf,2,,existing,,,yes,
ergots de bœuf,2,,ambiguous,,[Ergot ; de beuf] [Ergots ; de beuf] [Ergots ; de bœuf] [Ergots de beuf] [Ergots ; d'Elbeuf],no,
ergots de caret,2,,new,,,no,
érnail,6,,ambiguous,,[Ernail],no,
escabelles,8,,new,,,no,
escabille,3,,existing,,,yes,
escabilles,3,,new,,,no,
escamite,6g,,existing,,,yes,
escamitte,6g,,ambiguous,,[Escamite] [Escamitte] [Escamittes] [escamitte] [escauritte] [Escamille],no,
escarasse,???,,ambiguous,[Escarasse] [Escarasser] [Escarasses],[Escarasse] [Escarasser] [Escarasses],no,
escarbille,3,,existing,,,yes,
escargot,0a,,ambiguous,[Escargots],[Escargots],no,
escargots et crekels,0a,,new,,,yes,
escarpins,8,,new,,,no,
escarpins de chambre,8,,new,,,no,
escayolle,2,,ambiguous,[Escayelles] [Escayolle] [Escayolles] [Escayotte] [Escayottes] [Espayolles] [escayolle] [escayolles],[Escayelles] [Escayolle] [Escayolles] [Escayotte] [Escayottes] [Espayolles] [escayolle] [escayolles],no,
esclephins,???,,existing,,,yes,
esclephins salé,???,,new,,,yes,
esco,???,,ambiguous,[Esco],[Esco],no,
escope,6,,ambiguous,[Escope] [Escopes],[Escope] [Escopes],no,
escortine,???,,ambiguous,[Escortines] [Escortins],[Escortines] [Escortins],no,
escosses,???,,new,,,no,
escot ; de fer,6j,,existing,,,yes,
escot de fer,6j,,ambiguous,,[Escots ; de fer],no,
espadon,0a,,existing,,,yes,
espadrille,8,,ambiguous,[Espardilles],[Espardilles],no,
espagnolette,6e,,ambiguous,,[Drap ; draperie ; espagnolette] [Drap ; draperie ; espagolette],no,
espagnolette à fleurs,6e,,new,,,no,
espagnolette croisée,6e,,new,,,no,
espagnolette de laine,6e,,new,,,no,
espagnolette de laine croisée,6e,,,,,no,
espagnolette de laine lisse,6e,,,,,no,
espagnolette de laine simple,6e,,,,,no,
espagnolette des prises,6e,,new,,,no,
espagnolette simple,6e,,new,,,no,
espars,6b,,ambiguous,,[...pars] [...parts] [Epar] [Epards] [Epare] [Eparn] [Epars] [Eparts] [Eppars] [Espard] [Espares] [eparde] [epards] [epars] [espars] [Espart] [Esparsts] [Esparts] [Espars],no,
espars de 10 à 15 pieds,6b,,new,,,no,
espars de 10 pieds,6b,,new,,,no,
espars de 12 à 15 pieds,6b,,new,,,no,
espars de 14 à 16 pieds,6b,,new,,,no,
espars de 14 pieds,6b,,new,,,no,
espars de 15 à 20 pieds,6b,,new,,,no,
espars de 18 à 20 pieds,6b,,new,,,no,
espars de 18 à 36 pieds,6b,,new,,,no,
espars de 18 pieds,6b,,new,,,no,
espars de 20 à 22 pieds,6b,,new,,,no,
espars de 20 à 25 pieds,6b,,new,,,no,
espars de 20 à 26 pieds,6b,,new,,,no,
espars de 20 à 30 pieds,6b,,new,,,no,
espars de 20 pieds,6b,,new,,,no,
espars de 24 à 36 pieds,6b,,new,,,no,
espars de 25 à 26 pieds,6b,,new,,,no,
espars de 25 à 30 pieds,6b,,new,,,no,
espars de 26 à 28 pieds,6b,,new,,,no,
espars de 26 pieds,6b,,new,,,no,
espars de 27 pieds,6b,,new,,,no,
espars de 28 à 30 pieds,6b,,ambiguous,,[Epars ; de 28 a 30 piés],no,
espars de 28 à 36 pieds,6b,,new,,,no,
espars de 28 pieds,6b,,new,,,no,
espars de 30 à 40 pieds,6b,,new,,,no,
espars de 30 pieds,6b,,new,,,no,
espars de 35 à 46,6b,,new,,,no,
espars de 35 pieds,6b,,new,,,no,
espars de 40 à 45 pieds,6b,,new,,,no,
espars de 40 à 50 pieds,6b,,new,,,no,
espars de 40 pieds,6b,,new,,,no,
espars de 45 pieds,6b,,new,,,no,
espars de 55 pieds,6b,,new,,,no,
espars de 6 à 8 pouces,6b,,new,,,yes,
espars de 8 à 9 pieds,6b,,new,,,no,
espars de différente longueur,6b,,new,,,no,
espars de nitriol,6b,,new,,,no,
espars de sapin,6b,,new,,,no,
espars de sapin de 15 pieds,6b,,new,,,no,
espars de sapin de 18 pieds,6b,,new,,,no,
espars de sapin de 20 pieds,6b,,new,,,no,
espars de sapin de 25 pieds,6b,,new,,,no,
espars de sapin de 30 pieds,6b,,new,,,no,
espars de sapin de 45 pieds,6b,,new,,,no,
espars divers,6b,,,,,no,
espars doubles,6b,,new,,,no,
espars marmoyées en argent,6k,,new,,,no,
espars ordinaires,6b,,new,,,yes,
espars petit,6b,,new,,,no,
espars petits,6b,,new,,,no,
espars simple,6b,,ambiguous,,[Epars simple],no,
espars simples,6b,,new,,,no,
espèce monnayée ???,9a,,new,,,no,
espingole,???,,new,,,no,
esponton,8,,new,,,no,
esprit,5,,ambiguous,[Esprit],[Esprit],no,
esprit ; d'absinthe,5,,existing,,,yes,
esprit ; de bergamote,5,,existing,,,yes,
esprit ; de cèdre,5,,existing,,,yes,
esprit ; de citron,5,,existing,,,yes,
esprit ; de coclearia,5,,existing,,,yes,
esprit ; de corne de cerf,5,,existing,,,yes,
esprit ; de coton,5,,existing,,,yes,
esprit ; de fil,5,,existing,,,yes,
esprit ; de fleur d'orange,5,,existing,,,yes,
esprit ; de lavande,5,,existing,,,yes,
esprit ; de myrrhe,5,,existing,,,yes,
esprit ; de nitre,5,,existing,,,yes,
esprit ; de romarin,5,,existing,,,yes,
esprit ; de sel,5,,existing,,,yes,
esprit ; de sel ; d'amoniac,5,,existing,,,yes,
esprit ; de souffre,5,,existing,,,yes,
esprit ; de vin,5,,existing,,,yes,
esprit ; de vitriol,5,,existing,,,yes,
esprit d'absinthe,5,,ambiguous,,[Esprit ; d'absinthe],no,
esprit de bergamote,5,,ambiguous,,[Esprit de bergamote] [Esprit de bergamottes] [Esprit ; de bergamote] [Esprit ; de bergamotte] [Esprit ; de bergamottes] [Esprits ; de bergemottes] [esprit de bergamotte],no,
esprit de cèdre,5,,ambiguous,,[Esprit ; de cedra],no,
esprit de citron,5,,ambiguous,,[Esprit ; de citron] [Esprit ; de citrons] [Esprit de citron] [Esprits ; de citrons],no,
esprit de coclearia,5,,ambiguous,,[Esprit ; de Coclearia] [Esprit de Coclaria] [Esprit de Coclearia] [Esprit de coclearia] [Esprit de Copularia],no,
esprit de corne de cerf,5,,ambiguous,,[Esprit ; de corne de cerf] [Esprit ; de cornes de cerf],no,
esprit de coton,5,,ambiguous,,[Esprit ; de coton],no,
esprit de fil,5,,ambiguous,,[Esprit ; de fil],no,
esprit de fleur d'orange,5,,ambiguous,,[Esprit ; de fl. D'orange] [Esprit ; de fleur d'orange],no,
esprit de lavande,5,,ambiguous,,[Esprit ; de lavande],no,
esprit de limon,5,,new,,,no,
esprit de myrrhe,5,,ambiguous,,[Esprit ; de miroly] [Esprit ; de mirrhe],no,
esprit de nitre,5,,ambiguous,,[Esprit ; de Nilre] [Esprit ; de nitre] [Esprit de Nitre] [Esprit de nitre] [Esprit; de nittre],no,
esprit de romarin,5,,ambiguous,,[Esprit ; de romarin],no,
esprit de sel,5,,ambiguous,,[Esprit ; de sel] [Drogues ; chimiques et métalliques ; esprit ; de sel] [Drogues ; Chimiques ; Esprit de sel] [Esprit de sel],no,
esprit de sel ammoniac,5,,ambiguous,,[Esprit ; de sel armoniac] [Esprit;de sel;armoniac],no,
esprit de sel marin,5,,ambiguous,,[Esprits ; de sel marin],no,
esprit de soufre,5,,ambiguous,,[Esprit de Souffre] [Esprit de souffre] [Esprit ; de souffre],no,
esprit de vin,5,,ambiguous,,[Esprit ; de vin] [Esprit de Vin] [Esprit de vin] [Esprit-de-vin] [esprit ; de vin] [esprit de vin] [Drogues ; Chimiques ; Esprit de vice] [///Industrie générale///Esprit de vin] [///Industrie Générale///Esprit de vin],no,
esprit de vitriol,5,,ambiguous,,[Esprit ; de Vitriol] [Esprit ; de vitriol] [Esprit de Vitriol] [Esprit de vitriol] [esprit de Vitriol] [esprit de vitriol],no,
esprots,???,,new,,,no,
esprots fumé,???,,existing,,,yes,
espuirie,???,,new,,,no,
esquine,2,,ambiguous,[Espuirie] [Esquine] [esquine] [esquinne] [squine],[Esquine] [esquine] [esquinne],no,
essence,5,,ambiguous,[Essence] [Essences] [essence] [Essence ; diverse] [Essence ; diverses] [Essences ; diverses] [Essences diverses],[Essence] [Essences] [essence] [Essence ; diverse] [Essence ; diverses] [Essences ; diverses] [Essences diverses] [Essence; Diverse],no,
essence ; au bruit ; aromatique,5,,existing,,,yes,
essence ; de bergamote,5,,existing,,,yes,
essence ; de cannelle,5,,existing,,,yes,
essence ; de citron,5,,existing,,,yes,
essence ; de girofle,5,,existing,,,yes,
essence ; de jasmin,5,,existing,,,yes,
essence ; de paruce,5,,existing,,,yes,
essence ; de thym,5,,existing,,,yes,
essence au bruit aromatique,5,,ambiguous,,[Essence ; au bruit ; aromathique],no,
essence d'anis,5,,new,,,no,
essence de bergamote,5,,ambiguous,,[Essence ; de Bergamotte] [Essence ; de bergamotte] [Essence de bergamote],no,
essence de cannelle,5,,ambiguous,,[Essence ; de canelle] [Essence de canelle],no,
essence de cendre de bois,5,,new,,,yes,
essence de citron,5,,ambiguous,,[Essence ; de citron] [Essence de citron] [essence de citron] [essence de citrons] [Essence; De citron] [Essence de citrons],no,
essence de girofle,5,,ambiguous,,[Essence ; de geroffle],no,
essence de jasmin,5,,ambiguous,,[Essance de jassemin] [Essence de jasmin] [Essence de jassemin] [essence de jasmin],no,
essence de limon,5,,new,,,no,
essence de paruce,5,,ambiguous,,[Essence ; de paruce],no,
essence de rose,5,,ambiguous,,[Essence ; de rose] [Eau ; d'odeur et essences diverses ; essence ; de rose] [Eau ; d'odeur et essences diverses ; quintessence ; de rose] [Essence de rose],no,
essence de térébenthine,5,,ambiguous,,[Drogues ; melées ; Essence de Thérebentine] [Drogues ; pour la peinture et la teinture ; essence ; de térébenthine] [Résines ; Thérébenthine ; essence] [Résines ; Térébenthine ; essence],no,
essence de térébenthine et huile de térébenthine,5,,new,,,no,
essence de thym,5,,ambiguous,,[Essence de thin],no,
essence de vitriol,5,,ambiguous,,[Drogues ; Mêlées ; Essence de vitriol] [Drogues ; melées ; Essence de vitriol],no,
essence et huile de thérébentine,5,,,,,no,
essence et pommade,5,,new,,,no,
essence odoriférante,5,,,,,no,
essence vitrioliques et huile de vitriol,5,,new,,,no,
essieu,6j,,existing,,,yes,
essieu ; de fer,6j,,existing,,,yes,
essieu de fer,6j,,ambiguous,,[Fer ; en ess?] [Fer ; en essieux] [fer en Essieu] [Essieux ; de fer] [Essieux de fer] [Fer en essieux],no,
essieux à cabrouets,6j,,new,,,no,
essieux de fer,6j,,new,,,no,
estagnon,6j,,ambiguous,[Estagnons],[Estagnons],no,
estampe,8,,ambiguous,[Estamper] [Estampes] [Etampes],[Estamper] [Estampes] [Etampes] [Estampe],no,
estampe ; en feuille,8,,existing,,,yes,
estampe en feuille,8,,ambiguous,,[Estampes ; en feuilles],no,
estampe et carte géographique,8,,ambiguous,[Cartes ; géographiques et estampes] [Estampes et cartes géographiques],[Cartes ; géographiques et estampes] [Estampes et cartes géographiques] [Estampes et cartes géographique],no,
estampe et gravure,8,,existing,,,yes,
estampes,8,,new,,,no,
estampes encadrées,8,,new,,,no,
estampes et gravures,8,,ambiguous,,[Estampes et gravures],no,
estampes et tableaux,8,,new,,,no,
estampes sur papier,8,,new,,,no,
estampes sur toile,8,,new,,,no,
estère de jonc,8,,existing,,,yes,
estères,8,,,,,no,
estères de jonc,8,,ambiguous,,[Esteres de jongs] [Estère; de jong] [Estères ; de jongs] [Esteres ; de jong],no,
estrasse ; de Savoie,6f,,existing,,,yes,
estrasse ; de soie,6f,,existing,,,yes,
estrasse de cocons,6f,,new,,,no,
estrasse de Savoie,6f,,ambiguous,,[Estrasse ; de savoye],no,
estrasse de soie,6f,,ambiguous,,[Estrasse ; de soye] [Estrasse de soye] [Estzasve de soye] [estrasses de soye],no,
esturgeon,0a,,new,,,no,
esturgeon ; mariné,0a,,existing,,,yes,
esturgeon en daube,0a,,new,,,yes,
esturgeon mariné,0a,,ambiguous,,[Esturgeon ; mariné] [Esturgeon Mariné] [Esturgeons ; marines],no,
esturgeon salé,0a,,new,,,no,
esturgeons,0a,,new,,,no,
étain,6j,,ambiguous,[...tain] [Etaim] [Etain] [etain] [Etain ; non ouvré],[Etain ; divers] [...tain] [Etaim] [Etain] [etain] [///Métaux///Etain] [Etain divers],no,
étain ; battu,6j,,existing,,,yes,
étain ; brut,6j,,existing,,,yes,
étain ; d'Angleterre,6j,,existing,,,yes,
étain ; de glace,6j,,existing,,,yes,
étain ; de Melac,6j,,existing,,,yes,
étain ; des Indes,6j,,existing,,,yes,
étain ; divers,6j,,existing,,,yes,
étain ; en baguette,6j,,existing,,,yes,
étain ; en barre ou en bloc,6j,,existing,,,yes,
étain ; en bassin,6j,,existing,,,yes,
étain ; en bloc,6j,,existing,,,yes,
étain ; en cannette,6j,,existing,,,yes,
étain ; en feuille,6j,,existing,,,yes,
