numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantit_unit,prix_unitaire,value,probleme,remarks
652,Hasna,Archives de la CCI de Marseille - I 681,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,mirrhe,Marseille,Levant,"3 370,00",livres,"2,5000000","8425,00","0,00",
653,Hasna,Archives de la CCI de Marseille - I 682,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,mouchoirs de cotton,Marseille,Levant,"5 005,00",pieces,"8,0000000","40040,00","0,00",
654,Hasna,Archives de la CCI de Marseille - I 683,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,mouchoirs de fil et cotton,Marseille,Levant,"897,00",pieces,"10,0000000","8970,00","0,00",
655,Hasna,Archives de la CCI de Marseille - I 684,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,mouchoirs de mousseline,Marseille,Levant,"910,00",pieces,"4,0000000","3640,00","0,00",
656,Hasna,Archives de la CCI de Marseille - I 685,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,mouchoirs de soye,Marseille,Levant,"611,00",douzaines,"20,0000000","12220,00","0,00",
657,Hasna,Archives de la CCI de Marseille - I 686,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,mousseline,Marseille,Levant,"38,00",pieces,"70,0000000","2660,00","0,00",
658,Hasna,Archives de la CCI de Marseille - I 687,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,opium,Marseille,Levant,"246,00",livres,"8,0000000","1968,00","0,00",
659,Hasna,Archives de la CCI de Marseille - I 688,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,orge,Marseille,Levant,"1 308,00",charges,"12,0000000","15696,00","0,00",
660,Hasna,Archives de la CCI de Marseille - I 689,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,peaux d'agneaux,Marseille,Levant,"400,00",livres,"0,7500000","300,00","0,00",
661,Hasna,Archives de la CCI de Marseille - I 690,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,peaux de chevre en poil,Marseille,Levant,"12 000,00",livres,"12,0000000","144000,00","0,00",
662,Hasna,Archives de la CCI de Marseille - I 691,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,peaux de lapin,Marseille,Levant,"2 700,00",livres,"1,5000000","2025,00","-2 025,00",erreur de calcul
663,Hasna,Archives de la CCI de Marseille - I 692,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,peaux de marroquin,Marseille,Levant,"772,00",douzaines,"24,0000000","18528,00","0,00",
664,Hasna,Archives de la CCI de Marseille - I 693,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,planches de sapin,Marseille,Levant,"63,00",douzaines,"9,0000000","567,00","0,00",
665,Hasna,Archives de la CCI de Marseille - I 694,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,plumes d'autruches bruttes,Marseille,Levant,"8 285,00",livres,"4,0000000","33140,00","0,00",
666,Hasna,Archives de la CCI de Marseille - I 695,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,quincaille de fer et acier,Marseille,Levant,"2 780,00",livres,"1,0000000","2780,00","0,00",
667,Hasna,Archives de la CCI de Marseille - I 696,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,racines de lizary,Marseille,Levant,"31 383,00",livres,"0,7500000","23537,00","-0,25",
668,Hasna,Archives de la CCI de Marseille - I 697,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,raisin sec,Marseille,Levant,"21 300,00",livres,"0,2000000","4260,00","0,00",
669,Hasna,Archives de la CCI de Marseille - I 698,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,rubarbe,Marseille,Levant,"3 038,00",livres,"15,0000000","45570,00","0,00",
670,Hasna,Archives de la CCI de Marseille - I 699,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,ris,Marseille,Levant,"2 427 918,00",livres,"0,1200000","291350,00","-0,16",
671,Hasna,Archives de la CCI de Marseille - I 700,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,saffranon,Marseille,Levant,"421 305,00",livres,"0,7500000","315978,00","-0,75",
672,Hasna,Archives de la CCI de Marseille - I 701,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,scamonée,Marseille,Levant,"3 941,00",livres,"10,0000000","39410,00","0,00",
673,Hasna,Archives de la CCI de Marseille - I 702,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,sel armoniac,Marseille,Levant,"73 740,00",livres,"1,0000000","73740,00","0,00",
674,Hasna,Archives de la CCI de Marseille - I 703,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,senné,Marseille,Levant,"3 810,00",livres,"1,5000000","5715,00","0,00",
675,Hasna,Archives de la CCI de Marseille - I 704,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,soude,Marseille,Levant,"1 292 025,00",livres,"0,0800000","103362,00","0,00",
676,Hasna,Archives de la CCI de Marseille - I 705,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,souffre,Marseille,Levant,"6 000,00",livres,"0,1500000","900,00","0,00",
677,Hasna,Archives de la CCI de Marseille - I 706,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,soye crüe,Marseille,Levant,"103 369,00",livres,"12,0000000","1240428,00","0,00",
678,Hasna,Archives de la CCI de Marseille - I 707,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,storax,Marseille,Levant,"4 140,00",livres,"4,0000000","16560,00","0,00",
679,Hasna,Archives de la CCI de Marseille - I 708,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,suif,Marseille,Levant,"5 315,00",livres,"0,4000000","2126,00","0,00",
680,Hasna,Archives de la CCI de Marseille - I 709,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,tabac,Marseille,Levant,"60 450,00",livres,"0,2500000","15112,00","-0,50",
681,Hasna,Archives de la CCI de Marseille - I 710,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,11,1757,Imports,tamarin,Marseille,Levant,"1 177,00",livres,"0,6000000","706,00","-0,20",
682,Hasna,Archives de la CCI de Marseille - I 711,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,tapis de laine,Marseille,Levant,"52,00",nombre,"30,0000000","1560,00","0,00",
683,Hasna,Archives de la CCI de Marseille - I 712,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile abat,Marseille,Levant,"6 599,00",pieces,"4,0000000","26396,00","0,00",
684,Hasna,Archives de la CCI de Marseille - I 713,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile d'aman,Marseille,Levant,"960,00",pieces,"15,0000000","14400,00","0,00",
685,Hasna,Archives de la CCI de Marseille - I 714,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile d'antal,Marseille,Levant,"1 190,00",pieces,"14,0000000","16660,00","0,00",
686,Hasna,Archives de la CCI de Marseille - I 715,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile d'antioche,Marseille,Levant,"11 088,00",pieces,"12,0000000","133056,00","0,00",
687,Hasna,Archives de la CCI de Marseille - I 716,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile blanche,Marseille,Levant,"2 375,00",livres,"4,0000000","9500,00","0,00",
688,Hasna,Archives de la CCI de Marseille - I 717,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile caissie,Marseille,Levant,"1 800,00",pieces,"5,0000000","9000,00","0,00",
689,Hasna,Archives de la CCI de Marseille - I 718,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile diverses,Marseille,Levant,"2 000,00",livres,"3,0000000","6000,00","0,00",
690,Hasna,Archives de la CCI de Marseille - I 719,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile killis,Marseille,Levant,"675,00",pieces,"9,0000000","6075,00","0,00",
691,Hasna,Archives de la CCI de Marseille - I 720,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile manouf,Marseille,Levant,"6 800,00",pieces,"7,0000000","47600,00","0,00",
692,Hasna,Archives de la CCI de Marseille - I 721,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile de menage,Marseille,Levant,"24 811,00",livres,"3,0000000","74433,00","0,00",
693,Hasna,Archives de la CCI de Marseille - I 722,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,toile de montagne,Marseille,Levant,"8 914,00",pieces,"3,5000000","31199,00","0,00",
694,Hasna,Archives de la CCI de Marseille - I 723,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,vermichel,Marseille,Levant,"1 060,00",livres,"0,2000000","212,00","0,00",
695,Hasna,Archives de la CCI de Marseille - I 724,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,vitriol,Marseille,Levant,"2 575,00",livres,"0,6000000","1545,00","0,00",
696,Hasna,Archives de la CCI de Marseille - I 725,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,acier,Marseille,Nord,"12 636,00",livres,"0,3500000","4422,00","-0,60",
697,Hasna,Archives de la CCI de Marseille - I 726,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,amidon,Marseille,Nord,"3 780,00",livres,"0,2000000","756,00","0,00",
698,Hasna,Archives de la CCI de Marseille - I 727,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,azur,Marseille,Nord,"11 400,00",livres,"0,5000000","5700,00","0,00",
699,Hasna,Archives de la CCI de Marseille - I 728,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,beurre,Marseille,Nord,"1 500,00",livres,"0,0500000","75,00","0,00",
700,Hasna,Archives de la CCI de Marseille - I 729,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,bois de brezil,Marseille,Nord,"48 000,00",livres,"0,4500000","21600,00","0,00",
701,Hasna,Archives de la CCI de Marseille - I 730,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,cacao,Marseille,Nord,"14 424,00",livres,"1,3000000","18751,00","-0,20",
702,Hasna,Archives de la CCI de Marseille - I 731,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,camphre,Marseille,Nord,"684,00",livres,"3,5000000","2394,00","0,00",
703,Hasna,Archives de la CCI de Marseille - I 732,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,chanvre crû,Marseille,Nord,"355 200,00",livres,"0,2400000","85248,00","0,00",
704,Hasna,Archives de la CCI de Marseille - I 733,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,cire jaune,Marseille,Nord,"2 475,00",livres,"1,5000000","3712,00","-0,50",
705,Hasna,Archives de la CCI de Marseille - I 734,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,clous de fer,Marseille,Nord,"4 800,00",livres,"0,2500000","1200,00","0,00",
706,Hasna,Archives de la CCI de Marseille - I 735,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,couperoze,Marseille,Nord,"45 960,00",livres,"0,1100000","5055,00","-0,60",
707,Hasna,Archives de la CCI de Marseille - I 736,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,cuirs de russie,Marseille,Nord,"3 600,00",livres,"0,7500000","2700,00","0,00",
708,Hasna,Archives de la CCI de Marseille - I 737,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,cuivre tangoul,Marseille,Nord,"19 300,00",livres,"0,9000000","17370,00","0,00",
709,Hasna,Archives de la CCI de Marseille - I 738,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,dents d'elephant,Marseille,Nord,"500,00",livres,"0,5000000","250,00","0,00",
710,Hasna,Archives de la CCI de Marseille - I 739,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,drogueries,Marseille,Nord,"360,00",livres,"1,0000000","360,00","0,00",
711,Hasna,Archives de la CCI de Marseille - I 740,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,fer en barres,Marseille,Nord,"350 360,00",livres,"0,1200000","42043,00","-0,20",
712,Hasna,Archives de la CCI de Marseille - I 741,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,fer blanc,Marseille,Nord,"58 800,00",livres,"0,6000000","35280,00","0,00",
713,Hasna,Archives de la CCI de Marseille - I 742,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,fer en plaques,Marseille,Nord,"40 840,00",livres,"0,2500000","10210,00","0,00",
714,Hasna,Archives de la CCI de Marseille - I 743,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,fleurs de souffre,Marseille,Nord,"972,00",livres,"0,1100000","106,00","-0,92",
715,Hasna,Archives de la CCI de Marseille - I 744,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,garance,Marseille,Nord,"2 412,00",livres,"0,4000000","964,00","-0,80",
716,Hasna,Archives de la CCI de Marseille - I 745,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,gomme sandarac,Marseille,Nord,"300,00",livres,"1,0000000","300,00","0,00",
717,Hasna,Archives de la CCI de Marseille - I 746,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,huile de poisson,Marseille,Nord,"9 180,00",livres,"0,2500000","2295,00","0,00",
718,Hasna,Archives de la CCI de Marseille - I 747,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,lin crû,Marseille,Nord,"960,00",livres,"0,5000000","480,00","0,00",
719,Hasna,Archives de la CCI de Marseille - I 748,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,mercerie,Marseille,Nord,"360,00",livres,"70,0000000","25200,00","0,00",
720,Hasna,Archives de la CCI de Marseille - I 749,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,peaux de lievre,Marseille,Nord,"18 480,00",livres,"1,0000000","18480,00","0,00",
721,Hasna,Archives de la CCI de Marseille - I 750,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,pelleterie crüe,Marseille,Nord,"18 360,00",livres,"2,5000000","45900,00","0,00",
722,Hasna,Archives de la CCI de Marseille - I 751,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,pipes a fumer,Marseille,Nord,"700,00",grosses,"3,0000000","2100,00","0,00",
723,Hasna,Archives de la CCI de Marseille - I 752,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,planches de sapin,Marseille,Nord,"2 652,00",douzaines,"9,0000000","23868,00","0,00",
724,Hasna,Archives de la CCI de Marseille - I 753,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,plumes d'autruches bruttes,Marseille,Nord,"600,00",livres,"4,0000000","2400,00","0,00",
725,Hasna,Archives de la CCI de Marseille - I 754,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,poil de lapin,Marseille,Nord,"492,00",livres,"8,0000000","3936,00","0,00",
726,Hasna,Archives de la CCI de Marseille - I 755,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,poivre,Marseille,Nord,"96 600,00",livres,"1,1000000","106260,00","0,00",
727,Hasna,Archives de la CCI de Marseille - I 756,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,poivre geroflé,Marseille,Nord,"6 900,00",livres,"1,0000000","6900,00","0,00",
728,Hasna,Archives de la CCI de Marseille - I 757,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,poutres,Marseille,Nord,"56,00",pieces,"12,0000000","672,00","0,00",
729,Hasna,Archives de la CCI de Marseille - I 758,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,quincaille de fer et acier,Marseille,Nord,"360,00",livres,"1,0000000","360,00","0,00",
730,Hasna,Archives de la CCI de Marseille - I 759,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,12,1757,Imports,rhubarbe,Marseille,Nord,"1 634,00",livres,"15,0000000","24510,00","0,00",
