numrodesource,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
558,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,laine de chevron,Marseille,Italie,"21 674,00",livres,"1,5000000","32511,00","0,00",
559,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Laine lavée,Marseille,Italie,"92 679,00",livres,"1,1000000","101946,00","-0,90",
560,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Laine surge,Marseille,Italie,"525 158,00",livres,"0,4000000","210063,00","-0,20",
561,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Laton en feuille,Marseille,Italie,"1 100,00",livres,"1,5000000","1650,00","0,00",
562,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Legumes,Marseille,Italie,"4 600,00",livres,"0,1500000","690,00","0,00",
563,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Librairie,Marseille,Italie,"18 627,00",livres,"2,0000000","37254,00","0,00",
564,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Liege,Marseille,Italie,"100,00",livres,"0,1250000","12,00","-0,50",
565,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Limes d'acier,Marseille,Italie,"1 500,00",livres,"0,2500000","375,00","0,00",
566,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Lin cru,Marseille,Italie,"16 371,00",livres,"0,6000000","9822,00","-0,60",
567,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Lin peigné,Marseille,Italie,"217,00",livres,"1,0000000","217,00","0,00",
568,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Liqueurs a boire,Marseille,Italie,"3 506,00",bouteilles,"0,5000000","1753,00","0,00",
569,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Liqueurs a boire,Marseille,Italie,"8 551,00",livres,"0,7500000","6413,00","-0,25",
570,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Lustres de Venise,Marseille,Italie,"1 050,00",livres,"1,5000000","1575,00","0,00",
571,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mane de Calabre,Marseille,Italie,"241 995,00",livres,"1,2500000","302493,00","-0,75",
572,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Manches de mail,Marseille,Italie,"18 000,00",pièces,"0,2000000","3600,00","0,00",
573,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Maquet,Marseille,Italie,"10,00",barils,"1,5000000","15,00","0,00",
574,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Marbre en pierre,Marseille,Italie,"1 600,00",livres,"0,0600000","96,00","0,00",
575,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Marbre ouvré,Marseille,Italie,"372 500,00",livres,"0,7500000","279375,00","0,00",
576,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Masques de Venise,Marseille,Italie,"200,00",livres,"1,5000000","300,00","0,00",
577,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Maugarbine,Marseille,Italie,"10,00",pièces,"8,0000000","80,00","0,00",
578,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mercerie,Marseille,Italie,"8 140,00",livres,"2,0000000","16280,00","0,00",
579,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Merluche,Marseille,Italie,"833,00",livres,"0,1500000","124,00","-0,95",
580,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Meches souffrées,Marseille,Italie,"540,00",livres,"0,5000000","270,00","0,00",
581,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Meules de moulin,Marseille,Italie,"14,00",en nombre,"30,0000000","420,00","0,00",
582,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mirobolans,Marseille,Italie,"250,00",livres,"0,2000000","50,00","0,00",
583,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mortiers de marbre,Marseille,Italie,"1 128,00",livres,"1,5000000","1692,00","0,00",
584,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Morue verte,Marseille,Italie,"29 000,00",livres,"0,1500000","4350,00","0,00",
585,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mouchoirs de coton,Marseille,Italie,"11,00",pièces,"10,0000000","110,00","0,00",
586,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mouchoirs de soye,Marseille,Italie,"876,00",douzaines,"26,0000000","22776,00","0,00",
587,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Mousseline,Marseille,Italie,"29,00",pièces,"60,0000000","1740,00","0,00",
588,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Noisettes,Marseille,Italie,"176 500,00",livres,"0,1000000","17650,00","0,00",
589,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Ocre,Marseille,Italie,"2 731,00",livres,"0,1000000","273,00","-0,10",
590,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Olives,Marseille,Italie,"125,00",livres,"0,1500000","18,00","-0,75",
591,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Oignons de fleurs,Marseille,Italie,"400,00",livres,"0,5000000","200,00","0,00",
592,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Onglons de bœuf,Marseille,Italie,"10 000,00",livres,"0,1000000","1000,00","0,00",
593,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Orangers,Marseille,Italie,"16,00",en nombre,"0,7500000","12,00","0,00",
594,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Oranges,Marseille,Italie,"72 400,00",livres,"0,0150000","1086,00","0,00",
595,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Orge,Marseille,Italie,"16,00",charges,"15,0000000","240,00","0,00",
596,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Orpiment,Marseille,Italie,"4 000,00",livres,"0,3000000","1200,00","0,00",
597,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Palmes en feuilles,Marseille,Italie,"2 800,00",livres,"0,2500000","700,00","0,00",
598,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Palum,Marseille,Italie,"6 400,00",livres,"0,0700000","448,00","0,00",
599,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Papier a ecrire,Marseille,Italie,"3 320,00",rames,"6,0000000","19920,00","0,00",
600,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Papier pliage,Marseille,Italie,"8 900,00",livres,"0,0500000","445,00","0,00",
601,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Parapluye,Marseille,Italie,"3 226,00",pièces,"3,0000000","9678,00","0,00",
602,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Parasols,Marseille,Italie,"1,50",douzaines,"25,0000000","37,00","-0,50",
603,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Paste d'amande,Marseille,Italie,"5 690,00",livres,"0,4000000","2276,00","0,00",
604,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,12,1746,Import,Peaux d'agneau en laine,Marseille,Italie,"1 800,00",livres,"0,9000000","1620,00","0,00",
605,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de chagrin,Marseille,Italie,"1 414,00",livres,"2,5000000","3535,00","0,00",
606,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de chevre apretées,Marseille,Italie,"30,00",douzaines,"100,0000000","3000,00","0,00",
607,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de chevre en poil,Marseille,Italie,"7 120,00",livres,"0,4000000","2848,00","0,00",
608,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de lapin,Marseille,Italie,"701,00",livres,"2,5000000","1752,00","-0,50",
609,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de lievre,Marseille,Italie,"1 760,00",livres,"0,5000000","880,00","0,00",
610,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de maroquin,Marseille,Italie,"3 418,00",livres,"1,5000000","5127,00","0,00",
611,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de mouton en laine,Marseille,Italie,"11,00",en nombre,"3,0000000","33,00","0,00",
612,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de mouton en laine,Marseille,Italie,"7 030,00",livres,"0,7500000","5272,00","-0,50",
613,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de renard,Marseille,Italie,"1 910,00",livres,"2,5000000","4775,00","0,00",
614,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de veau en poil,Marseille,Italie,"92,00",en nombre,"4,0000000","368,00","0,00",
615,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de veau en poil,Marseille,Italie,"1 780,00",livres,"0,5000000","890,00","0,00",
616,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Peaux de veau tannées,Marseille,Italie,"1 020,00",livres,"1,0000000","1020,00","0,00",
617,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pierres a eguiser,Marseille,Italie,"144,00",en nombre,"0,7500000","108,00","0,00",
618,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pierres a eguiser,Marseille,Italie,"5 500,00",livres,"0,2000000","1100,00","0,00",
619,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pierres de marbre,Marseille,Italie,"400,00",pièces,"3,0000000","1200,00","0,00",
620,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pierre ponce,Marseille,Italie,"3 950,00",livres,"0,0400000","158,00","0,00",
621,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pirettres,Marseille,Italie,"23 475,00",livres,"0,2000000","4695,00","0,00",
622,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pignons cassés,Marseille,Italie,"2 150,00",livres,"0,1500000","322,00","-0,50",
623,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pignons de pin,Marseille,Italie,"23 650,00",livres,"0,1500000","3547,00","-0,50",
624,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pignons d'inde,Marseille,Italie,"125,00",livres,"3,0000000","375,00","0,00",
625,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Pistaches,Marseille,Italie,"17 700,00",livres,"1,0000000","17700,00","0,00",
626,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Planches de sapin,Marseille,Italie,"1 087,00",douzaines,"9,0000000","9783,00","0,00",
627,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Plants d'arbres a fruits,Marseille,Italie,"4 050,00",livres,"0,2500000","1012,00","-0,50",
628,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Plants d'orangers,Marseille,Italie,"15 250,00",livres,"0,5000000","7625,00","0,00",
629,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Platree,Marseille,Italie,"512,00",charges,"3,0000000","1536,00","0,00",
630,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Plomb en grenaille,Marseille,Italie,"313,00",livres,"0,2500000","78,00","-0,25",
631,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Plomb en saumon,Marseille,Italie,"100,00",livres,"0,2000000","20,00","0,00",
632,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Plumes d'autruche brutes,Marseille,Italie,"2 000,00",livres,"4,0000000","8000,00","0,00",
633,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Plumes a lit,Marseille,Italie,"3 030,00",livres,"1,2000000","3636,00","0,00",
634,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Poil de chevre,Marseille,Italie,"4 076,00",livres,"3,0000000","12228,00","0,00",
