simplification_classification,nbr_occurences_simpl,coton_classification,obsolete,nbr_occurences_coton
fonte en gueuses et blocaille,2,not raw cotton,non,549530
fonte épurée,1,not raw cotton,non,549530
fonte moulée,7,not raw cotton,non,549530
fonte moulée à la vapeur et estagnons,1,not raw cotton,non,549530
fonte moulée pour modèles,2,not raw cotton,non,549530
fonte moulée pour projectiles de guerre,1,not raw cotton,non,549530
fonte pour cloches,1,not raw cotton,non,549530
fonte vieille,3,not raw cotton,non,549530
forces à drapier,46,not raw cotton,non,549530
forces à drapiers,1,not raw cotton,non,549530
forces à tondre,3,not raw cotton,non,549530
forme,2,not raw cotton,non,549530
forme à cendre,1,not raw cotton,non,549530
forme à chapeaux,3,not raw cotton,non,549530
forme à cordonnier,4,not raw cotton,non,549530
forme à pot à fleur,1,,non,4126
forme à soulier,12,not raw cotton,non,549530
forme à sucre,25,not raw cotton,non,549530
forme à sucre de terre,58,not raw cotton,non,549530
forme à sucre et pots,11,not raw cotton,non,549530
forme à sucre et pots de terre,6,not raw cotton,non,549530
forme de bois,1,not raw cotton,non,549530
forme de cuivre,1,not raw cotton,non,549530
forme de terre,3,not raw cotton,non,549530
forme de terre à sucre,3,not raw cotton,non,549530
forme de terre et fabrique de fer,3,not raw cotton,non,549530
forme et pots à fèves,1,not raw cotton,non,549530
forme ou pot de terre pour sucre,2,not raw cotton,non,549530
fort en diable,8,not raw cotton,non,549530
forte-piano,6,not raw cotton,non,549530
forte-piano à la valeur,2,not raw cotton,non,549530
forte-piano à queue,1,not raw cotton,non,549530
forte-piano au nombre,4,not raw cotton,non,549530
forte-piano carré,1,not raw cotton,non,549530
fotail,1,not raw cotton,non,549530
fotalis,2,not raw cotton,non,549530
fotamora,2,not raw cotton,non,549530
fotas,35,not raw cotton,non,549530
fottes,12,not raw cotton,non,549530
foudarg,1,not raw cotton,non,549530
foudre à vin,1,not raw cotton,non,549530
fouets,6,not raw cotton,non,549530
fouets et guêtres,1,not raw cotton,non,549530
fouets et manches de fouets,1,not raw cotton,non,549530
fougères,1,,non,4126
fougons,4,not raw cotton,non,549530
foulard,3,not raw cotton,non,549530
foulard des prises,1,not raw cotton,non,549530
foulas,3,not raw cotton,non,549530
fouleries,1,not raw cotton,non,549530
four,1,not raw cotton,non,549530
fourches de fer,1,not raw cotton,non,549530
fourchettes d'acier,1,not raw cotton,non,549530
fourneaux,2,not raw cotton,non,549530
fourneaux de brique,18,not raw cotton,non,549530
fourneaux de fer,11,not raw cotton,non,549530
fourneaux de fer de 60 livres,1,not raw cotton,non,549530
fourneaux de fonte de fer,1,,non,4126
fourneaux de mane,1,not raw cotton,non,549530
fourneaux de pierre,4,not raw cotton,non,549530
fourneaux de plâtre,8,not raw cotton,non,549530
fourneaux de terre,9,not raw cotton,non,549530
fourneaux de tuffau,1,not raw cotton,non,549530
fourniments,1,not raw cotton,non,549530
fourrages,57,not raw cotton,non,549530
fourrages d'horlogerie,1,not raw cotton,non,549530
fourrages de son,16,not raw cotton,non,549530
fourrages et pâturage,1,not raw cotton,non,549530
fourré,1,not raw cotton,non,549530
fourreaux d'épée,4,not raw cotton,non,549530
fourreaux d'épée et de sabre,1,not raw cotton,non,549530
fourreaux de baïonnette,1,not raw cotton,non,549530
fourreaux de baïonnette de cuir,2,not raw cotton,non,549530
fourreaux de pistolets,3,,non,4126
fourreaux depissetés faux,1,not raw cotton,non,549530
fourrure,2,not raw cotton,non,549530
fourrure de cuivre,50,not raw cotton,non,549530
fourrure de cuivre et mozette de cuivre,15,not raw cotton,non,549530
fourrure de martre,2,not raw cotton,non,549530
fourrure de panthère,1,not raw cotton,non,549530
fourrure de petit gris,6,not raw cotton,non,549530
fourrure de soie,109,not raw cotton,non,549530
fourrure dos gorge nappe queue ventre,2,not raw cotton,non,549530
fourrure peaux entières,2,not raw cotton,non,549530
fraises à l'eau-de-vie,5,,non,4126
fraises à l'eau-de-vier,0,,oui,4126
fraises de Chypre,1,not raw cotton,non,549530
fraisset de vermillon,17,not raw cotton,non,549530
frange d'argent,2,not raw cotton,non,549530
frange d'argent faux,1,not raw cotton,non,549530
frange d'argent fin,1,not raw cotton,non,549530
frange d'or,3,not raw cotton,non,549530
frange d'or et d'argent,8,not raw cotton,non,549530
frange d'or et d'argent faux,4,not raw cotton,non,549530
frange d'or faux,5,not raw cotton,non,549530
frange d'or vieille,1,not raw cotton,non,549530
frange de fil pour vestes par garniture,1,not raw cotton,non,549530
frange de raiseau d'argent et d'or,1,not raw cotton,non,549530
frange de soie,19,not raw cotton,non,549530
freisseit de vermillon,1,not raw cotton,non,549530
frequins,3,not raw cotton,non,549530
fressel de vermichel,1,not raw cotton,non,549530
fretilles,1,not raw cotton,non,549530
freze,1,not raw cotton,non,549530
frions,1,not raw cotton,non,549530
friperie,38,not raw cotton,non,549530
friperie vieille,1,not raw cotton,non,549530
fris,1,not raw cotton,non,549530
frisade,1,not raw cotton,non,549530
frisade aune,1,not raw cotton,non,549530
frisade blanche,1,not raw cotton,non,549530
frisade blanche aune,1,not raw cotton,non,549530
frisade de laine,1,not raw cotton,non,549530
frisade et Bergopzoom,1,not raw cotton,non,549530
frisade teinte,1,not raw cotton,non,549530
frisade teinte aune,1,not raw cotton,non,549530
frise,8,not raw cotton,non,549530
frise à la gode,8,not raw cotton,non,549530
frise des prises,1,not raw cotton,non,549530
frise sèche,1,not raw cotton,non,549530
frises de laine,1,,non,4126
frisette de laine,1,not raw cotton,non,549530
frisons d'Angleterre,6,not raw cotton,non,549530
frisons de laine,2,not raw cotton,non,549530
froc,1,not raw cotton,non,549530
froc de Bolbec,2,not raw cotton,non,549530
froc de laine,3,not raw cotton,non,549530
froc de Lisieux,1,not raw cotton,non,549530
fromage,2307,not raw cotton,non,549530
fromage à moitié avarié,1,not raw cotton,non,549530
fromage au quart avarié,1,not raw cotton,non,549530
fromage commun,553,not raw cotton,non,549530
fromage cru,6,not raw cotton,non,549530
fromage d'Angleterre,1,not raw cotton,non,549530
fromage d'Auvergne,50,not raw cotton,non,549530
fromage d'herbes,1,not raw cotton,non,549530
fromage d'Irlande,2,not raw cotton,non,549530
fromage de Brie,27,not raw cotton,non,549530
fromage de Chassenay,1,not raw cotton,non,549530
fromage de Chester,13,not raw cotton,non,549530
fromage de chèvre,15,not raw cotton,non,549530
fromage de Comté,25,not raw cotton,non,549530
fromage de Gruyère,298,not raw cotton,non,549530
fromage de Hollande,253,not raw cotton,non,549530
fromage de Hollande et doux,1,not raw cotton,non,549530
fromage de lait doux,1,not raw cotton,non,549530
fromage de Livarot,1,not raw cotton,non,549530
fromage de Majorque,1,not raw cotton,non,549530
fromage de Maroilles,37,not raw cotton,non,549530
fromage de Milan,1,not raw cotton,non,549530
fromage de Normandie,9,not raw cotton,non,549530
fromage de Parme,2,not raw cotton,non,549530
fromage de parmesan,24,not raw cotton,non,549530
fromage de Roquefort,55,not raw cotton,non,549530
fromage de Sardaigne,17,not raw cotton,non,549530
fromage de Sassenage,4,not raw cotton,non,549530
fromage de Suisse,8,not raw cotton,non,549530
fromage du pays,6,not raw cotton,non,549530
fromage en boite,1,not raw cotton,non,549530
fromage en jambon,1,not raw cotton,non,549530
fromage et sulfure,1,not raw cotton,non,549530
fromage fin,1,not raw cotton,non,549530
fromage Hollande,1,not raw cotton,non,549530
fromage moutarde etc.,1,not raw cotton,non,549530
fromage pour l'entrepôt de la Compagnie des Indes,1,not raw cotton,non,549530
frottoir,1,not raw cotton,non,549530
fruits,522,not raw cotton,non,549530
fruits ?,1,,non,4126
fruits à dénommer,2,not raw cotton,non,549530
fruits à distiller,1,not raw cotton,non,549530
fruits à l'eau-de-vie,1,,non,4126
fruits apprêtés,1,not raw cotton,non,549530
fruits au vinaigre,16,not raw cotton,non,549530
fruits au vinaigre et cornichons,16,not raw cotton,non,549530
fruits casse sans apprêts,39,not raw cotton,non,549530
fruits confits,10,not raw cotton,non,549530
fruits confits à l'eau de vie,9,not raw cotton,non,549530
fruits confits à l'eau-de-vie,437,not raw cotton,non,549530
fruits confits à l'eau-de-vie et au sucre,14,not raw cotton,non,549530
fruits confits au sucre,44,not raw cotton,non,549530
fruits confits divers,33,not raw cotton,non,549530
fruits confits en confitures des Îles,1,not raw cotton,non,549530
fruits confits en vinaigre,38,not raw cotton,non,549530
fruits confits fins,1,not raw cotton,non,549530
fruits crus secs et à l'eau-de-vie,5,not raw cotton,non,549530
fruits cuits,93,not raw cotton,non,549530
fruits cuits secs,3,not raw cotton,non,549530
fruits de Corinthe,1,not raw cotton,non,549530
fruits de table confits,7,not raw cotton,non,549530
fruits de table conflits à l'eau-de-vie,2,not raw cotton,non,549530
fruits de table exotiques frais,2,not raw cotton,non,549530
fruits de table frais autres que citrons oranges et leurs variétés,2,not raw cotton,non,549530
fruits de table frais indigènes,2,not raw cotton,non,549530
fruits de table secs et tapés,5,not raw cotton,non,549530
fruits de table secs et tapés autres que pistache,2,not raw cotton,non,549530
fruits des Îles et des Indes,3,not raw cotton,non,549530
fruits divers et graines,1,not raw cotton,non,549530
fruits en confitures,7,not raw cotton,non,549530
fruits et frais à l'eau-de-vie,0,not raw cotton,oui,549530
fruits et légumes confits au vinaigre,33,not raw cotton,non,549530
fruits et légumes confits et marinés,67,not raw cotton,non,549530
fruits frais,714,not raw cotton,non,549530
fruits frais de table,3,not raw cotton,non,549530
fruits frais en barils,1,,non,4126
fruits frais vendangés,1,not raw cotton,non,549530
fruits médicinaux,2,not raw cotton,non,549530
fruits médicinaux et herbes médicinaux et plantes médicinaux et racines médicinaux,52,not raw cotton,non,549530
fruits mirobolant confit,4,not raw cotton,non,549530
fruits moulus divers,7,not raw cotton,non,549530
fruits oléagineux,4,not raw cotton,non,549530
fruits prunes et pruneaux,1,not raw cotton,non,549530
fruits rudes,11,not raw cotton,non,549530
fruits salés,2,not raw cotton,non,549530
fruits salés marinés,1,not raw cotton,non,549530
fruits secs,956,not raw cotton,non,549530
fruits secs confits,1,not raw cotton,non,549530
fruits secs et à l'eau-de-vie,4,not raw cotton,non,549530
fruits secs et à l'eau-de-vie amandes cassées et en corps et prunes ???,5,not raw cotton,non,549530
fruits secs et confits,9,not raw cotton,non,549530
fruits tamarin confit dans le sucre,26,not raw cotton,non,549530
fruits verts,46,not raw cotton,non,549530
fruits verts en crus et châtaignes,3,not raw cotton,non,549530
fruittes,1,not raw cotton,non,549530
fumier,73,not raw cotton,non,549530
fumier commun,1,not raw cotton,non,549530
fumier de pigeon et autres,1,not raw cotton,non,549530
fumier de pigeons,5,not raw cotton,non,549530
funin,4,not raw cotton,non,549530
funin ou fouets,1,not raw cotton,non,549530
furets,6,not raw cotton,non,549530
furgons,1,not raw cotton,non,549530
fuseaux,31,not raw cotton,non,549530
fusée à bombes,1,,non,4126
fusée volantes ?,1,,non,4126
fusils,260,not raw cotton,non,549530
fusils à deux coups,3,not raw cotton,non,549530
fusils à double canons,1,not raw cotton,non,549530
fusils communs,1,not raw cotton,non,549530
fusils damasquinés,2,not raw cotton,non,549530
fusils de boucaniers,70,not raw cotton,non,549530
fusils de boucaniers fins,1,not raw cotton,non,549530
fusils de chasse,29,not raw cotton,non,549530
fusils de chasse à deux coups,3,not raw cotton,non,549530
fusils de maître,11,not raw cotton,non,549530
fusils de munitions,1,not raw cotton,non,549530
fusils de traite,89,not raw cotton,non,549530
fusils démontés,1,not raw cotton,non,549530
fusils et carabines,1,not raw cotton,non,549530
fusils et leurs baïonnettes,1,not raw cotton,non,549530
fusils et pistolets,1,not raw cotton,non,549530
fusils neufs,4,not raw cotton,non,549530
fusils ordinaires,3,not raw cotton,non,549530
fusils pour l'entrepôt pour la Guinée,1,not raw cotton,non,549530
fusils vieux,2,not raw cotton,non,549530
fustages,1,not raw cotton,non,549530
fustet,1,not raw cotton,non,549530
futaillerie,40,not raw cotton,non,549530
futaillerie de bois,1,not raw cotton,non,549530
futaillerie de Saint-Claude,24,not raw cotton,non,549530
futaillerie des Flandres,7,not raw cotton,non,549530
futaillerie grossière,5,not raw cotton,non,549530
futaillerie Saint-Claude,1,not raw cotton,non,549530
futailles,311,not raw cotton,non,549530
futailles ???,1,not raw cotton,non,549530
futailles à l'eau,1,not raw cotton,non,549530
futailles cerclées de bois montées vides,5,not raw cotton,non,549530
futailles cerclées de fer,3,not raw cotton,non,549530
futailles cerclées de fer montées vides,4,not raw cotton,non,549530
futailles de bois,3,not raw cotton,non,549530
futailles de bois cerclées de fer montées vides,1,not raw cotton,non,549530
futailles de bois cerclées montées vides,1,not raw cotton,non,549530
futailles de bois démontées vides,2,not raw cotton,non,549530
futailles de bois montées vides,2,not raw cotton,non,549530
futailles de tonnelier,1,not raw cotton,non,549530
futailles démontées vides,5,not raw cotton,non,549530
futailles diverses,1,not raw cotton,non,549530
futailles en barriques vieilles ???,4,not raw cotton,non,549530
futailles en petits barils,1,not raw cotton,non,549530
futailles petites,1,not raw cotton,non,549530
futailles vides,164,not raw cotton,non,549530
futailles vides de tonnelier,2,not raw cotton,non,549530
futailles vieilles,20,not raw cotton,non,549530
futaine,52,not raw cotton,non,549530
futaine blanche,2,not raw cotton,non,549530
futaine de 20 aunes,1,not raw cotton,non,549530
futaine de coton,6,not raw cotton,non,549530
futaine de laine,5,not raw cotton,non,549530
futaine de Tournai,1,not raw cotton,non,549530
futaine de toute sorte,11,not raw cotton,non,549530
futaine et velours,1,not raw cotton,non,549530
futaine peinte,2,not raw cotton,non,549530
fûts à sas,4,not raw cotton,non,549530
fûts de Grenois,1,not raw cotton,non,549530
futte,1,not raw cotton,non,549530
g ???,1,not raw cotton,non,549530
gablanan,1,not raw cotton,non,549530
gaffes,1,not raw cotton,non,549530
gaffes de sapin,1,not raw cotton,non,549530
gaïac,1,not raw cotton,non,549530
gaine,1,,non,4126
gaine à couteaux,3,not raw cotton,non,549530
gaine bleue,1,not raw cotton,non,549530
gaine de couteau,10,not raw cotton,non,549530
gaine de couteau de papier,1,not raw cotton,non,549530
gaine de limons,1,not raw cotton,non,549530
gaine jaune,1,not raw cotton,non,549530
galanga,64,not raw cotton,non,549530
galanga des Indes,1,not raw cotton,non,549530
galanterie,1,not raw cotton,non,549530
galbanum,67,not raw cotton,non,549530
galbes,1,not raw cotton,non,549530
galets,1,not raw cotton,non,549530
galette de genièvre,1,not raw cotton,non,549530
galette de porcelaine,1,not raw cotton,non,549530
galette et gaufrettes,1,not raw cotton,non,549530
galette rouge,1,not raw cotton,non,549530
galins,1,not raw cotton,non,549530
galipot,45,not raw cotton,non,549530
galipot ou poix,4,not raw cotton,non,549530
galle,795,not raw cotton,non,549530
galle alepine,1,not raw cotton,non,549530
galle d'Alep,37,not raw cotton,non,549530
galle du Levant,47,not raw cotton,non,549530
galle en sorte,2,not raw cotton,non,549530
galle entière légère pulvérisée,1,not raw cotton,non,549530
galle légère,41,not raw cotton,non,549530
galle romaine,4,not raw cotton,non,549530
galoches,15,not raw cotton,non,549530
galon,7,not raw cotton,non,549530
galon à peu de soie,3,not raw cotton,non,549530
galon au quart de soie,3,not raw cotton,non,549530
galon brûlé,2,not raw cotton,non,549530
galon d'argent,96,not raw cotton,non,549530
galon d'argent et d'or,126,not raw cotton,non,549530
galon d'argent et d'or faux,22,not raw cotton,non,549530
galon d'argent et d'or fin,25,not raw cotton,non,549530
galon d'argent et or,1,not raw cotton,non,549530
galon d'argent et or vieux,1,not raw cotton,non,549530
galon d'argent faux,2,not raw cotton,non,549530
galon d'argent fin,4,not raw cotton,non,549530
galon d'argent vieux,1,not raw cotton,non,549530
galon d'or,132,not raw cotton,non,549530
galon d'or en bord,2,not raw cotton,non,549530
