source,nb_occurence_BdCFR,nbr_occurences_source,orthographic,note,obsolete,nbr_occurences_ortho
Queues ; de petits gris,1,1,queues de petit gris,,non,1
Queues ; de renards,0,0,queues de renard,,oui,0
Queues de renard et ecureuil,0,0,queues de renard et ecureuil,,oui,0
Queues et pennes (bits of wool),0,88,,,non,94525
Quicaille de fer,2,2,quincaille de fer,,non,671
Quicaille de fer et acier,1,1,quincaille de fer et acier,,non,747
Quicaillerie,2,2,quincaillerie,,non,372
Quicaillerie de cuivre,1,1,quincaillerie de cuivre,,non,46
Quicaillerie de fer,1,1,quincaillerie de fer,,non,137
Quicailles de fer et acier,1,1,quincaille de fer et acier,,non,747
Quikous ; chaus,1,1,quikous chaus,x,non,1
Quilles,0,0,quilles,,oui,0
Quilles ; d'hetre,1,1,quilles de hêtre,,non,2
Quilles ; de hêtre,1,1,quilles de hêtre,,non,2
Quilles de navire,1,1,quilles de navire,,non,1
Quilles de vaisseaux,2,2,quilles de vaisseaux,,non,3
Quilles de Vaisseaux,1,1,quilles de vaisseaux,,non,3
Quinailles,1,1,quincaille,,non,493
Quincail de fer,1,1,quincaille de fer,,non,671
Quincaile de cuivre,1,1,quincaille de cuivre,,non,311
Quincaile de fer,1,1,quincaille de fer,,non,671
Quincaille,458,458,quincaille,,non,493
Quincaille ; assortie,2,2,quincaille assortie,,non,3
Quincaille ; d'acier,5,5,quincaille d'acier,,non,6
Quincaille ; d'acier ; doré,1,1,quincaille d'acier doré,,non,4
Quincaille ; d'acier doré,3,3,quincaille d'acier doré,,non,4
Quincaille ; de bois,5,5,quincaille de bois,,non,15
Quincaille ; de cuivre,215,215,quincaille de cuivre,,non,311
Quincaille ; de fer,375,375,quincaille de fer,,non,671
Quincaille ; de fer et acier,433,433,quincaille de fer et acier,,non,747
Quincaille ; de fer et d'acier,7,7,quincaille de fer et d'acier,,non,34
Quincaille ; en fer,1,1,quincaille en fer,,non,2
Quincaille ; fer et acier,13,13,quincaille fer et acier,,non,19
Quincaille ; fine,1,1,quincaille fine,,non,20
Quincaille ; grosse,2,2,quincaille grosse,,non,10
Quincaille ; grosse de fer,1,1,quincaille grosse de fer,,non,4
Quincaille assortie,1,1,quincaille assortie,,non,3
Quincaille commune,3,3,quincaille commune,,non,4
Quincaille comune,1,1,quincaille commune,,non,4
Quincaille d'Acier,1,1,quincaille d'acier,,non,6
Quincaille d'acier et de fer,3,3,quincaille d'acier et de fer,,non,4
Quincaille d'acier et fer,1,1,quincaille d'acier et de fer,,non,4
Quincaille de bois,6,6,quincaille de bois,,non,15
Quincaille de cuivre,63,63,quincaille de cuivre,,non,311
Quincaille de Cuivre,16,16,quincaille de cuivre,,non,311
Quincaille de fer,215,215,quincaille de fer,,non,671
Quincaille de Fer,35,35,quincaille de fer,,non,671
Quincaille de Fer ; en Acier,1,1,quincaille de fer en acier,,non,1
Quincaille de Fer ; et Acier,1,1,quincaille de fer et acier,,non,747
Quincaille de Fer ; et d'Acier,1,1,quincaille de fer et d'acier,,non,34
Quincaille de Fer ; grosse,1,1,quincaille de fer grosse,,non,1
Quincaille de fer § acier,5,5,quincaille de fer et acier,,non,747
Quincaille de fer & acier,1,1,quincaille de fer et acier,,non,747
Quincaille de fer bazin,1,1,quincaille de fer bassin,,non,1
Quincaille de fer et acier,223,223,quincaille de fer et acier,,non,747
Quincaille de fer et d'acier,22,22,quincaille de fer et d'acier,,non,34
Quincaille de fer et d'Acier,4,4,quincaille de fer et d'acier,,non,34
Quincaille de fer ou acier,1,1,quincaille de fer ou acier,,non,1
Quincaille de feu et acier,1,1,quincaille de fer et acier,x,non,747
Quincaille de fonte acier,1,1,quincaille de fonte acier,,non,1
Quincaille de Fumé,1,1,quincaille de fumé,x,non,1
Quincaille de soye,1,1,quincaille de soie,,non,1
Quincaille en Fer,1,1,quincaille en fer,,non,2
Quincaille et mercerie,14,14,quincaille et mercerie,,non,14
Quincaille fer et acier,6,6,quincaille fer et acier,,non,19
Quincaille fine,18,18,quincaille fine,,non,20
Quincaille grosse,6,6,quincaille grosse,,non,10
Quincaille grosse de fer,3,3,quincaille grosse de fer,,non,4
Quincaille mercerie,3,3,quincaille mercerie,,non,3
Quincaille seche,1,1,quincaille sèche,,non,1
Quincaille; de cuivre,1,1,quincaille de cuivre,,non,311
Quincaille; de fer,1,1,quincaille de fer,,non,671
Quincaille;de cuivre,1,1,quincaille de cuivre,,non,311
Quincailleire en fer,4,4,quincaillerie en fer,,non,11
Quincaillerie,342,345,quincaillerie,,non,372
Quincaillèrie,1,1,quincaillerie,,non,372
Quincaillerie ; cardes ; à carder,1,1,quincaillerie cardes à carder,,non,42
Quincaillerie ; clous ; de fer,2,2,quincaillerie clous de fer,,non,67
Quincaillerie ; clous de fer,1,1,quincaillerie clous de fer,,non,67
Quincaillerie ; cloux,2,2,quincaillerie clous,,non,5
Quincaillerie ; commune,18,18,quincaillerie commune,,non,22
Quincaillerie ; Commune,3,3,quincaillerie commune,,non,22
Quincaillerie ; d'acier,4,4,quincaillerie d'acier,,non,17
Quincaillerie ; D'acier,3,3,quincaillerie d'acier,,non,17
Quincaillerie ; d'acier ; en faucilles,2,2,quincaillerie d'acier en faucilles,,non,2
Quincaillerie ; de cuivre,12,12,quincaillerie de cuivre,,non,46
Quincaillerie ; de Cuivre,0,0,quincaillerie de cuivre,,oui,46
Quincaillerie ; De cuivre ; Diverse,2,2,quincaillerie de cuivre diverse,,non,4
Quincaillerie ; De cuivre ; Diverses,2,2,quincaillerie de cuivre diverse,,non,4
Quincaillerie ; de cuivre ; en caffetieres,1,1,quincaillerie de cuivre en cafetières,,non,1
Quincaillerie ; de cuivre ; en chaud,1,1,quincaillerie de cuivre en chaud,x,non,1
Quincaillerie ; de cuivre ; en clous,1,1,quincaillerie de cuivre en clous,,non,8
Quincaillerie ; De cuivre ; En clous,2,2,quincaillerie de cuivre en clous,,non,8
Quincaillerie ; de cuivre ; fil ; de laiton,1,1,quincaillerie de cuivre fil de laiton,,non,1
Quincaillerie ; de cuivre et acier,1,1,quincaillerie de cuivre et acier,,non,1
Quincaillerie ; de fer,46,46,quincaillerie de fer,,non,137
Quincaillerie ; de Fer,0,0,quincaillerie de fer,,oui,137
Quincaillerie ; de fer ; clouds,1,1,quincaillerie de fer clous,,non,29
Quincaillerie ; de fer ; clous,1,1,quincaillerie de fer clous,,non,29
Quincaillerie ; de fer ; diverse,1,1,quincaillerie de fer diverse,,non,55
Quincaillerie ; De fer ; Diverse,8,8,quincaillerie de fer diverse,,non,55
Quincaillerie ; de fer ; diverses,0,0,quincaillerie de fer diverse,,oui,55
Quincaillerie ; De fer ; Diverses,6,6,quincaillerie de fer diverse,,non,55
Quincaillerie ; de fer ; en acier,1,1,quincaillerie de fer en acier,,non,1
Quincaillerie ; de fer ; en clous,6,6,quincaillerie de fer en clous,,non,43
Quincaillerie ; De fer ; En clous,7,7,quincaillerie de fer en clous,,non,43
Quincaillerie ; de fer ; en cloux,1,1,quincaillerie de fer en clous,,non,43
Quincaillerie ; De fer ; En cloux,6,6,quincaillerie de fer en clous,,non,43
Quincaillerie ; de fer ; en fil,1,1,quincaillerie de fer en fil,,non,3
Quincaillerie ; de fer ; etain ; en faulx,3,3,quincaillerie de fer étain en faux,,non,3
Quincaillerie ; de fer ; faux,1,1,quincaillerie de fer faux,,non,2
Quincaillerie ; de fer ; fil de fer,0,0,quincaillerie de fer fil de fer,,oui,14
Quincaillerie ; De fer ; Pignes à cordes,1,1,quincaillerie de fer pignes à cordes,x,non,1
Quincaillerie ; de fer ; saisie,1,1,quincaillerie de fer saisie,,non,1
Quincaillerie ; de fer ; socle,1,1,quincaillerie de fer socle,x,non,1
Quincaillerie ; de fer et acier,6,6,quincaillerie de fer et acier,,non,32
Quincaillerie ; De fer et acier,8,8,quincaillerie de fer et acier,,non,32
Quincaillerie ; de fer et acier ; ?,1,1,quincaillerie de fer et acier ???,,non,1
Quincaillerie ; de fer et acier ; diverses,0,0,quincaillerie de fer et acier diverse,,oui,2
Quincaillerie ; de fer et acier ; en fauty,2,2,quincaillerie de fer et acier en fauty,x,non,2
Quincaillerie ; de fer et acier ; limes,0,0,quincaillerie de fer et acier limes,,oui,0
Quincaillerie ; de fer et acier ; moulins ; à caffé,0,0,quincaillerie de fer et acier moulins à café,,oui,0
Quincaillerie ; diverse,28,28,quincaillerie diverse,,non,237
Quincaillerie ; Diverse,10,10,quincaillerie diverse,,non,237
Quincaillerie ; diverse ; en fer,1,1,quincaillerie diverse en fer,,non,1
Quincaillerie ; diverses,0,0,quincaillerie diverse,,oui,237
Quincaillerie ; Diverses,10,10,quincaillerie diverse,,non,237
Quincaillerie ; en ?,2,2,quincaillerie en ???,,non,2
Quincaillerie ; en clous,3,3,quincaillerie en clous,,non,4
Quincaillerie ; en fil ; de fer,1,1,quincaillerie en fil de fer,,non,12
Quincaillerie ; en limes,1,1,quincaillerie en limes,,non,17
Quincaillerie ; en platine,1,1,quincaillerie en platines,,non,1
Quincaillerie ; étranger,5,5,quincaillerie étrangère,,non,7
Quincaillerie ; faulx,8,8,quincaillerie faux,,non,13
Quincaillerie ; Faulx et faucilles,7,7,quincaillerie faux et faucilles,,non,55
Quincaillerie ; faux ; à faucher,2,2,quincaillerie faux à faucher,,non,2
Quincaillerie ; fil,2,2,quincaillerie fil,,non,2
Quincaillerie ; fil ; de fer,4,4,quincaillerie fil de fer,,non,80
Quincaillerie ; fil ; de laiton,3,3,quincaillerie fil de laiton,,non,7
Quincaillerie ; Fil de fer,6,6,quincaillerie fil de fer,,non,80
Quincaillerie ; fine,2,2,quincaillerie fine,,non,4
Quincaillerie ; Fine,1,1,quincaillerie fine,,non,4
Quincaillerie ; fine ; d'acier,1,1,quincaillerie fine d'acier,,non,4
"Quincaillerie ; laiton filé, jaune",7,7,quincaillerie laiton filé jaune,,non,7
Quincaillerie ; lampes à la quinpot,1,1,quincaillerie lampes à la quinpot,x,non,1
Quincaillerie ; limes,5,5,quincaillerie limes,,non,27
Quincaillerie ; Limes,4,4,quincaillerie limes,,non,27
Quincaillerie ; mêlée,1,1,quincaillerie mêlée,,non,36
Quincaillerie ; nationale,5,5,quincaillerie nationale,,non,5
Quincaillerie ; serans ; à peigner,1,1,quincaillerie serans à peigner,x,non,1
Quincaillerie assortie,3,3,quincaillerie assortie,,non,3
Quincaillerie cardes,10,10,quincaillerie cardes,,non,10
Quincaillerie cardes à carder,41,41,quincaillerie cardes à carder,,non,42
Quincaillerie clous,2,2,quincaillerie clous,,non,5
Quincaillerie clous de fer,64,64,quincaillerie clous de fer,,non,67
Quincaillerie cloux,1,1,quincaillerie clous,,non,5
Quincaillerie comune,1,1,quincaillerie commune,,non,22
Quincaillerie d'acier,7,7,quincaillerie d'acier,,non,17
Quincaillerie d'acier et fer,2,2,quincaillerie d'acier et fer,,non,2
Quincaillerie de clous de fer,3,3,quincaillerie de clous de fer,,non,3
Quincaillerie de cuivre,21,21,quincaillerie de cuivre,,non,46
Quincaillerie de cuivre ; fer et acier,1,1,quincaillerie de cuivre fer et acier,,non,1
Quincaillerie de cuivre en clous,5,5,quincaillerie de cuivre en clous,,non,8
Quincaillerie de cuivre en fil,1,1,quincaillerie de cuivre en fil,,non,1
Quincaillerie de fer,84,84,quincaillerie de fer,,non,137
Quincaillerie de fer ?,2,2,quincaillerie de fer ???,,non,2
Quincaillerie de fer cloud,1,1,quincaillerie de fer clous,,non,29
Quincaillerie de fer clouds,2,2,quincaillerie de fer clous,,non,29
Quincaillerie de fer cloux,3,3,quincaillerie de fer clous,,non,29
Quincaillerie de fer divers,5,5,quincaillerie de fer diverse,,non,55
Quincaillerie de fer diverse,6,6,quincaillerie de fer diverse,,non,55
Quincaillerie de fer en clous,22,22,quincaillerie de fer en clous,,non,43
QUincaillerie de fer en clous,1,1,quincaillerie de fer en clous,,non,43
Quincaillerie de fer en faulx,1,1,quincaillerie de fer en faux,,non,1
Quincaillerie de fer en fil,2,2,quincaillerie de fer en fil,,non,3
Quincaillerie de fer en outils,0,0,quincaillerie de fer en outils,,oui,0
Quincaillerie de fer en ustensiles de moulins,4,4,quincaillerie de fer en ustensiles de moulins,,non,4
Quincaillerie de fer et acier,1,1,quincaillerie de fer et acier,,non,32
Quincaillerie de fer et acier divers,1,1,quincaillerie de fer et acier diverse,,non,2
Quincaillerie de fer et acier diverse,1,1,quincaillerie de fer et acier diverse,,non,2
Quincaillerie de fer et acier en faulx,2,2,quincaillerie de fer et acier en faux,,non,2
Quincaillerie de fer faux,1,1,quincaillerie de fer faux,,non,2
Quincaillerie de fer limes,1,1,quincaillerie de fer limes,,non,7
Quincaillerie de fer ordinaire,3,3,quincaillerie de fer ordinaire,,non,3
Quincaillerie de fer ordinaire clouds,1,1,quincaillerie de fer ordinaire clous,,non,1
Quincaillerie de fer serrures,1,1,quincaillerie de fer serrures,,non,1
Quincaillerie de toute sorte,20,20,quincaillerie de toute sorte,,non,22
Quincaillerie de toutes sortes,2,2,quincaillerie de toute sorte,,non,22
Quincaillerie diverse,187,187,quincaillerie diverse,,non,237
Quincaillerie diverse commune en fer,22,22,quincaillerie diverse commune en fer,,non,22
Quincaillerie diverse en fer et acier,1,1,quincaillerie diverse en fer et acier,,non,1
"Quincaillerie diverses ; faulx, faucilles, fil de laiton et limes",7,7,quincaillerie diverses faux faucilles fil de laiton et limes,,non,7
Quincaillerie en balance et romaine,2,2,quincaillerie en balance et romaine,,non,2
Quincaillerie en cadenas,1,1,quincaillerie en cadenas,,non,1
Quincaillerie en clous,1,1,quincaillerie en clous,,non,4
Quincaillerie en clous de fer,5,5,quincaillerie en clous de fer,,non,5
Quincaillerie en cuivre,3,3,quincaillerie en cuivre,,non,10
Quincaillerie en faulx,7,7,quincaillerie en faux,,non,7
Quincaillerie en faulx à faucher,1,1,quincaillerie en faux à faucher,,non,1
Quincaillerie en faulx et faucilles,4,4,quincaillerie en faux et faucilles,,non,6
Quincaillerie en faux,1,1,quincaillerie en faux et faucilles,,non,6
Quincaillerie en fer,7,7,quincaillerie en fer,,non,11
Quincaillerie en fer et acier,17,17,quincaillerie en fer et acier,,non,17
Quincaillerie en fil de fer,10,10,quincaillerie en fil de fer,,non,12
Quincaillerie en limes,15,15,quincaillerie en limes,,non,17
Quincaillerie en ouvrages de menu fer,6,6,quincaillerie en ouvrages de menu fer,,non,6
Quincaillerie en pinces pelles,2,2,quincaillerie en pinces pelles,,non,2
Quincaillerie étrangère,2,2,quincaillerie étrangère,,non,7
Quincaillerie faulx,2,2,quincaillerie faux,,non,13
Quincaillerie faulx et faucilles,42,42,quincaillerie faux et faucilles,,non,55
Quincaillerie faux et faucilles,6,6,quincaillerie faux et faucilles,,non,55
Quincaillerie fer § acier,1,1,quincaillerie fer et acier,,non,1
Quincaillerie fil de fer,70,70,quincaillerie fil de fer,,non,80
Quincaillerie fil de laiton,4,4,quincaillerie fil de laiton,,non,7
Quincaillerie fine,1,1,quincaillerie fine,,non,4
Quincaillerie fine d'acier,3,3,quincaillerie fine d'acier,,non,4
Quincaillerie fine en acier,5,5,quincaillerie fine en acier,,non,5
Quincaillerie française,2,2,quincaillerie française,,non,2
Quincaillerie grasse en fer,6,6,quincaillerie grosse en fer,x,non,20
Quincaillerie grosse,1,1,quincaillerie grosse,,non,1
Quincaillerie grosse de fer,1,1,quincaillerie grosse de fer,,non,1
Quincaillerie grosse en fer,14,14,quincaillerie grosse en fer,,non,20
Quincaillerie laiton filé noir et jaune,6,6,quincaillerie laiton filé noir et jaune,,non,12
Quincaillerie laiton filé noir et jaune p.r épingles,2,2,quincaillerie laiton filé noir et jaune pour épingles,,non,14
Quincaillerie laiton filé noir et jaune pour épingle,7,7,quincaillerie laiton filé noir et jaune pour épingles,,non,14
Quincaillerie laiton filé noir et jaune pour épingles,5,5,quincaillerie laiton filé noir et jaune pour épingles,,non,14
Quincaillerie laiton filé noir pour épingles,6,6,quincaillerie laiton filé noir pour épingles,,non,6
"Quincaillerie laiton filé, noir et jaune",6,6,quincaillerie laiton filé noir et jaune,,non,12
Quincaillerie limes,18,18,quincaillerie limes,,non,27
Quincaillerie limes de toute sorte,16,16,quincaillerie limes de toute sorte,,non,16
Quincaillerie mêlée,30,30,quincaillerie mêlée,,non,36
Quincaillerie outils de menuisier,1,1,quincaillerie outils de menuisier,,non,1
Quincaillerie; De cuivre cloux,1,1,quincaillerie de cuivre clous,,non,1
Quincaillerie; De fer clous,1,1,quincaillerie de fer clous,,non,29
Quincaillerie; diverse,1,1,quincaillerie diverse,,non,237
Quincaillerie; Diverse,1,1,quincaillerie diverse,,non,237
Quincaillerie; Faucilles,1,1,quincaillerie faucilles,,non,1
Quincaillerie; Faux,3,3,quincaillerie faux,,non,13
Quincaillerie; Moulins,1,1,quincaillerie moulins,,non,1
Quincailleries,6,7,quincaillerie,,non,372
Quincailleries ; d'acier,3,3,quincaillerie d'acier,,non,17
Quincailleries ; de cuivre,5,5,quincaillerie de cuivre,,non,46
Quincailleries ; de fer,6,6,quincaillerie de fer,,non,137
Quincailleries ; De fer ; Faux et féraille,13,13,quincaillerie de fer faux et ferraille,,non,13
Quincailleries ; De fer ; Fil de fer,14,14,quincaillerie de fer fil de fer,,non,14
Quincailleries ; De fer ; Haches,1,1,quincaillerie de fer haches,,non,1
"Quincailleries ; De fer ; Haches, *** et serpes",3,3,quincaillerie de fer haches ??? et serpes,,non,3
Quincailleries ; De fer ; Limes,6,6,quincaillerie de fer limes,,non,7
Quincailleries ; de fer ; scies,1,1,quincaillerie de fer scies,,non,1
"Quincailleries ; faulx, faucilles, fil de laiton et limes",9,9,quincaillerie faux faucilles fil de laiton et limes,,non,9
Quincailleries de fer et acier,1,1,quincaillerie de fer et acier,,non,32
"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",101,101,quincaillerie diverse faux faucilles fil de laiton et limes,,non,107
"Quincailleries diverses : faulx, faucilles, fil de laiton et limes",6,6,quincaillerie diverse faux faucilles fil de laiton et limes,,non,107
Quincailleries diverses; En cuivre colorié,1,1,quincaillerie diverse en cuivre colorié,,non,1
Quincailleries diverses; En faux et faucilles,1,1,quincaillerie diverse en faux et faucilles,,non,1
Quincailleries en faulx et faucilles,1,1,quincaillerie en faux et faucilles,,non,6
Quincailleries en fil de fer,1,1,quincaillerie en fil de fer,,non,12
Quincailleries en limes,1,1,quincaillerie en limes,,non,17
Quincailleries mêlées,5,5,quincaillerie mêlée,,non,36
Quincailles,30,30,quincaille,,non,493
Quincailles ; de cuivre,6,6,quincaille de cuivre,,non,311
Quincailles ; de fer,5,5,quincaille de fer,,non,671
Quincailles ; de fer et acier,21,21,quincaille de fer et acier,,non,747
Quincailles de bois,3,3,quincaille de bois,,non,15
Quincailles de cuivre,1,1,quincaille de cuivre,,non,311
Quincailles de fer,6,6,quincaille de fer,,non,671
Quincailles de fer et acier,23,23,quincaille de fer et acier,,non,747
Quincailles de Fer et acier,1,1,quincaille de fer et acier,,non,747
Quincailles de fer et aciers,1,1,quincaille de fer et acier,,non,747
Quincailles de fer et d'acier,6,6,quincaille de fer et acier,,non,747
Quincailles fine,1,1,quincaille fine,,non,20
Quincailles grosse,2,2,quincaille grosse,,non,10
Quincailles meslées,1,1,quincaille mêlée,,non,1
Quincailles; de bois,1,1,quincaille de bois,,non,15
Quincailles; de cuivre,6,6,quincaille de cuivre,,non,311
Quincailles; de fer,18,18,quincaille de fer,,non,671
Quincailles; de fer et acier,9,9,quincaille de fer et acier,,non,747
Quincailles; de fer et Acier,6,6,quincaille de fer et acier,,non,747
Quincaillle de fer,2,2,quincaille de fer,,non,671
Quincalle ; de fer et acier,6,6,quincaille de fer et acier,,non,747
Quincallerie ; Acier,2,2,quincaillerie acier,,non,2
Quincallerie ; moulins à café,2,2,quincaillerie moulins à café,,non,2
Quincallerie ; poids de fer,1,1,quincaillerie poids de fer,,non,1
Quincallerie ; poids de fer (?),0,0,quincaillerie poids de fer,,oui,1
Quincallerie ; serrure pour canevettes,1,1,quincaillerie serrure pour canevettes,,non,1
Quincallerie ; serrure pour faucettes (?),0,0,quincaillerie serrure pour fossettes,x,oui,0
Quincina,3,3,quinquina,,non,878
Quincquaille,1,1,quinquina,,non,878
Quincuina,6,6,quinquina,,non,878
Quinette,4,4,quinette,x,non,4
Quinine,0,19,,,non,94525
Quinquaille,4,4,quincaille,,non,493
Quinquaille de cuivre,1,1,quincaille de cuivre,,non,311
Quinquaille de fer,8,8,quincaille de fer,,non,671
Quinquaille de fer et acier,7,7,quincaille de fer et acier,,non,747
Quinquaille de retour,1,1,quincaille de retour,,non,1
Quinquaillerie,15,16,quincaillerie,,non,372
Quinquaillerie de cuivre,0,0,quincaillerie de cuivre,,oui,46
Quinquaillerie de cuivre fer et acier,0,0,quincaillerie de cuivre fer et acier,,oui,1
Quinquaillerie de fer,0,0,quincaillerie de fer,,oui,137
Quinquaillerie et mercerie mellée,0,0,quincaillerie et mercerie mêlée,,oui,0
Quinquailleries ; De cuivre,7,7,quincaillerie de cuivre,,non,46
Quinquailleries ; De fer ; Clous,20,20,quincaillerie de fer clous,,non,29
Quinquailleries ; De fer ; Diverses,29,29,quincaillerie de fer diverse,,non,55
