marchandises,marchandises_norm_ortho,état_du_travail,nbr_occurences_marchandises
Orfèvrerie ; en argent,orfèvrerie en argent,,1
Orfevrerie ; en boucles ; d'argent,orfèvrerie en boucles d'argent,,1
Orfevrerie ; En or,orfèvrerie en or,,1
Orfevrerie ; En or et argent,orfèvrerie en or et argent,,1
Orfevrerie ; en vaisselle,orfèvrerie en vaisselle,,1
Orfèvrerie ; en vaisselle,orfèvrerie en vaisselle,,1
Orfevrerie ; Vaisselle d'agent,orfèvrerie vaisselle d'argent,,1
Orfevrerie ; Vaisselle d'argent,orfèvrerie vaisselle d'argent,,1
Orfèvrerie (déjeuné de vermeil),orfèvrerie déjeuner de vermeil,,1
Orfèvrerie bijouterie ; bijouterie,orfèvrerie bijouterie bijouterie,,1
Orfèvrerie bijouterie ; vaisselle d'argent,orfèvrerie bijouterie vaisselle d'argent,,1
Orfèvrerie d'argent,orfèvrerie d'argent,,1
Orfevrerie diverse,orfèvrerie diverse,,1
Orfevrerie en argent,orfèvrerie en argent,,1
Orfèvrerie en argenterie,orfèvrerie en argenterie,,1
Orfèvrerie en cafetière,orfèvrerie en cafetière,,1
Orfevrerie en vaisselle d'argent,orfevrerie en vaisselle d'argent,,1
Orfèvrerie en vaisselle d'argent,orfèvrerie en vaisselle d'argent,,1
Orfèvrerie en vases d'église,orfèvrerie en vase d'église,,1
Orfèvrerie et bijouterie,orfèvrerie et bijouterie,,1
Orfevrerie vaisselle d'argent,orfèvrerie vaisselle d'argent,,1
Orfèvrerie vaisselle d'argent,orfèvrerie vaisselle d'argent,,1
Organaux,organeaux,,1
Organdis,organdis,x,1
Organdy,organdis,,1
Organeaux,organeaux,x,1
Organette,orcanette,,1
orge,orge,,1
Orge,orge,,1
Orge ; ...,orge ???,,1
Orge ; de ??,orge de ???,,1
Orge ; en grain,orge en grains,,1
Orge ; en graines,orge en graine,,1
Orge ; en grains,orge en grains,,1
Orge ; germé,orge germé,,1
Orge ; germée,orge germé,,1
Orge ; mondé,orge mondé,,1
Orge ; mondée,orge mondé,,1
Orge ; montée,orge mondé,x,1
Orge ; moudé,orge mondé,x,1
Orge ; perlée,orge perlé,,1
Orge : mondée,orge mondé,,1
orge commun en jarbes,orge commun en gerbes,,1
orge en grain,orge en grains,,1
Orge en grain,orge en grains,,1
Orge en graine,orge en graine,,1
Orge en grains,orge en grains,,1
Orge germé,orge germé,,1
Orge germée,orge germé,,1
Orge monde,orge mondé,,1
orge mondé,orge mondé,,1
Orge mondé,orge mondé,,1
orge mondé et perlé,orge mondé et perlé,,1
Orge mondé et perlé,orge mondé et perlé,,1
orge mondée,orge mondé,,1
orge Mondée,orge mondé,,1
Orge mondée,orge mondé,,1
Orge moude,orge mondé,x,1
Orge Moudé,orge mondé,x,1
Orge moudeé,orge mondé,x,1
orge moudée,orge mondé,x,1
Orge moudée,orge mondé,x,1
Orge Moudée,orge mondé,x,1
Orge moulée,orge moulée,,1
orge moulu,orge moulu,,1
Orge non germée,orge non germé,,1
Orge ordinaire,orge ordinaire,,1
orge ou soucrion,orge ou soucrion,,1
orge ou soucrion en jarbes,orge ou soucrillon en gerbes,,1
Orge paillarge,orge paillarge,x,1
Orge perlé,orge perlé,,1
Orge perlé et mondé,orge perlé et mondé,,1
Orge perlée,orge perlé,,1
orge soucrion,orge soucrillon,,1
orge;mondé,orge mondé,,1
orges,orges,,1
Orges,orges,,1
orges en grain,orge en grains,,1
orges jaune,orge jaune,,1
Orges perlés,orge perlé,,1
Orgne d'Allemagne,orgne d'Allemagne,x,1
orgues,orgues,,1
Orgues de Bois,orgues de bois,,1
orgues de savoyard,orgues de savoyard,,1
"orgues, clavescins, epinettes",orgues clavecins épinettes,,1
orgues. clavescins. epinettes,orgues clavecins épinettes,,1
Orgueur de Bois,orgues de bois,x,1
Origanum,origan,x,1
Origine Inconnue,origine inconnue,x,1
Orloge,horloge,,1
orloge à Sable,horloge à sable,,1
Orloge de table,horloge de tables,,1
ormeaux a planter,ormeaux à planter,,1
ormes à planter,ormes à planter,,1
Ornemens ; d'eglise,ornements d'église,,1
ornemens d'eglise,ornements d'église,,1
Ornemens d'eglise,ornements d'église,,1
Ornemens d'Eglise,ornements d'église,,1
ornemens d'eglises,ornements d'église,,1
Ornement ; d'église,ornements d'église,,1
Ornement d'eglise,ornements d'église,,1
Ornements ; d'Eglise,ornements d'église,,1
Ornements ; d'église,ornements d'église,,1
Ornements ; d'église et habits de livrée,ornements d'église et habits de livrée,,1
Ornements ; d'églises,ornements d'église,,1
Ornements d'eglise,ornements d'église,,1
Ornements d'Eglise,ornements d'église,,1
Ornements d'église,ornements d'église,,1
Ornements de dessert,ornements de dessert,,1
Ornements de table,ornements de tables,,1
orobes,orobes,,1
Orobes,orobes,x,1
Orpheverie,orfèvrerie,,1
Orpheverie ; vaisselle ; d'argent,orfèvrerie vaisselle d'argent,,1
Orpheverie en argent,orfèvrerie en argent,,1
Orpheverie en or,orfèvrerie en or,,1
Orpheverie en or et argent,orfèvrerie en or et argent,,1
Orpheverie vaisselle,orfèvrerie vaisselle,,1
Orphevrerie,orfèvrerie,,1
Orphevrerie ; d'or et d'argent,orfèvrerie d'or et d'argent,,1
Orphevrerie ; en or et argent,orfèvrerie en or et argent,,1
Orphevrerie ; fil ; d'or,orfèvrerie fil d'or,,1
Orphevrerie ; vaisselle,orfèvrerie vaisselle,,1
Orphevrerie ; vaisselle ; d'argent,orfèvrerie vaisselle d'argent,,1
Orphevrerie diverse,orfèvrerie diverse,,1
Orphevrerie en argent,orfèvrerie en argent,,1
Orphevrerie vaisselle,orfèvrerie vaisselle,,1
Orphevrerie vaisselle d'argent,orfèvrerie vaisselle d'argent,,1
orphevrie,orfèvrerie,,1
Orpiman,orpiment,,1
orpimen,orpiment,,1
Orpimen,orpiment,,1
Orpimens,orpiment,,1
orpiment,orpiment,,1
Orpiment,orpiment,,1
Orpiment ; broyé,orpiment broyé,,1
Orpiment broyé,orpiment broyé,,1
Orpiment en pierre,orpiment en pierre,,1
Orpimente,orpiment,,1
Orpiments,orpiment,,1
orpin,orpin,x,1
Orpin,orpin,x,1
Orpin Broyé,orpin broyé,x,1
Orpinem,orpiment,x,1
Orpinent,orpiment,,1
Orpinente,orpiment,x,1
orpint,orpin,x,1
Orpis ; rouge,orpis rouge,x,1
Orranges aigres,orange aigre,,1
orseille,orseille,,1
Orseille,orseille,,1
Orseille ; aprêté,orseille apprêtée,,1
Orseille ; aprêtée,orseille apprêtée,,1
Orseille ; bleu cendré (tournesol en pâte),orseille bleu cendré tournesol en pâte,,1
Orseille ; bleu cendré ou tournseol en pâte,orseille bleu cendré ou tournesol en pâte,,1
Orseille ; bleu-cendré (tournesol en pâte),orseille bleu cendré tournesol en pâte,,1
Orseille ; en drapeau,orseille en drapeaux,,1
Orseille ; en herbe,orseille en herbes,,1
Orseille ; violette (cudbéard),orseille violette cud beard,x,1
Orseille ; violette ou cudbéar,orseille violette ou cud beard,x,1
orseille ; violette ou cudbéard,orseille violette ou cud beard,x,1
Orseille appretée,orseille apprêtée,,1
Orseille apresté,orseille apprêtée,,1
orseille aprestée,orseille apprêtée,,1
orseille apreté,orseille apprêtée,,1
Orseille aprêtée,orseille apprêtée,,1
orseille en herbe,orseille en herbes,,1
Orseille en herbe,orseille en herbes,,1
orseille en herbes,orseille en herbes,,1
orseille seche,orseille sèche,,1
Ortils,orties,,1
Ortites ; de menuisier,ortites de menuisier,x,1
Orvietan,orviétan,,1
Os ; de beuf,os de bœuf,,1
Os ; de beuf et vache,os de bœuf et vache,,1
Os ; de bœuf,os de bœuf,,1
Os ; de cœur ; de beuf,os de cœur de bœuf,,1
Os ; de mouton,os de mouton,,1
Os ; de seche,os de seiche,,1
Os de bétail,os de bétail,,1
Os de beuf,os de bœuf,,1
Os de bœuf,os de bœuf,,1
os de bœufs,os de bœuf,,1
Os de coeur de cerf et de sèche,os de coeur de cerf et de seiche,,1
os de seche,os de seiche,,1
Os de seche,os de seiche,,1
os de seché,os de seiche,,1
Os de sèche (serpia officinalis),os de seiche serpia officinalis,,1
Os de seches,os de seiche,,1
Os de seiche,os de seiche,,1
Os deseché,os desséchés,,1
Os desséchés,os desséchés,,1
Os et sabots de bétail,os et sabots de bétail,,1
Oseille,oseille,,1
Oseille ; aprestée,oseille apprêtée,,1
osier,osier,,1
Osier,osier,,1
Osier ; pelé ou fendu,osier pelé ou fendu,,1
Osier ; Torches,osier torches,,1
Osier en bottes ; brut,osier en bottes brut,,1
Osier en bottes ; pelé et fendu,osier en bottes pelé et fendu,,1
Osier en bottes ; pelé ou fendu,osier en bottes pelé ou fendu,,1
Osier torches,osier torches,,1
Osier Torches,osier torches,,1
Osserie ; de Diepe,osserie de Dieppe,x,1
Osserie ; de Dieppe,osserie de Dieppe,x,1
Osserie de dieppe,osserie de Dieppe,x,1
Osserie de Dieppe,osserie de Dieppe,x,1
Osseries ; de Dieppe,osserie de Dieppe,,1
Osseries de Dieppe,osserie de Dieppe,,1
Ostancilles ; de marine,ostancilles de marine,x,1
Ostancilles ; de pecheurs,ostancilles de pêcheur,x,1
Ostancilles d'imprimerie,ostancilles d'imprimerie,x,1
Ostaneilles ; de marine,ostancilles de marine,x,1
Ostaneilles ; de pecheurs,ostancilles de pêcheur,x,1
Ouate,ouate,,1
ouäte,ouate,,1
oüate,ouate,,1
Oüate,ouate,,1
Ouate de cotton,ouate de coton,,1
Oüate de cotton,oüate de coton,,1
Oüate de soye,ouate de soie,,1
Ouates,ouate,,1
oüates,ouate,,1
Oüates,ouate,,1
ouatte,ouate,,1
Ouatte,ouate,,1
oüatte,ouate,,1
Oüatte,ouate,,1
Ouatte de soye,ouate de soie,,1
Ouattes,ouate,,1
oudres vuides,outres vides,,1
Ouetes de coton,ouate de coton,,1
Ouette,ouate,,1
Oüette de cotton,ouate de coton,,1
Ouettes,ouate,x,1
Ouing vieux,oint vieux,,1
Ouseaux,oiseaux,x,1
Outes ?,,,1
Outil a menuisier,outils à menuisiers,,1
outil de menuziers,outils de menuisiers,,1
outils,outils,,1
Outils,outils,,1
Outils ; à batre l'or,outils à battre l'or,,1
Outils ; a soutirer ; le vin,outils à soutirer le vin,,1
Outils ; à soutirer le vin,outils à soutirer le vin,,1
Outils ; d'horloger,outils d'horloger,,1
Outils ; d'orloger,outils d'horloger,,1
Outils ; de charpentiers,outils de charpentier,,1
Outils ; de cuivre ou de laiton,outils de cuivre ou de laiton,,1
Outils ; de cuivre ou laiton,outils de cuivre ou laiton,,1
Outils ; de fer rechargé d'acier,outils de fer rechargé d'acier,,1
Outils ; de lapidaire,outils de lapidaire,,1
Outils ; de menuisier,outils de menuisier,,1
Outils ; de menuisiers,outils de menuisier,,1
Outils ; de mesuiserie,outils de menuiserie,,1
Outils ; de pur acier,outils de pur acier,,1
Outils ; de pur fer,outils de pur fer,,1
Outils ; divers,outils divers,,1
Outils ; menuisier,outils menuisier,,1
outils à charpentier,outils à charpentier,,1
outils à faire cartes et moules,outils à faire cartes et moules,,1
outils a menuisier,outils à menuisiers,,1
Outils a menuisier,outils à menuisiers,,1
Outils à monuisier,outils à menuisiers,,1
Outils a soutirer le vin,outils à soutirer le vin,,1
Outils à sucre,outils à sucre,,1
Outils a tirer le vin au claire,outils à tirer le vin au claire,,1
Outils d'acier et de fer,outils d'acier et de fer,,1
Outils d'horlogerie,outils d'horlogerie,,1
outils d'imprimerie,outils d'imprimerie,,1
Outils d'orfevre,outils d'orfèvre,,1
Outils d'ouvriers,outils d'ouvriers,,1
outils de charpamtier,outils de charpentier,,1
outils de charpentier,outils de charpentier,,1
Outils de charpentier,outils de charpentier,,1
outils de fer,outils de fer,,1
Outils de fer,outils de fer,,1
Outils de fer de forgeron,outils de fer de forgeron,,1
outils de fer et acier,outils de fer et acier,,1
Outils de fer et acier,outils de fer et acier,,1
Outils de fer et assier,outils de fer et acier,,1
outils de frecatage,outils de frecatage,x,1
Outils de labourage,outils de labourage,,1
outils de menuisier,outils de menuisier,,1
Outils de menuisier,outils de menuisier,,1
Outils de menussier,outils de menuisier,,1
Outils divers,outils divers,,1
Outils en fer,outils en fer,,1
outils et atirails pour laboureurs,outils et attirails pour laboureurs,,1
outils et ustencilles pour moulin à papier,outils et ustensiles pour moulins à papier,,1
outils et ustencils pour différens metiers,outils et ustensiles pour différents métiers,,1
outils pour charpentier,outils pour charpentier,,1
outils pour ferblanctier,outils pour ferblantier,,1
outils pour marchans de vin,outils pour marchands de vin,,1
outils pour miroitier,outils pour miroitier,,1
outils pour orphèvres,outils pour orfèvres,,1
outils pour tisserands,outils pour tisserand,,1
Outremer,outremer,,1
Ouverage de cuivre argenté,ouvrages de cuivre argenté,,1
Ouvrage ; d'auffe,ouvrages d'auf,,1
Ouvrage ; d'horlogerie,ouvrages d'horlogerie,,1
Ouvrage ; d'ivoire,ouvrages d'ivoire,,1
Ouvrage ; d'yvoire,ouvrages d'ivoire,,1
Ouvrage ; de bois,ouvrages de bois,,1
Ouvrage ; de bois ; verni,ouvrages de bois verni,,1
Ouvrage ; de bois en aviron,ouvrages de bois en aviron,,1
Ouvrage ; de buis,ouvrages de buis,,1
Ouvrage ; de charronnage,ouvrages de charronnage,,1
Ouvrage ; de cordonnier,ouvrages de cordonnier,,1
Ouvrage ; de cuir ; ??? en soye pour femmes,ouvrages de cuir ???? en soie pour femme,,1
Ouvrage ; de cuir ; bottes,ouvrages de cuir bottes,,1
Ouvrage ; de cuir ; harnais de chevaux,ouvrages de cuir harnais de chevaux,,1
Ouvrage ; de cuir ; sellerie,ouvrages de cuir sellerie,,1
Ouvrage ; de cuir ; souliers d'homme,ouvrages de cuir souliers d'homme,,1
Ouvrage ; de cuivre ; argenté,ouvrages de cuivre argenté,,1
Ouvrage ; de cuivre ; doré et argenté,ouvrages de cuivre doré et argenté,,1
Ouvrage ; de cuivre doré et argenté,ouvrages de cuivre doré et argenté,,1
Ouvrage ; de fayance,ouvrages de faïence,,1
Ouvrage ; de fayence,ouvrages de faïence,,1
ouvrage ; de fleuret,ouvrages de fleuret,,1
Ouvrage ; de fleuret,ouvrages de fleuret,,1
Ouvrage ; de laine,ouvrages de laine,,1
Ouvrage ; de marbre,ouvrages de marbre,,1
Ouvrage ; de menuisier,ouvrages de menuisier,,1
Ouvrage ; de mode,ouvrages de modes,,1
Ouvrage ; de palme,ouvrages de palmes,,1
Ouvrage ; de soye,ouvrages de soie,,1
Ouvrage ; de sparterie,ouvrages de sparterie,,1
Ouvrage ; de terre,ouvrages de terre,,1
Ouvrage ; de terre cuite,ouvrages de terre cuite,,1
Ouvrage ; de terre cuite en thuiles,ouvrages de terre cuite en tuiles,,1
Ouvrage ; de tonnelier en futaille,ouvrages de tonnelier en futailles,,1
Ouvrage ; de tonnellier ; en feuilles,ouvrages de tonnelier en feuilles,,1
Ouvrage ; de verre,ouvrages de verre,,1
Ouvrage ; de verre ; en rasade,ouvrages de verre en rassades,,1
Ouvrage ; détain,ouvrages d'étain,,1
Ouvrage ; divers,ouvrages divers,,1
Ouvrage argent et soye,ouvrages argent et soie,,1
Ouvrage carreaux de marbre,ouvrages carreaux de marbre,,1
Ouvrage d'horlogerie,ouvrages d'horlogerie,,1
Ouvrage d'or,ouvrages d'or,,1
Ouvrage d'or faux,ouvrages d'or faux,,1
"Ouvrage d'or, argent et Soye",ouvrages d'or argent et soie,,1
Ouvrage d'orpheverrie,ouvrages d'orfèvrerie,,1
ouvrage d'ozier,ouvrages d'osier,,1
Ouvrage d'ozier en panier,ouvrages d'osier en paniers,,1
Ouvrage de bois,ouvrages de bois,,1
Ouvrage de Bois,ouvrages de bois,,1
Ouvrage de bois doré,ouvrages de bois doré,,1
Ouvrage de bois peint,ouvrages de bois peint,,1
ouvrage de bronse,ouvrages de bronze,,1
Ouvrage de cordonniers en souliers pour hommes,ouvrages de cordonnier en souliers pour homme,,1
Ouvrage de cuir,ouvrages de cuir,,1
Ouvrage de cuir en soulier,ouvrages de cuir en souliers,,1
Ouvrage de cuivre,ouvrages de cuivre,,1
Ouvrage de Cuivre,ouvrages de cuivre,,1
Ouvrage de cuivre doré et argenté,ouvrages de cuivre doré et argenté,,1
Ouvrage de cuivre simple,ouvrages de cuivre simple,,1
Ouvrage de fil,ouvrages de fil,,1
Ouvrage de fil en filozelle,ouvrages de fil en filoselle,,1
Ouvrage de fil en galon,ouvrages de fil en galon,,1
Ouvrage de filoselle en rubans,ouvrages de filoselle en ruban,,1
Ouvrage de filozelle,ouvrages de filoselle,,1
Ouvrage de fleures,ouvrages de fleures,x,1
Ouvrage de fleuret,ouvrages de fleuret,,1
ouvrage de jonc,ouvrages de jonc,,1
Ouvrage de marbre,ouvrages de marbre,,1
Ouvrage de mécanique,ouvrages de mécanique,,1
Ouvrage de mode,ouvrages de modes,,1
Ouvrage de modes,ouvrages de modes,,1
ouvrage de modes et porcelaine,ouvrages de modes et porcelaine,,1
Ouvrage de passementerie en argent de soye,ouvrages de passementerie en argent de soie,,1
Ouvrage de peaux,ouvrages de peau,,1
Ouvrage de peaux en gants,ouvrages de peau en gants,,1
Ouvrage de phisique,ouvrages de physique,,1
Ouvrage de platre,ouvrages de plâtre,,1
Ouvrage de sellier,ouvrages de sellier,,1
Ouvrage de sellier harnois,ouvrages de sellier harnais,,1
ouvrage de soye,ouvrages de soie,,1
Ouvrage de soye,ouvrages de soie,,1
Ouvrage de Soye,ouvrages de soie,,1
Ouvrage de soye divers,ouvrages de soie divers,,1
Ouvrage de soye en galons,ouvrages de soie en galon,,1
Ouvrage de Soye et argent,ouvrages de soie et argent,,1
Ouvrage de soye or et argent,ouvrages de soie or et argent,,1
"Ouvrage de soye, or et argent",ouvrages de soie or et argent,,1
Ouvrage de terre cuite pipe,ouvrages de terre cuite pipes,,1
Ouvrage de tonnelier en futaille,ouvrages de tonnelier en futaille,,1
Ouvrage de tourneur,ouvrages de tourneur,,1
Ouvrage divers,ouvrages divers,,1
"ouvrage divers en mode, peaux, porcelaine, rubans 16 onces","ouvrages divers en mode, peaux, porcelaine, ruban 16 onces",,1
Ouvrage divers en terre cuite,ouvrages divers en terre cuite,,1
Ouvrage en cuir,ouvrages en cuir,,1
Ouvrage en dorure et argenture,ouvrages en dorure et argenture,,1
Ouvrage en fleur artificielles,ouvrages en fleurs artificielles,,1
Ouvrage en panne à couvrir,ouvrages en panne à couvrir,,1
Ouvrage en pierres ; Autres,ouvrages en pierres autres,,1
Ouvrage en pierres ; chiques,ouvrages en pierres chiques,,1
"Ouvrage en plaqué, cuivre doré, argenté",ouvrages en plaqué cuivre doré argenté,,1
Ouvrage en soye,ouvrages de soie,,1
Ouvrage en terre (pipes à fumer),ouvrages en terre pipes à fumer,,1
Ouvrage et ornements ; pour une eglise,ouvrages et ornements pour une église,,1
Ouvrage jarres,ouvrages jarres,,1
Ouvrage or argent et soye,ouvrages or argent et soie,,1
Ouvrage or et argent,ouvrages or et argent,,1
Ouvrage Or et Argent,ouvrages or et argent,,1
Ouvrage or et argent faux,ouvrages or et argent faux,,1
Ouvrage or et argent soye,ouvrages or et argent soie,,1
"Ouvrage or, argent et soye",ouvrages or argent et soie,,1
"Ouvrage or, argent et Soye",ouvrages or argent et soie,,1
Ouvrage pipes,ouvrages pipes,,1
Ouvrage s de Bois,ouvrages de bois,,1
Ouvrage souliers d'étoffe de soye,ouvrages souliers d'étoffe de soie,,1
Ouvrage souliers pour hommes,ouvrages souliers pour homme,,1
Ouvrage soye et laine,ouvrages soie et laine,,1
Ouvrage tuiles,ouvrages tuiles,,1
Ouvrage; D'auffe,ouvrages d'auf,,1
Ouvrage; De terre cuite,ouvrages de terre cuite,,1
Ouvrages,ouvrages,,1
Ouvrages ; ?,ouvrages ???,,1
Ouvrages ; ? ; à couvrir,ouvrages ??? à couvrir,,1
Ouvrages ; bottes,ouvrages bottes,,1
Ouvrages ; brique,ouvrages brique,,1
Ouvrages ; creusets,ouvrages creusets,,1
Ouvrages ; d'acier,ouvrages d'acier,,1
Ouvrages ; D'airain,ouvrages d'airain,,1
Ouvrages ; D'albatre,ouvrages d'albâtre,,1
Ouvrages ; d'auffe,ouvrages d'auf,,1
Ouvrages ; d'auffe ; en cousses,ouvrages d'auf en cousses,x,1
Ouvrages ; d'auffe ; ouvré,ouvrages d'auf ouvré,,1
Ouvrages ; d'étain,ouvrages d'étain,,1
Ouvrages ; d'horlogerie,ouvrages d'horlogerie,,1
Ouvrages ; d'ivoire,ouvrages d'ivoire,,1
Ouvrages ; d'opium,ouvrages d'opium,,1
Ouvrages ; d'optique,ouvrages d'optique,,1
Ouvrages ; d'ozier,ouvrages d'osier,,1
Ouvrages ; D'ozier,ouvrages d'osier,,1
Ouvrages ; d'ozier ; en corbeilles,ouvrages d'osier en corbeilles,,1
Ouvrages ; d'ozins,ouvrages d'osier,x,1
Ouvrages ; de bois,ouvrages de bois,,1
Ouvrages ; De bois ; Aviron,ouvrages de bois avirons,,1
Ouvrages ; de bois ; avirons,ouvrages de bois avirons,,1
