numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,Droits totaux indiqués,Droits unitaires,unité pour les droits,quantité pour les droits,remarks pour les droits
2679,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Bœuf sallé,Isles francoises de l'amérique,11320,113200,Livres,"0,1",,,,,,
2680,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Beurre,Isles francoises de l'amérique,1302500,260500,Livres,"0,5","1172250 erreur de calcul, un zéro de trop",,,,,
2681,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Bougie,Isles francoises de l'amérique,30480,12700,Livres,"2,4",,,,,,
2682,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Bourre de bœuf,Isles francoises de l'amérique,1315,26300,Livres,"0,05",,,,,,
2683,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Bouteilles de verre,Isles francoises de l'amérique,4139,20695,En nombre,"0,2",,,,,,
2684,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Braye,Isles francoises de l'amérique,3610,72200,Livres,"0,05",,,,,,
2685,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Chapeaux ; de castor,Isles francoises de l'amérique,20580,147,Douzaines,140,,,,,,
2686,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Chapeaux ; de laine,Isles francoises de l'amérique,3996,222,Douzaines,18,,,,,,
2687,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Chandelles,Isles francoises de l'amérique,95265,211700,Livres,"0,45",,,,,,
2688,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Chemises ; communes,Isles francoises de l'amérique,60000,1000,Douzaines,60,,,,,,
2689,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Chemises ; garnies,Isles francoises de l'amérique,139440,1660,Douzaines,84,,,,,,
2690,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Chemises ; a negres,Isles francoises de l'amérique,1980,110,Douzaines,18,,,,,,
2691,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Cochon sallé,Isles francoises de l'amérique,30315,202100,Livres,"0,15",,,,,,
2692,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Coffres de chirurgie,Isles francoises de l'amérique,55000,1,Valeur,55000,,,,,,
2693,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Cordages,Isles francoises de l'amérique,414708,1481100,Livres,"0,28",,,,,,
2694,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Cotton fillé,Isles francoises de l'amérique,46400,11600,Livres,4,,,,,,
2695,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Cordillatrie,Isles francoises de l'amérique,11250,15000,Livres,"0,75",,,,,,
2696,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Couvertures de laine,Isles francoises de l'amérique,3960,110,Douzaines,36,,,,,,
2697,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Cuivre ; ouvré,Isles francoises de l'amérique,38080,23800,Livres,"1,6",,,,,,
2698,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Cuivre ; en platine,Isles francoises de l'amérique,17700,11800,Livres,"1,5",,,,,,
2699,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Dames Jannes,Isles francoises de l'amérique,"1561,5",347,En nombre,"4,5",,,,,,
2700,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Eau de vie,Isles francoises de l'amérique,15150,202,Bariques,75,,,,,,
2701,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Eau de vie,Isles francoises de l'amérique,"20520,75",27361,Pots,"0,75",,,,,,
2702,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Draperie de toute espece,Isles francoises de l'amérique,57500,1,Valeur,57500,,,,,,
2703,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Epicerie,Isles francoises de l'amérique,48414,8069,Livres,6,,,,,,
2704,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Etoffe de soye,Isles francoises de l'amérique,5418,301,Livres,18,,,,,,
2705,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Etoupes,Isles francoises de l'amérique,6030,60300,Livres,"0,1",,,,,,
2706,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,3,Farine,Isles francoises de l'amérique,2709555,18063700,Livres,"0,15",,,,,,
2707,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Fayance,Isles francoises de l'amérique,1250,2500,Livres,"0,5",,,,,,
2708,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Fer ; en barres,Isles francoises de l'amérique,41400,13800,Livres,"0,15",39330 erreur calcullivre au lieu de sou),,,,,
2709,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Fer ; en chaudiere,Isles francoises de l'amérique,2140,42800,Livres,"0,05",,,,,,
2710,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Fer ; ouvré,Isles francoises de l'amérique,4600,18400,Livres,"0,25",,,,,,
2711,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Fromage d'hollande,Isles francoises de l'amérique,5880,14700,Livres,"0,4",,,,,,
2712,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Houes et serpes,Isles francoises de l'amérique,2880,9600,Livres,"0,3",,,,,,
2713,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Huille ; de lin,Isles francoises de l'amérique,4760,13600,Livres,"0,35",,,,,,
2714,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Huille ; d' olive commune,Isles francoises de l'amérique,23550,47100,Livres,"0,5",,,,,,
2715,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Huille ; d'olive fine,Isles francoises de l'amérique,18490,25700,Livres,"0,7",500 erreur calcul,,,,,
2716,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Jambons,Isles francoises de l'amérique,10960,27400,Livres,"0,4",,,,,,
2717,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Jets de voille,Isles francoises de l'amérique,129600,1,Valeur,129600,,,,,,
2718,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Lard en planches,Isles francoises de l'amérique,12060,40200,Livres,"0,3",,,,,,
2719,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Légumes,Isles francoises de l'amérique,1638,273,Boisseaux,6,,,,,,
2720,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Liqueur de ville,Isles francoises de l'amérique,6951,2317,Pots,3,,,,,,
2721,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Mercerie,Isles francoises de l'amérique,35200,8800,Livres,4,,,,,,
2722,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Mousseline,Isles francoises de l'amérique,8800,220,Pièces,40,,,,,,
2723,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Ozier,Isles francoises de l'amérique,441,"147,5",Milliers,3,"-1,5",,,,,
2724,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Papier blanc,Isles francoises de l'amérique,5282,882,Rames,6,-10 erreur calcul,,,,,
2725,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Pipes a fumer,Isles francoises de l'amérique,1215,405,Grosses,3,,,,,,
2726,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Plomb en grenaille,Isles francoises de l'amérique,6425,25700,Livres,"0,25",,,,,,
2727,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Plumes a ecrire,Isles francoises de l'amérique,120,24,Livres,5,,,,,,
2728,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Plumes a ecrire,Isles francoises de l'amérique,14,4,Milliers,"3,5",,,,,,
2729,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Poudre ; blanche,Isles francoises de l'amérique,8300,33200,Livres,"0,25",,,,,,
2730,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Poudre ; a canon,Isles francoises de l'amérique,124500,99600,Livres,"1,25",,,,,,
2731,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Provisions de Carême,Isles francoises de l'amérique,7410,24700,Livres,"0,3",,,,,,
2732,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Quincaille de fer,Isles francoises de l'amérique,5580,9300,Livres,"0,6",,,,,,
2733,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Savon,Isles francoises de l'amérique,8410,21025,Livres,"0,4",,,,,,
2734,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Sel,Isles francoises de l'amérique,84,28,Mines,3,,,,,,
2735,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Souliers,Isles francoises de l'amérique,46249,13214,Paires,"3,5",,,,,,
2736,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Suif,Isles francoises de l'amérique,640,1600,Livres,"0,4",,,,,,
2737,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Toille ; de Bretagne,Isles francoises de l'amérique,10125,8100,Aunes,"1,25",,,,,,
2738,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Toille ; de toutes especes,Isles francoises de l'amérique,35000,1,Valeur,35000,,,,,,
2739,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Toille ; linge de table ; napes,Isles francoises de l'amérique,1072,67,Douzaines,16,,,,,,
2740,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Toille ; linge de table ; serviettes,Isles francoises de l'amérique,10560,704,Douzaines,15,,,,,,
2741,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Toille ; a voille,Isles francoises de l'amérique,21420,23800,Aunes,"0,9",,,,,,
2742,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Velours de cotton,Isles francoises de l'amérique,13950,930,Aunes,15,,,,,,
2743,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Verres a boire,Isles francoises de l'amérique,1150,23,Bariques,50,,,,,,
2744,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Vin ; de haut,Isles francoises de l'amérique,333900,"1669,5",Tonneaux,200,,,,,,
2745,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Vin ; de ville,Isles francoises de l'amérique,726450,"3632,25",Tonneaux,200,,,,,,
2746,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Vin ; de ville,Isles francoises de l'amérique,524550,"1748,5",Tonneaux,300,,,,,,
2747,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1762,Exports,Bordeaux,4,Vinaigre,Isles francoises de l'amérique,6600,"33,5",Tonneaux,200,-100 erreur calculfraction non comptabilisée),,,,,
2748,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Bas de soye,Angleterre,400,50,Paires,8,,,,,,
2749,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Bonnets de laine,Angleterre,"10,5",1,Douzaines,0,"10,5 prix unitaire non indiqué",,,,,
2750,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Cotonille,Angleterre,"110,25",63,Aunes,"1,75",,,,,,
2751,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Eau de vie,Angleterre,25410,31,Barriques,110,22000 erreur calcul,,,,,
2752,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Eau de vie,Angleterre,20,986,Pots,1,-966,,,,,
2753,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Feves,Angleterre,4455,810,Boisseaux,"5,5",,,,,,
2754,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Graine de lin,Angleterre,22500,4500,Boisseaux,5,,,,,,
2755,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Indigo,Angleterre,92344,13192,Livres,7,,,,,,
2756,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Toile baptiste,Angleterre,5850,390,Aunes,15,,,,,,
2757,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Toile de lin de Saint Quantin,Angleterre,1200,600,Aunes,2,,,,,,
2758,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Vin de haut,Angleterre,12400,31,Tonneaux,400,,,,,,
2759,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Vin de ville,Angleterre,294000,245,Tonneaux,1200,,,,,,
2760,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Vin de ville,Angleterre,229000,229,Tonneaux,1000,,,,,,
2761,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Vin de ville,Angleterre,115800,"144,75",Tonneaux,800,,,,,,
2762,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Vinaigre,Angleterre,"2962,5","19,75",Tonneaux,150,,,,,,
2763,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,1,Caffé des Isles,Danemark,"20613,35",24251,Livres,"0,85",,,,,,
2764,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Cacao,Danemark,648,540,Livres,"1,2",,,,,,
2765,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Eau de vie,Danemark,106370,967,Barriques,110,,,,,,
2766,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Eau de vie,Danemark,11,11,Pots,1,,,,,,
2767,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Indigo,Danemark,35973,5139,Livres,7,,,,,,
2768,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Pruneaux,Danemark,165450,1654500,Livres,"0,1",,,,,,
2769,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Rocou,Danemark,345,345,Livres,1,,,,,,
2770,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Sucre blanc,Danemark,"57903,75",77205,Livres,"0,75",,,,,,
2771,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Sucre brut,Danemark,"16772,8",30496,Livres,"0,55",,,,,,
2772,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de blaye,Danemark,1512,12,Tonneaux,126,,,,,,
2773,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de haut,Danemark,107025,713,Tonneaux,150,75 1/2 tonneau non comptabilisé ? (différents chiffres en plus),,,,,
2774,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de ville,Danemark,931550,"4657,75",Tonneaux,200,,,,,,
2775,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vinaigre,Danemark,19875,"132,5",Tonneaux,150,,,,,,
2776,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Cacao,Espagne,"3754,8",3129,Livres,"1,2",,,,,,
2777,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Caffé des Isles,Espagne,884,1040,Livres,"0,85",,,,,,
2778,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Eau de vie,Espagne,16500,150,Barriques,110,,,,,,
2779,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Pruneaux,Espagne,48110,481100,Livres,"0,1",,,,,,
2780,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Sucre blanc,Espagne,"80746,5",107662,Livres,"0,75",,,,,,
2781,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de blaye,Espagne,11214,89,Tonneaux,126,,,,,,
2782,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de bourg,Espagne,1620,12,Tonneaux,135,,,,,,
2783,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de haut,Espagne,20175,"134,5",Tonneaux,150,,,,,,
2784,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de ville,Espagne,169500,678,Tonneaux,250,,,,,,
2785,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de ville,Espagne,19400,97,Tonneaux,200,,,,,,
2786,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Cacao,Flandre autrichienne,1032,860,Livres,"1,2",,,,,,
2787,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Caffé des Isles,Flandre autrichienne,"2087,6",2456,Livres,"0,85",,,,,,
2788,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Eau de vie,Flandre autrichienne,37620,342,Barriques,110,,,,,,
2789,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Gingembre,Flandre autrichienne,294,980,Livres,"0,3",,,,,,
2790,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Sucre blanc,Flandre autrichienne,"28459,5",37946,Livres,"0,75",,,,,,
2791,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de haut,Flandre autrichienne,4100,"27,33",Tonneaux,150,,,,,,
2792,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vin de ville,Flandre autrichienne,147200,736,Tonneaux,200,,,,,,
2793,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Vinaigre,Flandre autrichienne,2175,"14,5",Tonneaux,150,,,,,,
2794,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Caffé des Isles,Hollande,"205054,85",241241,Livres,"0,85",,,,,,
2795,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Chataignes,Hollande,18984,3164,Boisseaux,6,,,,,,
2796,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Eau de vie,Hollande,469920,4272,Barriques,110,,,,,,
2797,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Graine de lin,Hollande,9015,1803,Boisseaux,5,,,,,,
2798,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1763,Exports,Bordeaux,2,Indigo,Hollande,35574,5082,Livres,7,,,,,,
