marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,Classification produits médicinaux,Répétition,remarques_marchandises,Column1,Wallis List,EXCLUSION, not medical primarily,Nom Wallis,Large,Narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,,,,,,,,,,,,,
Porc ; gras,,0,0a,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Porc ; maigres,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Porc ; porcelet,,0,0a,0,,,,0,,,0,0,,,20,,,,,,,,,,,,,,,,,
Porc ; salé,Viande,0,0a,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
Porc ; tué,,0,0a,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Porc et poulets,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Poulains,Bétail,0,0a,0,,,,0,,,0,0,0,0a,1,,,,,,,,,,,,,,,,,
Poulardes,Volaille,0,0a,0,,,,0,,,0,0,0,0a,12,,,,,,,,,,,,,,,,,
Poules,Volaille,0,0a,0,,,,0,,,0,0,0,0a,2,,,,,,,,,,,,,,,,,
Poulets,Poulets,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Pourette,Plants,0,0a,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
Pourette ; de mûriers,Plants,0,0a,0,,C'est un plant de murier d'un ou deux ans.,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Pousses ; de houblon et de vigne,,0,0a,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Poussins,Volaille,0,0a,0,,,,0,,,0,0,0,0a,8,,,,,,,,,,,,,,,,,
Poutargues,Poutargues,0,0a,0,,ou Boutargue : sorte de mets qu'on prépare en Italie et dans le midi de la France avec des oeufs de poisson salé, confits dans le vinaigre.,,0,,,0,0,,,24,,,,,,,,,,,,,,,,
Provisions ; de bouche,Provisions,0,0a,0,,,,0,,,0,0,,,26,,,,,,,,,,,,,,,,,
Pâte,,0,0a,0,,,,0,,,0,0,,,21,,,,,,,,,,,,,,,,,
Pâte ; d'amande,Pâte ; d'amande,0,0a,0,,,,0,,,0,0,0,0a,32,,,,,,,,,,,,,,,,,
Pâte ; d'orgeat,Pâte ; d'orgeat,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Pâte ; de guimauve,Pâte ; de guimauve,0,0a,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Pâte et tablette ; de guimauve,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Pâtes,,0,0a,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Pâtes ; semoule,,0,0a,0,,,,0,,,0,0,,,36,,,,,,,,,,,,,,,,,
Pâtes ; vermicelle,,0,0a,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Pâtes d'Italie,,0,0a,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Pâtisserie,,0,0a,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
Pâté,,0,0a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Pâté ; de canard,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Pâté ; de chèvre et autres,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Pêches ; sèches,Poisson,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Raie,,0,0a,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Raies,Poisson,0,0a,0,,rayes, la mande de 40 pieces,,0,,,0,0,0,0a,9,,,,,,,,,,,,,,,,
Raisin ; à l'eau de vie,,0,0a,0,,,,0,,,0,0,,,1,"Fruits ; divers ; amandes, pelures, raisins, prunes","Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,,,,,,,,,,,
Ramolaches,Ramolaches,0,0a,0,,,,0,,,0,0,0,0a,17,,,,,,,,,,,,,,,,,
Raves,Raves,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Raves ; de castor,Raves ; de castor,0,0a,0,,,,0,,,0,0,,,52,,,,,,,,,,,,,,,,,
Rayons ; de mouche à miel,Rayons ; de mouche à miel,0,0a,0,,rayons et gateaux de miel,,0,,,0,0,0,0a,6,,,,,,,,,,,,,,,,,
Riz,Riz,0,0a,0,,,,0,,,0,0,,,63,Riz,Riz,,,,,,,,,,,,,,,
Riz et garancine,,0,0a,0,,,,0,,,0,0,,,9,Riz,Riz,,,,,,,,,,,,,,,
Romarin,,0,0a,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Sangliers,Sangliers,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Saucisse ; de Boulogne,Saucisses,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Saucisses,Saucisses,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Saucissons,Saucissons,0,0a,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Saumon,Poisson,0,0a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Saumon ; en daube,Poisson,0,0a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Saumon ; frais,Poisson,0,0a,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Saumon ; fumé,Poisson,0,0a,0,,,,0,,,0,0,0,0a,2,,,,,,,,,,,,,,,,,
Saumon ; mariné,Poisson,0,0a,0,,,,0,,,0,0,,,19,,,,,,,,,,,,,,,,,
Saumon ; salé,Poisson,0,0a,0,,,,0,,,0,0,,,34,,,,,,,,,,,,,,,,,
Semoule,Semoule,0,0a,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Soles ; ou langues,,0,0a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Son,Son,0,0a,0,,,,0,,,0,0,,,16,,,,,,,,,,,,,,,,,
Son ; de farine,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Soucrion (grain pour la bière),,0,0a,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Soucrions ; en gerbe,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Spirinck,Spirinck,0,0a,0,,,,0,,,0,0,0,0a,1,,,,,,,,,,,,,,,,,
Subsistance,,0,0a,0,,,,0,,,0,0,,,21,,,,,,,,,,,,,,,,,
Succade,Succade,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Succade et confitures,Succade et confitures,0,0a,0,,confitures et biscuits,,0,,,0,0,0,0b,0,,,,,,,,,,,,,,,,,
Sucre et amandes,,0,0a,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre et fruits ; secs ; raisins,,0,0a,0,,,,0,,,0,0,,,0,"Fruits ; divers ; amandes, pelures, raisins, prunes","Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,,,,,,,,,,,
Sucre et prunes,,0,0a,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucrerie,Sucre,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Sucrerie ; dragée,Sucre,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Sucrion,Sucrion,0,0a,0,,Variété d'orge (probablement pâtois du Nord de la France),,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Tanche,Tanche,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Taureau,,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Ton mariné,Ton mariné,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Torons,Torons,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Tortues,Tortues,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Tourteau,,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Tripieds,Tripieds,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Trot de vin,Trot de vin,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Truffes,Légumes,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Truffes ; culs d'artichaux ; etc.,,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Truffes ; noires,Légumes,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Truites,Poisson,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Truites et anguilles,Poisson,0,0a,0,,,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Tétras ; noirs,,0,0a,0,,Volaille qui tient du coq de bruyère et du faisan,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Têtes ; de morue,,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Vachette,,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Vermichel,Vermichel,0,0a,0,,,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
Viande,Viande,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Viande ; d'agneau,Viande,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Viande ; de bœuf,Viande,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Viande ; de mouton,Viande,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Viande ; salée,Viande,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Vinaigre,Vinaigre,0,0a,0,,,,0,,,0,0,,,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Vinaigre ; de bière,Vinaigre,0,0a,0,,,,0,,,0,0,,,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Vinaigre ; de cidre,Vinaigre,0,0a,0,,,,0,,,0,0,,,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Vinaigre ; de composition,Vinaigre,0,0a,0,,,,0,,,0,0,,,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Vinaigre ; de fruit,Vinaigre,0,0a,0,,,,0,,,0,0,,,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Vinaigre ; de vin,Vinaigre,0,0a,0,,,,0,,,0,0,0,0a,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Vinaigre ; ordinaire,Vinaigre,0,0a,0,,,,0,,,0,0,,,0,Vinaigre,Vinaigre,,,,,,,,,,,,,,,
Eau ; divine,Eau ; divine,5,5,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Vlottes,Vlottes,0,0a,0,,vlottes, la mande de 20 pieces,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,
Volaille,Volaille,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Vèches,Vèches,0,0a,0,,veches d'hiver,,0,,,0,0,0,0a,0,,,,,,,,,,,,,,,,,
Vèches ; en gerbe,,0,0a,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Écorce ; de cacao,Écaille,0,0a,0,,,,0,,,0,0,,,46,,,,,,,,,,,,,,,,,
Écorce ; de citron,Écaille,0,0a,0,,,,0,,,0,0,,,53,,,,,,,,,,,,,,,,,
Écrevisses de mer,Écrevisses de mer,0,0a,0,,,,0,,,0,0,0,0a,1,,,,,,,,,,,,,,,,,
Écrevisses de rivière,Écrevisses de rivière,0,0a,0,,,,0,,,0,0,0,0a,2,,,,,,,,,,,,,,,,,
Églefin ; séché,,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Épautre ; en gerbe,,0,0a,0,,,,0,,,0,0,,,172,,,,,,,,,,,,,,,,,
ânons,Bétail,0,0a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Œuf,Œufs,0,0a,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Œufs,Œufs,0,0a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Œufs ; de faisans,Œufs,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Œufs ; de poules,Œufs,0,0a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Achia,,0,0b,0,,Achiar (Savary),,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Aigrettes,Aigrettes,0,0b,0,,Peut-être « plumes d'aigrettes » d'après Savary, elles sot importées en France en provenance du Levant.,,0,,,0,0,,,2,,,,,,,,,,,,,,,,
Ananas,Fruits,0,0b,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Antofle ; de girofle,Antofle ; de girofle,0,0b,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Cacao,Cacao,0,0b,0,,,,0,,,0,0,0,0b,51,Cacao,Cacao,,,,,,,,,,,,,,,
Cacao ; beurre de,Cacao ; beurre de,0,0b,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Café,Café,0,0b,0,,,,0,,,0,0,,,100,Café,Café,,,,,,,,,,,,,,,
Café ; de Bourbon,Café,0,0b,0,,,,0,,,0,0,,,85,Café,Café,,,,,,,,,,,,,,,
Café ; de Moka,Café,0,0b,0,,,,0,,,0,0,,,23,Café,Café,,,,,,,,,,,,,,,
Café ; des Iles,Café,0,0b,0,,,,0,,,0,0,,,17,Café,Café,,,,,,,,,,,,,,,
Café ; des Indes,Café,0,0b,0,,,,0,,,0,0,,,,Café,Café,,,,,,,,,,,,,,,
Café ; du Levant,Café,0,0b,0,,,,0,,,0,0,,,17,Café,Café,,,,,,,,,,,,,,,
Café et cacao,Café,0,0b,0,,,,0,,,0,0,,,1,Café,Café,,,,,,,,,,,,,,,
Cardes,Cardes,0,0b,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Carrouges,Carrouges,0,0b,0,,Carrobe, carrouge ou carroubier : fruit exotique en forme de corne.,,0,,,0,0,,,3,,,,,,,,,,,,,,,,
Cassonnade,Sucre,0,0b,0,,Cassonade ou castonade : sucre qui n'a pas eu sa dernière façon et qui n'est pas passé par l'affinage (Savary),,0,,,0,0,,,116,,,,,,,,,,,,,,,,,
Chocolat,Chocolat,0,0b,0,,,,0,,,0,0,,,53,,,,,,,,,,,,,,,,,
Cocos,Cocos,0,0b,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Coqs ; d'Inde,Coqs ; d'Inde,0,0b,0,,,,0,,,0,0,,,18,,,,,,,,,,,,,,,,,
Epice de curons,Epice de curons,0,0b,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Figues,Figues,0,0b,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Fruits ; des Indes et des Iles ; dattes,Fruits,0,0b,0,,,,0,,,0,0,,,420,,,,,,,,,,,,,,,,,
Fruits ; des Indes et des Iles ; divers,Fruits,0,0b,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Fruits ; des Indes et des Iles ; pistaches,Fruits,0,0b,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Fruits ; secs ; figues,Fruits,0,0b,0,,,,0,,,0,0,,,100,,,,,,,,,,,,,,,,,
Lama,Lama,0,0b,0,,,,0,,,0,0,,,25,,,,,,,,,,,,,,,,,
Macis,Macis,0,0b,0,,Arille de la noix muscade, surtout utilisé comme aromate ou condiment.,,0,,,0,0,,,5,,,,,,,,,,,,,,,,
Mahaleb,,0,0b,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Noix de cajou,Noix de cajou,0,0b,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Palmier,,0,0b,0,,,,0,,,0,0,,,16,,,,,,,,,,,,,,,,,
Pistaches,Pistaches,0,0b,0,,,,0,,,0,0,0,0a,4,,,,,,,,,,,,,,,,,
Raz ; de Saint-Cyr,Raz,0,0b,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Raz ; du Maroc,Raz,0,0b,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Soja,,0,0b,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Sucre,Sucre,0,0b,0,,,,0,,,0,0,,,18,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; blanc,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; blanc ; en pain,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; brun,Sucre,0,0b,0,,,,0,,,0,0,0,0b,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; brut,Sucre,0,0b,0,,,,0,,,0,0,,,3,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; bâtard,Sucre,0,0b,0,,,,0,,,0,0,,,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; candy,Sucre,0,0b,0,,,,0,,,0,0,0,0b,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; carré,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; cassonade,Sucre,0,0b,0,,,,0,,,0,0,,,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; commun,Sucre,0,0b,0,,,,0,,,0,0,,,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; cru blanc ; du Brésil,Sucre,0,0b,0,,,,0,,,0,0,,,,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; d'orge,Sucre,0,0b,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Sucre ; d'érable,Sucre,0,0b,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Sucre ; de moscovie,Sucre,0,0b,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Sucre ; dite Lompen,Sucre,0,0b,0,,,,0,,,0,0,0,0b,0,,,,,,,,,,,,,,,,,
Sucre ; divers,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; en dragées,Sucre,0,0b,0,,,,0,,,0,0,0,0b,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; en pain,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; en poudre,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; en poudre blanc,Sucre,0,0b,0,,,,0,,,0,0,0,0b,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; en poudre brun,Sucre,0,0b,0,,,,0,,,0,0,0,0b,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; fin,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; non raffiné,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; raffiné,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; raffiné ; en pain,Sucre,0,0b,0,,,,0,,,0,0,,,14,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; terré,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; terré ; tête,Sucre,0,0b,0,,,,0,,,0,0,,,1,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; tête,Sucre,0,0b,0,,,,0,,,0,0,,,2,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; vergeoise,Sucre,0,0b,0,,,,0,,,0,0,,,0,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; versoir,Sucre,0,0b,0,,,,0,,,0,0,,,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Sucre ; à devises et à casser,Sucre,0,0b,0,,fruits à deviser,,0,,,0,0,0,0b,0,,Sucre ; cru blanc ; du Brésil,,,,,,,,,,,,,,,
Terre ; à sucre,Terre,0,0b,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Thé,Thé,0,0b,0,,,,0,,,0,0,,,23,Thé ; boue,Thé ; boue,,,,,,,,,,,,,,,
Thé ; bouilli,Thé,0,0b,0,,,,0,,,0,0,,,0,Thé ; boue,Thé ; boue,,,,,,,,,,,,,,,
Thé ; pays,Thé,0,0b,0,,,,0,,,0,0,,,0,Thé ; boue,Thé ; boue,,,,,,,,,,,,,,,
Vanille,Vanille,0,0b,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Épicerie,Épicerie,0,0b,0,,,,0,,,0,0,,,66,,,,,,,,,,,,,,,,,
Épicerie ; cannelle,Épicerie,0,0b,0,,,,0,,,0,0,,,29,,,,,,,,,,,,,,,,,
Épicerie ; cannelle ; commune,Épicerie,0,0b,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Épicerie ; cannelle ; fleur de,Épicerie,0,0b,0,,,,0,,,0,0,,,22,,,,,,,,,,,,,,,,,
Épicerie ; cannelle ; gerofflée,Épicerie,0,0b,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Épicerie ; diverse,Épicerie,0,0b,0,,,,0,,,0,0,,,37,,,,,,,,,,,,,,,,,
Épicerie ; gingembre ; confit,Épicerie,0,0b,1,,main use is really in Kitchen (see Pechey),,1,1,Green Ginger,1,0,,,81,Gingembre,Gingembre,,,,,,,,,,,,,,,
Épicerie ; gingembre ; en conserve,Épicerie,0,0b,1,,main use is really in Kitchen (see Pechey),,1,1,Green Ginger,1,0,,,2,Gingembre,Gingembre,,,,,,,,,,,,,,,
Épicerie ; gingembre ; sec,Épicerie,0,0b,1,,main use is really in Kitchen (see Pechey),,1,1,Green Ginger,1,0,,,17,Gingembre,Gingembre,,,,,,,,,,,,,,,
Épicerie ; gingembre et poivre,Épicerie,0,0b,0,,,,0,,,0,0,,,1,Gingembre,Gingembre,,,,,,,,,,,,,,,
Épicerie ; girofle,Épicerie,0,0b,0,,,,0,,,0,0,,,93,,,,,,,,,,,,,,,,,
Épicerie ; macis,Épicerie,0,0b,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Épicerie ; muscade ; essence,Épicerie,0,0b,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Épicerie ; muscade ; fleurs,Épicerie,0,0b,0,,,,0,,,0,0,,,85,,,,,,,,,,,,,,,,,
Épicerie ; muscade ; huile,Épicerie,0,0b,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Épicerie ; piment,Épicerie,0,0b,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Épicerie ; poivre,Épicerie,0,0b,0,,,,0,,,0,0,,,126,Poivre ; blanc-noir,Poivre ; blanc-noir,,,,,,,,,,,,,,,
Épicerie ; poivre ; blanc,Épicerie,0,0b,0,,,,0,,,0,0,,,7,Poivre ; blanc-noir,Poivre ; blanc-noir,,,,,,,,,,,,,,,
Épicerie ; poivre ; du Brésil,Épicerie,0,0b,0,,,,0,,,0,0,,,2,Poivre ; blanc-noir,Poivre ; blanc-noir,,,,,,,,,,,,,,,
Épicerie ; poivre ; en grains,Épicerie,0,0b,0,,,,0,,,0,0,,,17,Poivre ; blanc-noir,Poivre ; blanc-noir,,,,,,,,,,,,,,,
Épicerie ; poivre ; noir,Épicerie,0,0b,0,,,,0,,,0,0,,,319,Poivre ; blanc-noir,Poivre ; blanc-noir,,,,,,,,,,,,,,,
Épicerie ; poivre en grabeau,Épicerie,0,0b,0,,,,0,,,0,0,,,191,Poivre ; blanc-noir,Poivre ; blanc-noir,,,,,,,,,,,,,,,
Épicerie ; poivre giroflé,Épicerie,0,0b,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Épicerie ; poivre piment,Épicerie,0,0b,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Agrément ; de fil,Agréments,6,6a,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Batanonis,Batanonis,6,6a,0,,toile de lin,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Batiste,Batiste,6,6a,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Batiste ; blanche,Batiste,6,6a,0,,,,0,,,0,0,6,6a,1,,,,,,,,,,,,,,,,,
Batiste ; grise,Batiste,6,6a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Beurreterie ; en bar ; de fil blanc,Beurre,6,6a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boldavid,Boldavid,6,6a,0,,,,0,,,0,0,6,6a,3,,,,,,,,,,,,,,,,,
Boulettes de marbre,Boulettes de marbre,6,6a,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Bâche,,6,6a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cadenas,Cadenas,6,6a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cambray,Cambray,6,6a,0,,,,0,,,0,0,6,6a,2,,,,,,,,,,,,,,,,,
Canevas,Toile ; de chanvre ou de lin,6,6a,0,,Toile de chanvre ou de lin (Savary),,0,,,0,0,,,45,,,,,,,,,,,,,,,,,
Chevillieres ; de fil,Chevilles,6,6a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cordons ; d'or et d'argent,Cordons,6,6a,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Cordons ; de fil,Cordons,6,6a,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Coton ; sits et mousseline,Coton,6,6a,0,,,,0,,,0,0,6,6a,6,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,,,,,,,,,,,,,,
Câbles,Câbles,6,6a,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Câbles ; de Navire,Câbles,6,6a,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Dentelle,,6,6a,0,,,,0,,,0,0,,,66,,,,,,,,,,,,,,,,,
