marchandises,marchandises_normalisees_orthogr,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
Fromage de Gruyere,fromage ; de Gruyère,1,1,149
Fromage de Roquefort,fromage ; de Roquefort,1,17,41
Fromage de gruyeres,fromage ; de Gruyère,1,1,149
Fromage de l'ardaigne,fromage ; de Sardaigne,1,1,1
Fromage de roquefort,fromage ; de Roquefort,1,1,41
Fromage et plomb,fromage et plomb,0,0,0
Fromage et souffre,fromage et souffre,0,0,0
Fromage parmesan,fromage ; de Parmesan,1,1,7
Fromage; de normandie,fromage ; de Normandie,1,1,3
Fromages,fromage,1,277,1111
Fromages ; d'hollande,fromage ; de Hollande,1,1,115
Fromages ; de normadie,fromage ; de Normandie,1,1,3
Fromages ; de normandie,fromage ; de Normandie,1,1,3
Fromages ; divers,fromage,1,1,1111
Fromages d'Hollande,fromage ; de Hollande,1,1,115
Froment,froment,1,10,675
Frommage,fromage,1,1,1111
Fruis ; à l'eau de vie,fruit ; à l'eau de vie,1,2,168
Fruit ; cru,fruit ; cru,1,42,214
Fruit ; cru ; Pommes et poires,fruit ; cru ; pomme et poire,1,2,79
Fruit ; cru ; divers,fruit ; cru ; divers,1,18,100
Fruit ; cru ; poires et pommes,fruit ; cru ; pomme et poire,1,9,79
Fruit ; cru ; pommes et poires,fruit ; cru ; pomme et poire,1,6,79
Fruit ; crud,fruit ; cru,1,29,214
Fruit ; crud ; divers,fruit ; cru ; divers,1,25,100
Fruit ; crud ; poire et pommes,fruit ; cru ; pomme et poire,1,5,79
Fruit ; crud ; poires et pommes,fruit ; cru ; pomme et poire,1,3,79
Fruit ; crud ; pomes et poires,fruit ; cru ; pomme et poire,1,10,79
Fruit ; crus,fruit ; cru,1,12,214
Fruit ; crû,fruit ; cru,1,1,214
Fruit ; cuit,fruit ; cuit,1,9,17
Fruit ; en somme,fruit ; en somme,1,1,1
Fruit ; frais,fruit ; frais,1,2,2
Fruit ; sec,fruit ; sec,1,150,639
Fruit ; verd,fruit ; vert,1,4,4
Fruit ; vert,fruit ; vert,1,1,5761
Fruit ; à l'Eau de vie,fruit ; à l'eau de vie,1,10,168
Fruit ; à l'eau ; de vie,fruit ; à l'eau de vie,1,2,168
Fruit ; à l'eau de vie,fruit ; à l'eau de vie,1,50,168
Fruit Sec,fruit ; sec,1,3,639
Fruit a l'eau de vie,fruit ; à l'eau de vie,1,5,168
Fruit sec,fruit ; sec,1,14,639
Fruit à l'eau de vie,fruit ; à l'eau de vie,1,8,168
Fruits,fruit,0,0,0
Fruits  ; pommes,fruit ; cru ; pomme,0,0,0
Fruits  ; pommes et noix,fruit ; pomme et noix,0,0,0
Fruits  ; pommes et poires,fruit ; cru ; pomme et poire,0,0,0
Fruits ;,fruit,1,3,216
Fruits ; A l'eau de vie,fruit ; à l'eau de vie,1,11,168
Fruits ; Au vinaigre ; Capres,fruit ; au vinaigre ; câpre,1,13,384
Fruits ; Au vinaigre ; Cornichons,fruit ; au vinaigre ; cornichon,1,8,16
Fruits ; Aux vinaigre ; Capres,fruit ; au vinaigre ; câpre,1,5,384
Fruits ; Aux vinaigre ; Cornichons,fruit ; au vinaigre ; cornichon,1,3,16
Fruits ; Aux vinaigre ; Salés en olives,fruit ; salé ; olive,1,5,29
Fruits ; Confits ; Confitures,fruit ; confit ; confiture,1,20,53
Fruits ; Confits ; Divers,fruit ; confit ; divers,1,17,28
Fruits ; Cruds ; Chataignes et marrons,fruit ; cru ; châtaigne et marron,1,18,32
Fruits ; Cruds ; Citrons,fruit ; cru ; citron,1,20,35
Fruits ; Cruds ; Divers,fruit ; cru ; divers,1,16,100
Fruits ; Cruds ; Orange,fruit ; cru ; orange,1,8,26
Fruits ; Cruds ; Oranges,fruit ; cru ; orange,1,8,26
Fruits ; Cruds ; Pommes et poires,fruit ; cru ; pomme et poire,1,15,79
Fruits ; Des Isles et Judes ; Dattes,fruit ; des Indes et des Iles ; datte,1,2,10
Fruits ; Des Isles et Judes ; Pistaches,fruit ; des Indes et des Iles ; pistache,1,2,12
Fruits ; Des Isles et des Judes ; Dattes,fruit ; des Indes et des Iles ; datte,1,5,10
Fruits ; Des Isles et des Judes ; Divers,fruit ; des Indes et des Iles ; divers,1,3,3
Fruits ; Des Isles et des Judes ; Pignons,fruit ; des Indes et des Iles ; pignon,1,3,3
Fruits ; Des Isles et des Judes ; Pistaches,fruit ; des Indes et des Iles ; pistache,1,6,12
Fruits ; Fruits secs ; Pruneaux,fruit ; sec ; pruneau,1,5,34
Fruits ; Fruits secs ; Raisins,fruit ; sec ; raisin,1,10,88
Fruits ; Salés en olives,fruit ; salé ; olive,1,15,29
Fruits ; Secs ; Avelines et noisettes,fruit ; sec ; avelines et noisette,1,5,22
Fruits ; Secs ; Divers,fruit ; sec ; divers,1,18,37
Fruits ; Secs ; Figues,fruit ; sec ; figue,1,15,41
Fruits ; Secs ; Noix,fruit ; sec ; noix,1,12,14
Fruits ; Secs ; Ovelines et noisettes,fruit ; sec ; avelines et noisette,1,3,22
Fruits ; Secs ; Pruneaux,fruit ; sec ; pruneau,1,17,34
Fruits ; a l'eau de vie,fruit ; à l'eau de vie,1,1,168
Fruits ; amandes,fruit ; amande,1,1,1
Fruits ; amandes ; cassées,fruit ; amande ; cassée,1,2,103
Fruits ; amandes ; en coques,fruit ; amande ; en coque,1,4,102
Fruits ; aprêtés,fruit ; apprêté,1,1,5761
Fruits ; au vinaigre,fruit ; au vinaigre,1,1,1
Fruits ; au vinaigre ; capres,fruit ; au vinaigre ; câpre,1,1,384
Fruits ; au vinaigre ; divers,fruit ; au vinaigre ; divers,1,1,1
Fruits ; au vinaigres ; capres,fruit ; au vinaigre ; câpre,1,13,384
Fruits ; au vinaigres ; cornichons,fruit ; au vinaigre ; cornichon,1,5,16
Fruits ; citrons,fruit ; citron,1,2,2
Fruits ; confits,fruit ; confit,1,1,1
Fruits ; confits ; confitures,fruit ; confit ; confiture,1,13,53
Fruits ; confits ; divers,fruit ; confit ; divers,1,11,28
Fruits ; confits ; en confiture,fruit ; confit ; en confiture,1,2,2
Fruits ; confits ; en confiture ; des Isles,fruit ; confit ; en confiture ; des Isles,1,1,1
Fruits ; confits ; en confitures,fruit ; confit ; confiture,1,1,53
Fruits ; confits ; en vinaigre,fruit ; confit ; en vinaigre,1,1,17
Fruits ; confits ; olives,fruit ; confit ; olive,1,1,1
Fruits ; confits ; à l'eau de vie,fruit ; confit ; à l'eau de vie,1,9,44
Fruits ; confitures,fruit ; confit ; confiture,1,2,53
Fruits ; cru,fruit ; cru,1,1,5761
Fruits ; crud ; divers,fruit ; cru ; divers,1,20,100
Fruits ; crud ; en citron,fruit ; cru ; citron,1,3,35
Fruits ; crud ; en oranges,fruit ; cru ; orange,1,3,26
Fruits ; crud ; pommes a poires,fruit ; cru ; pomme et poire,1,7,79
Fruits ; cruds,fruit ; cru,1,72,214
Fruits ; cruds ; citrons,fruit ; cru ; citron,1,4,35
Fruits ; cruds ; en citrons,fruit ; cru ; citron,1,4,35
Fruits ; cruds ; en marron,fruit ; cru ; marron,1,1,1
Fruits ; cruds ; en oranges,fruit ; cru ; orange,1,2,26
Fruits ; cruds ; oranges,fruit ; cru ; orange,1,4,26
Fruits ; cruets ; Pommes et poires,fruit ; cru ; pomme et poire,1,5,79
Fruits ; cruets ; Prunes de ...,fruit ; cru ; prune de …,1,1,1
Fruits ; cruets ; bergamottes,fruit ; cru ; bergamote,1,1,1
Fruits ; cruets ; chataingnes et marrons,fruit ; cru ; châtaigne et marron,1,3,32
Fruits ; cruets ; chateignes et marrons,fruit ; cru ; châtaigne et marron,1,8,32
Fruits ; cruets ; citrons et oranges,fruit ; cru ; citron et orange,1,14,14
Fruits ; cruets ; divers,fruit ; cru ; divers,1,10,100
Fruits ; cruets ; pommes et poires,fruit ; cru ; pomme et poire,1,3,79
Fruits ; cruets ; vendenges,fruit ; cru ; vendange,1,1,1
Fruits ; crus,fruit ; cru,1,57,214
Fruits ; crus ; bigarades,fruit ; cru ; bigarade,1,1,1
Fruits ; crus ; cedras,fruit ; cru ; cedras,1,1,1
Fruits ; crus ; chataignes et marrons,fruit ; cru ; châtaigne et marron,1,2,32
Fruits ; crus ; citrons,fruit ; cru ; citron,1,3,35
Fruits ; crus ; divers,fruit ; cru ; divers,1,10,100
Fruits ; crus ; en citrons,fruit ; cru ; citron,1,1,35
Fruits ; crus ; melons,fruit ; cru ; melons,1,1,1
Fruits ; crus ; oranges,fruit ; cru ; orange,1,1,26
Fruits ; crus ; poires et pommes,fruit ; cru ; pomme et poire,1,13,79
Fruits ; crus ; raisins,fruit ; cru ; raisin,1,1,6
"Fruits ; crus, secs et à l'eau de vie ; amandes ; en coques",fruit ; amande ; en coque,1,6,6
"Fruits ; crus, secs et à l'eau de vie ; amandes ;cassées",fruit ; amande ; cassée,1,4,4
"Fruits ; crus, secs et à l'eau de vie ; divers",fruit ; divers,1,5,293
"Fruits ; crus, secs et à l'eau de vie ; fruits ; à l'eau de vie",fruit ; à l'eau de vie,1,6,6
"Fruits ; crus, secs et à l'eau de vie ; prunes ; sèches",fruit ; prune ; sèche,1,6,6
"Fruits ; crus, secs et à l'eau de vie ; raisins ; secs",fruit ; sec ; raisin,1,5,7
Fruits ; cuit,fruit ; cuit,1,1,17
Fruits ; cuits,fruit ; cuit,1,5,17
Fruits ; de Corinthe,fruit ; de Corinthe,1,1,1
Fruits ; des Indes et des Îles ; dates,fruit ; des Indes et des Iles ; datte,1,3,10
Fruits ; des Indes et des Îles ; pistaches,fruit ; des Indes et des Iles ; pistache,1,4,12
Fruits ; divers,fruit ; divers,1,52,293
"Fruits ; divers ; amandes, pelures, raisins, prunes","fruit ; divers ; amande, pelure, raisin, prune",0,0,0
Fruits ; divers ; confits ; en vinaigre,fruit ; confit ; en vinaigre,1,3,17
Fruits ; en confiture,fruit ; en confiture,1,1,1
Fruits ; en figues,fruit ; en figue,1,1,1
Fruits ; en somme ; ordinaire,fruit ; en somme ; ordinaire,1,1,1
Fruits ; figues,fruit ; figue,1,1,1
Fruits ; moulu ; divers,fruit ; moulu ; divers,1,7,7
Fruits ; noisetier,fruit ; noisette,1,1,2
Fruits ; noisettes,fruit ; noisette,1,1,2
Fruits ; oranges,fruit ; orange,1,2,2
Fruits ; pistaches,fruit ; pistache,1,1,1
Fruits ; pruneaux,fruit ; pruneau,1,1,5
Fruits ; prunes et pruneaux,fruit ; prune et pruneau,1,1,1
Fruits ; raisins,fruit ; raisin,1,1,5
Fruits ; raisins ; d'Espagne,fruit ; sec ; raisin ; d'Espagne,1,1,1
Fruits ; raisins ; de Corinthe,fruit ; raisin ; de Corinthe,1,2,2
Fruits ; raisins ; de Corinthias,fruit ; sec ; raisin ; de Corinthe,1,1,5
Fruits ; raisins ; en grappes,fruit ; sec ; raisin ; en grappe,1,1,1
Fruits ; raisins ; secs,fruit ; sec ; raisin,1,2,7
Fruits ; rudes,fruit ; rude,1,11,11
Fruits ; salés ; marinés,fruit ; salé ; mariné,1,1,1
Fruits ; salés ; olives,fruit ; salé ; olive,1,9,29
Fruits ; salés et au vinaigre ; capres,fruit ; salé et au vinaigre ; capre,1,2,2
Fruits ; salés et au vinaigre ; olives,fruit ; salé et au vinaigre ; olive,1,2,2
Fruits ; sec,fruit ; sec,1,29,639
Fruits ; secs,fruit ; sec,1,276,639
Fruits ; secs ; Raisins,fruit ; sec ; raisin,1,16,88
Fruits ; secs ; amandes,fruit ; sec ; amande,1,1,1
Fruits ; secs ; avelines et Noisettes,fruit ; sec ; avelines et noisette,1,12,22
Fruits ; secs ; chateignes,fruit ; sec ; châtaigne,1,1,1
Fruits ; secs ; dattes,fruit ; sec ; datte,1,1,1
Fruits ; secs ; divers,fruit ; sec ; divers,1,19,37
Fruits ; secs ; en figues,fruit ; sec ; figue,1,4,41
Fruits ; secs ; en raisins,fruit ; sec ; raisin,1,1,88
Fruits ; secs ; en raisins ; d'époque,fruit ; sec ; raisin ; d'époque,1,1,1
Fruits ; secs ; en raisins ; de corinlles,fruit ; sec ; raisin ; de Corinthe,1,1,5
Fruits ; secs ; figues,fruit ; sec ; figue,1,22,41
Fruits ; secs ; noisettes,fruit ; sec ; noisette,1,2,22
Fruits ; secs ; noix,fruit ; sec ; noix,1,2,14
Fruits ; secs ; noix et noisettes,fruit ; sec ; noix et noisette,1,2,2
Fruits ; secs ; oranges,fruit ; sec ; orange,1,3,3
Fruits ; secs ; pistaches,fruit ; sec ; pistache,1,1,1
Fruits ; secs ; pruneaux,fruit ; sec ; pruneau,1,12,34
Fruits ; secs ; prunes et pruneaux,fruit ; sec ; prune et pruneau,1,1,1
Fruits ; secs ; raisins,fruit ; sec ; raisin,1,31,88
Fruits ; secs ; raisins ; de Corinthe,fruit ; sec ; raisin ; de Corinthe,1,3,5
Fruits ; verds ; figues,fruit ; vert ; figue,1,7,7
Fruits ; verds ; oranges ; citrons,fruit ; vert ; orange ; citron,1,5,118
Fruits ; verds ; raisins,fruit ; vert ; raisin,1,5,6
Fruits ; verds ; raisins ; de carinthe,fruit ; vert ; raisin ; de carinthe,1,4,4
Fruits ; verds ; raisins ; muscat,fruit ; vert ; raisin ; muscat,1,1,1
Fruits ; à l'Eau de vie,fruit ; à l'eau de vie,1,6,168
Fruits ; à l'eau ; de vie,fruit ; à l'eau de vie,1,4,168
Fruits ; à l'eau de vie,fruit ; à l'eau de vie,1,30,168
Fruits Secs,fruit ; sec,1,1,639
Fruits a l'eau de vie,fruit ; à l'eau de vie,1,6,168
Fruits amandes,fruit ; amande,1,59,59
Fruits châtaignes,fruit ; châtaigne,1,19,19
"Fruits châtaignes, marrons, noix","fruit ; châtaigne, marron, noix",1,8,8
Fruits confits au sucre,fruit ; confit ; au sucre,1,44,44
Fruits confits au sucre et confitures,fruit ; confit ; confiture et au sucre,1,16,16
Fruits confits au vinaigre,fruit ; confit ; en vinaigre,1,13,17
Fruits confits à l'eau-de-vie,fruit ; confit ; à l'eau de vie,1,35,44
Fruits confits à l'eau-de-vie et au sucre,fruit ; confit ; à l'eau de vie et au sucre,1,14,14
Fruits confitures,fruit ; confit ; confiture,1,17,53
Fruits divers,fruit ; divers,1,236,293
Fruits divers en citrons et oranges,fruit ; divers ; citron ; orange,1,17,17
Fruits en raisins,fruit ; raisin,1,4,5
Fruits et légumes confits au vinaigre,fruit et légume ; confit ; en vinaigre,1,33,33
Fruits et légumes confits et marinés,fruit et légume ; confit ; mariné,1,54,54
Fruits frais,fruit ; frais,1,82,82
Fruits frais divers,fruit ; frais ; divers,1,48,48
Fruits frais principalement en citrons et oranges,fruit ; frais ; orange ; citron,1,11,64
"Fruits frais, amandes",fruit ; frais ; amande,1,5,5
"Fruits frais, citrons et oranges",fruit ; frais ; orange ; citron,1,41,64
"Fruits frais, olives",fruit ; frais ; olive,1,2,2
"Fruits frais, principalement en citrons et oranges",fruit ; frais ; orange ; citron,1,12,64
Fruits pruneaux,fruit ; pruneau,1,4,5
Fruits raisins,fruit ; raisin,1,4,9
Fruits sec,fruit ; sec,1,2,639
Fruits secs,fruit ; sec,1,162,639
Fruits secs amandes,fruit ; sec ; amande,1,62,62
Fruits secs de toute sorte,fruit ; de toute sorte,1,11,216
Fruits secs de toutes sortes,fruit ; de toute sorte,1,11,216
Fruits secs divers,fruit ; divers,1,111,216
"Fruits secs, en amandes ,figues et raisins","fruit ; sec ; amande, figue et raisin",0,0,0
"Fruits secs, en amandes, figues et raisins","fruit ; sec ; amande, figue et raisin",1,124,135
"Fruits sesc, en amandes, figues et raisins","fruit ; sec ; amande, figue et raisin",1,11,135
"Fruits verts, en orange et citrons",fruit ; vert ; orange ; citron,1,9,118
"Fruits verts, en oranges et citrons",fruit ; vert ; orange ; citron,1,104,118
"Fruits verts, en oranges et citrons ; Fruits secs, en amandes, figues et raisins","fruit vert, en orange et citron ; fruit sec, en amande, figue et raisin",1,14,29
"Fruits verts, en oranges et citrons ; fruits secs, en amandes, figues et raisins","fruit vert, en orange et citron ; fruit sec, en amande, figue et raisin",1,15,29
"Fruits verts, en oranges et citrons.",fruit ; vert ; orange et citron,0,0,0
Fruits à l'eau de vie,fruit ; à l'eau de vie,1,26,168
Fruits à l'eau-de-vie,fruit ; à l'eau de vie,1,7,168
Fruittes,fruit,1,1,216
Fuin,foin,1,1,106
Fuits divers,fruit ; divers,1,18,216
Fumier,fumier,1,34,34
Fumier ; de pigeon,fumier ; de pigeon,1,1,5761
Furets,furet,1,6,6
Fusil,fusil,1,6,12
Fusil ; damasquiné,fusil ; damasquiné,1,1,5761
Fusil ; de boucanier,fusil ; de boucanier,1,1,5761
Fusils,fusil,1,41,86
Fusils ; boucaniers,fusil ; boucanier,1,1,5761
Fusils ; neufs,fusil ; neuf,1,4,4
Fusils ; vieux,fusil ; vieux,1,1,1
Fusils ; à double canon,fusil ; à double canon,1,1,5761
Fusils boucanins,fusil ; boucanier,1,1,5
Fusils boucanniers,fusil ; boucanier,1,4,5
Fusils de traite,fusil ; de traite,1,4,7
Fusils de traitte,fusil ; de traite,1,1,7
Fusils de traittes,fusil ; de traite,1,1,7
Fusils et pistolets,fusils  et pistolet,1,1,5761
Fusils vieux,fusil ; vieux,1,1,5761
Fustages,fustage,0,0,0
Fustet,fustet,1,1,1
Futaille,futaille,1,1,218
Futaille ; en petits barils,futaille ; en petit baril,1,1,1
Futaillerie,futaillerie,1,37,37
Futaillerie ; St. Claude,futaillerie ; de St Claude,1,1,19
Futaillerie ; de Saint Claude,futaillerie ; de St Claude,1,1,19
Futaillerie ; de Saint-Claude,futaillerie ; de St Claude,1,4,5761
Futaillerie ; de St Claude,futaillerie ; de St Claude,1,4,19
Futaillerie ; de St. Claude,futaillerie ; de St Claude,1,4,19
Futaillerie ; grossiere,futaillerie ; grossière,1,3,5
Futaillerie de Sainte Claude (?),futaillerie ; de St Claude,1,1,19
Futaillerie de St Claude,futaillerie ; de St Claude,1,5,19
Futaillerie des Claude,futaillerie ; de St Claude,1,1,19
Futaillerie des flande,futaillerie des flandres,1,5,7
Futaillerie des taude,futaillerie ; de St Claude,1,2,19
Futailleries des flande,futaillerie des flandres,1,2,7
Futaillers,futaille,1,1,218
Futailles,futaille,1,195,218
Futailles ; vides,futaille ; vide,1,8,66
Futailles ; vieilles,futaille ; vieille,1,2,12
Futailles ; vuides,futaille ; vide,1,9,66
Futailles vides,futaille ; vide,1,11,66
Futailles viudes,futaille ; vide,1,19,66
Futailles vuides,futaille ; vide,1,4,66
Futaine,futaine,1,29,41
Futaine ; de 20 aunes,futaine ; de 20 aunes,1,1,5761
Futaine ; de toutes sortes,futaine,1,11,41
Futaîne,futaine,1,1,1
Futs ; a sas,fût ; à sas,1,1,5761
Futs ; à sas,fût ; à sas,1,1,5761
Fuzeaux,fuseaux,1,29,29
Fuzils,fusil,1,2,12
Fuzils de traite,fusil ; de traite,1,1,7
Fèves,fève,1,51,214
Fébrifuge,fébrifuge,1,1,5761
Féves,fève,1,26,214
Fûts ; à sas,fût ; à sas,1,2,5761
Fûts en bois,fût ; en bois,0,0,0
"G,,,?",???,1,1,90
GRavelle,gravelle,1,1,17
GUIN...E,guinée,1,1,13
GUINEE Bleue,guinée ; bleu,1,3,29
Gaffes,gaffe,1,1,5761
Gaine ; jaune,gaine ; jaune,1,1,69
Gaine de Couteau de Papier,gaine ; de couteau ; de papier,1,1,1
Gaingans de Pontichery,guinguan ; de Pontichery,1,1,6
Gainievre,genièvre,1,1,6
Gaisnes de couteaux,gaine ; de couteau,1,2,2
Galanga,galanga,1,19,22
Galange,galanga,1,2,22
Galantéries,galanterie,0,0,0
Galbamum,galbanum,1,1,17
Galbanon,,1,1,5761
Galbanum,galbanum,1,16,17
Gales d'alep,galle ; d'Alep,1,2,7
Gales legeres,galle ; légère,1,1,7
Galette de porcelaine,galette ; de porcelaine,1,1,1
Galette rouge,galette ; rouge,1,1,1
Galettes ; de genievre,galette ; de genièvre,1,1,1
Galins,galin,1,1,1
Galipol,galipot,1,2,16
Galipot,galipot,1,13,16
Galle,galle,1,11,394
Galler,galle,1,1,394
Galles,galle,1,381,394
Galles ; d'alep,galle ; d'Alep,1,2,5761
Galles a l'epine,galle ; à l'épine,1,1,1
Galles d'alep,galle ; d'Alep,1,5,7
Galles legeres,galle ; légère,1,3,7
Galles légères,galle ; légère,1,3,7
Gallon ; d'argent,galon ; d'argent,1,1,75
Gallon d'argent,galon ; d'argent,1,2,75
Gallon d'argent faux,galon ; d'argent ; faux,1,1,2
Gallon d'or,galon ; d'or,1,3,74
Gallon d'or faux,galon ; d'or ; faux,1,1,38
Gallon de Fil,galon ; de fil,1,2,46
Gallon de soye,galon ; de soie,1,1,25
Gallon en argent,galon ; d'argent,1,1,75
Gallon en ruban de fil,galon ; en ruban de fil,1,1,1
Gallon en ruban de laine,galon ; en ruban de laine,1,1,1
Gallon or et argent,galon ; or et argent,1,5,111
Gallons ; d'argent,gallon ; d'argent,1,1,5761
Gallons ; d'or ; faux,gallon ; d'or ; faux,1,2,5761
Gallons ; d'or ; fin,gallon ; d'or ; fin,1,2,5761
Gallons d'or,galon ; d'or,1,1,74
Gallons de Soye,galon ; de soie,1,1,25
Gallons de fil,galon ; de fil,1,5,46
Gallons de laine,galon ; de laine,1,4,21
Galoches,galoche,1,13,13
Galoga,,1,1,5761
Galon  ; dorure ; de fil,galon ; dorure ; de fil,0,0,0
"Galon , dorure ; or et argent ; fin",galon ; or et argent ; fin,1,6,36
Galon ; a peu de soye,galon ; à peu de soie,1,1,3
Galon ; au 1/4 de soye,galon ; au quart de soie,1,1,3
Galon ; au 4 de soye,galon ; au quart de soie,1,1,3
Galon ; au quart soye,galon ; au quart de soie,1,1,3
Galon ; d'argent,galon ; d'argent,1,11,75
Galon ; d'or,galon ; d'argent,1,10,75
Galon ; d'or ; faux,galon ; d'or ; faux,1,5,38
Galon ; d'or ; fin,galon ; d'or ; fin,1,9,36
Galon ; d'or en d'rgent ; fin,galon ; d'or en d'argent ; fin,1,1,5761
Galon ; d'or et d'argent,galon ; d'or ; fin,1,6,36
Galon ; d'or et d'argent ; faux,galon ; d'or et d'argent ; faux,1,2,5761
Galon ; d'or et d'argent ; fin,galon ; d'or et d'argent ; fin,1,1,5761
Galon ; d'or faux,galon ; d'or faux,1,1,5761
Galon ; d'or fin,galon ; d'or fin,1,1,5761
Galon ; dargent,galon ; d'argent,1,1,5761
Galon ; de fil,galon ; de fil,1,11,46
Galon ; de filoselle,galon ; de filoselle,1,1,8
Galon ; de fleuret,galon ; de fleuret,1,12,17
Galon ; de laine,galon ; de laine,1,10,21
Galon ; de livrée,galon ; de livrée,1,4,9
Galon ; de soye,galon ; de soie,1,9,25
Galon ; delivrée,galon ; de livrée,1,2,9
Galon ; dorure ; d'argent,galon ; dorure ; d'argent,1,19,24
Galon ; dorure ; d'argt,galon ; dorure ; d'argent,1,5,24
Galon ; dorure ; d'or,galon ; d'or,1,30,74
Galon ; dorure ; d'or faux,galon ; d'or ; faux,1,3,38
Galon ; dorure ; d'or fin,galon ; d'or ; fin,1,6,36
Galon ; dorure ; de fil,galon ; dorure ; de fil,1,1,2
Galon ; dorure ; or et argent,galon ; or et argent,1,3,111
Galon ; dorure ; or et argent ; faux,galon ; or et argent ; faux,1,1,16
Galon ; dorure ; or et argent ; fin,galon ; or et argent ; fin,1,4,36
Galon ; dorure ; or et argent faux,galon ; or et argent ; faux,1,4,16
Galon ; dorure ; or et argent fin,galon ; or et argent ; fin,1,1,36
Galon ; dorure ; or et argt,galon ; or et argent,1,5,111
Galon ; dorure ; or et argt ; faux,galon ; or et argent ; faux,1,2,16
Galon ; dorure ; or et argt ; fin,galon ; or et argent ; fin,1,3,36
Galon ; en d'orure ; d'argent,galon ; d'argent,1,3,75
Galon ; en d'orure ; d'or faux,galon ; d'or ; faux,1,5,38
Galon ; en d'orure ; d'or fin,galon ; d'or ; fin,1,4,36
Galon ; en d'orure ; or d'arg.,galon ; or et argent,1,5,111
Galon ; et point d'Espagne ; d'or et d'argent,galon ; et point d'Espagne ; d'or et d'argent,1,1,5761
Galon ; fin,galon ; fin,1,2,2
Galon ; or et argent,galon ; or et argent,1,9,111
Galon ; or et argent ; faux,galon ; or et argent ; faux,1,3,5761
Galon ; or et argent ; fin,galon ; or et argent ; fin,1,1,5761
Galon ; pilé,galon ; pilé,1,2,2
Galon ; soye et fil,galon ; soie et fil,1,2,2
Galon ; à peu de soye,galon ; à peu de soie,1,2,3
Galon argent,galon ; d'argent,1,1,75
Galon d'argeant,galon ; d'argent,1,1,75
Galon d'argent,galon ; d'argent,1,5,75
Galon d'argent faux,galon ; d'argent ; faux,1,1,2
Galon d'or,galon ; d'or,1,8,74
Galon d'or en argent faux,galon ; or et argent ; faux,1,1,16
Galon d'or et argent faux,galon ; or et argent ; faux,1,1,16
Galon d'or et argent fin,galon ; or et argent ; fin,1,1,36
Galon d'or et d'argent,galon ; or et argent,1,4,111
Galon d'or et d'argent faux,galon ; or et argent ; faux,1,2,16
Galon d'or et d'argent fin,galon ; or et argent ; fin,1,1,36
