marchandises	marchandises_norm_ortho		source_bdc	nbr_bdc_marchandises	nbr_bdc_marchandises_norm_ortho
Jouets d'enfant	jouets d'enfant		1	4	12
Jouets d'enfants	jouets d'enfant				
Jouets d’Enfants	jouets d'enfant		1	1	12
Jouets en bois	jouets en bois		0	0	0
Joujoux d'enfants	joujoux d'enfants				
Jouquine	jonquine	x	1	1	9
Joyaillerie	joaillerie		1	1	1
Jpécacuana	ipécacuanha		1	2	136
Jpecacuanns	ipécacuanha		1	1	136
Jris	iris		1	8	68
Jrix	iris		1	1	68
Jude ; fine	inde fine	x	1	1	1
Jude ; flottante	inde flottante	x	1	1	1
Jude ; platte	inde plate	x	1	1	4
Jude fin	inde fine	x	1	1	1
juifs qui payent le droit corporel à la sortie	juifs qui payent le droit corporel à la sortie		0	0	0
Juillienne	juillienne	x	1	1	1
Jujubes	jujubes		1	20	20
Jumens	juments		1	8	9
Juments	juments		0	0	0
Jupons	jupons		1	23	23
Jupons ; de satin	jupons de satin		1	1	1
Jupons ; de taffetas	jupons de taffetas		1	2	3
Jupons ; piqués	jupons piqués		1	2	2
Jupons de dame	jupons de dame		0	0	0
Jupons de toille peinte	jupons de toile peinte		1	1	1
Jupons; de taffetas	jupons de taffetas		1	1	3
juppes	jupes		0	0	0
juppes de coton	jupes de coton		0	0	0
Juppes de molson	jupes de molson	x	1	1	1
juppes picqués	jupes piquées		0	0	0
Jus	jus		0	0	0
jus	jus		1	1	2
Jus ; de citron	jus de citron		1	126	182
jus ; de citron	jus de citron		1	3	182
Jus ; de citron et de limons	jus de citron et de limon		1	2	2
Jus ; de citrons	jus de citron		1	11	182
Jus ; de limon	jus de limon		1	2	2
Jus ; de reglisse	jus de réglisse		1	138	401
jus ; de reglisse	jus de réglisse		1	3	42
Jus ; de réglisse	jus de réglisse		1	76	401
jus ; De réglisse	jus de réglisse		1	5	401
Jus de bois de réglisse	jus de bois de réglisse		1	9	401
Jus de citron	jus de citron				
jus de citron	jus de citron				
Jus de citrons	jus de citron		1	2	182
Jus de limon	jus de limon				
jus de limon	jus de limon				
Jus de poire	jus de poire		0	0	0
Jus de pomme	jus de pomme		0	0	0
Jus de Reglise	jus de réglisse		1	2	401
Jus de Réglise	jus de réglisse		1	1	401
Jus de Reglisse	jus de réglisse				
Jus de reglisse	jus de réglisse				
jus de reglisse	jus de réglisse				
Jus de réglisse	jus de réglisse		1	154	401
Jus de réglisse et bois	jus de réglisse et bois		1	8	401
Jus de réglisse, &c	jus de réglisse etc.		1	8	401
Jus; de citron	jus de citron		1	1	182
Karabé	carabé		1	1	26
Katequin	katequin	x	1	1	2
killis	killis	x			
Korots	korots	x	1	3	10
Korotte	korotte	x	1	1	10
Koruoté	koruoté	x	1	1	1
L'eau de vie de charante	eau-de-vie de Charente		1	2	89
Labdanum	labdanum		1	2	2
lac commun	lac commun		0	0	0
lac de Florence	lac de Florence		0	0	0
Lac de Venise	lac de Venise		0	0	0
Lacets	lacets		1	3	4
Lacets ; de fil	lacets de fil		1	2	19
Lacets ; de fleuret	lacets de fleuret		1	4	17
Lacets ; de peaux	lacets de peau		1	1	3
lackmoes	lackmoes	x	0	0	0
Lacmoëre	lacmoëre	x	1	1	10
Lacmoes	lacmoes	x	1	4	10
Lacmoës	lacmoës		1	3	10
Lacque	laque		1	1	1
Lacque ; en bois	laque en bois		1	1	1
Lacque ; plate	laque plate		1	2	74
Lacque ; platte	laque plate		1	32	74
Lacque ; ronde	laque ronde		1	4	6
Lacque de venise	laque de Venise				
lacque de venise	laque de Venise				
Lacque plane	laque plane		1	3	74
Lacque platte	laque plate				
lacque platte	laque plate				
Lacque plattes	laque plate		1	2	74
Lacque rouge	laque rouge				
Lacques ; platte	laque plate		1	7	74
Lacques ; ronde	laque ronde		1	1	6
Lacques ; rondes	laque ronde		1	1	6
Lacques Plates	laque plate		1	1	74
Lagopèdes/perdrix	lagopèdes perdrix		0	0	0
lague platte	laque plate		1	1	74
Laigue platte	laque plate		1	1	74
Laimois	laimois	x	1	1	10
Lain	lain	x	1	1	484
Lainage d'Arras	lainages d'Arras		0	0	0
Lainages	lainages		0	0	0
Lainages ; Bonneterie	lainages bonneterie		1	41	133
Lainages ; bonneterie	lainages bonneterie		1	92	133
Lainages ; Couvertures	lainages couvertures		1	29	53
Lainages ; couvertures	lainages couvertures		1	24	53
Lainages ; couvertures, tapis et tapisserie	lainages couvertures tapis et tapisserie		1	27	54
Lainages ; couvertures, tapisserie	lainages couvertures tapisserie		1	27	54
Lainages ; draperie ordinaire	lainages draperie ordinaire		1	16	70
Lainages ; Draperie	lainages draperie		1	11	71
Lainages ; draperie	lainages draperie		1	60	71
Lainages ; Draperie diverses	lainages draperie diverse		1	20	39
Lainages ; draperie diverses	lainages draperie diverse		1	19	39
Lainages ; Draperie fines	lainages draperie fine		1	28	62
Lainages ; draperie fines	lainages draperie fine		1	34	62
Lainages ; Draperie ordinaires	lainages draperie ordinaire		1	37	70
Lainages ; draperie ordinaires	lainages draperie ordinaire		1	17	70
Lainages ; Draperie petites et étoffes	lainages draperie petite et étoffe		1	26	66
Lainages ; draperie petites et étoffes	lainages draperie petite et étoffe		1	40	66
Lainages ; Etoffes	lainages étoffe		1	13	19
Lainages ; etoffes	lainages étoffe		1	6	19
Lainages ; étoffes fines en casimir et mérinos	lainages étoffe fine en casimir et mérinos		1	23	23
Lainages ; étoffes fines et casimirs	lainages étoffe fine et casimir		1	10	10
Lainages ; Mouchoirs et schals	lainages mouchoirs et schals		1	15	30
Lainages ; mouchoirs et schals	lainages mouchoirs et schals		1	15	30
Lainages ; Schalls	lainages schals		1	15	43
Lainages ; schalls	lainages schals		1	15	43
Lainages ; Schals	lainages schals		1	1	43
Lainages ; schals	lainages schals		1	4	43
Lainages ; schals de laine et poil	lainages schals de laine et poil		1	46	46
Lainages : Schals	lainages schals		1	8	43
Laine	laine				
Laine ; a broder	laine à broder		1	1	11
Laine ; à broder	laine à broder		1	10	11
Laine ; à lizière	laine à lisières		1	2	2
Laine ; à matelas	laine à matelas		1	1	3
Laine ; à matelats	laine à matelas		1	2	3
Laine ; a Tapisserie	laine à tapisserie		1	3	84
Laine ; a tapisserie	laine à tapisserie		1	3	84
Laine ; à tapisserie	laine à tapisserie		1	71	84
Laine ; à tapissoire	laine à tapisserie	x	1	1	84
Laine ; à tricoter	laine à tricoter		1	1	1
Laine ; agnelin ; en suin	laine agnelin en suint		1	2	2
Laine ; aguelin	laine agnelin		1	2	52
Laine ; batarde	laine bâtarde		1	2	2
Laine ; blanche	laine blanche		1	1	1
Laine ; blanche ; non filée	laine blanche non filée		1	1	1
Laine ; brule	laine brute	x	1	2	23
Laine ; brute	laine brute		1	9	23
Laine ; brutte	laine brute		1	9	23
laine ; brutte	laine brute		1	1	23
Laine ; Bruttes	laine brute		1	2	23
Laine ; Commune	laine commune		1	3	89
Laine ; commune	laine commune		1	77	89
Laine ; communs	laine commune		1	1	89
Laine ; crotelin	laine crottelins		1	1	1
Laine ; cru	laine crue		1	1	1
Laine ; d' agnelin	laine d'agnelin		1	2	52
Laine ; d' Allemagne	laine d'Allemagne		1	2	75
Laine ; d'Agnelin	laine d'agnelin		1	2	52
Laine ; d'agnelin	laine d'agnelin		1	33	52
Laine ; d'aguelin	laine d'agnelin		1	1	52
Laine ; d'Allemagne	laine d'Allemagne		1	63	75
Laine ; d'allemagne	laine d'Allemagne		1	6	75
Laine ; d'Alpaca	laine d'alpaca		1	1	2
Laine ; d'alpaca	laine d'alpaca		1	1	2
Laine ; d'Angleterre	laine d'Angleterre		1	1	2
Laine ; d'angleterre	laine d'Angleterre		1	1	2
Laine ; d'aquelin	laine d'agnelin		1	2	3
Laine ; d'Arles	laine d'Arles		1	1	3
Laine ; d'Arménie	laine d'Arménie	x	1	1	30
Laine ; d'Autriche	laine d'Autriche		1	16	31
Laine ; d'autriche	laine d'Autriche		1	3	31
Laine ; d'Autruche	laine d'Autriche	x	1	2	31
Laine ; d'Ecosse	laine d'Écosse		1	1	31
Laine ; d'écrue	laine d'écrue		1	5	5
Laine ; d'Espagne	laine d'Espagne		1	161	168
laine ; d'Espagne	laine d'Espagne		1	2	168
Laine ; d'Espagne ; Amaletat	laine d'Espagne amaletat	x	1	1	1
Laine ; d'Hollande	laine de Hollande		1	3	6
Laine ; d'hollande	laine de Hollande		1	3	6
Laine ; d'Italie	laine d'Italie		1	2	2
Laine ; de Barbarie	laine de Barbarie		1	5	8
Laine ; de barbarie	laine de Barbarie		1	2	8
Laine ; de bear	laine de Béarn	x	1	1	10
Laine ; de Bearn	laine de Béarn		1	8	10
Laine ; de Béarn	laine de Béarn		1	1	10
Laine ; de Bologne	laine de Bologne		1	3	3
Laine ; de Brabant	laine de Brabant		1	1	1
Laine ; de Carmenie	laine de Carmenie	x	1	11	30
Laine ; de carmenie	laine de Carmenie	x	1	2	30
Laine ; de carmenin	laine de Carmenie	x	1	1	30
Laine ; de chamois	laine de chamois		1	1	1
Laine ; de chèvre	laine de chèvre		0	0	0
Laine ; de chevres	laine de chèvre		1	2	10
Laine ; de Chevron	laine de chevrons	x	1	3	130
Laine ; de chevron	laine de chevrons	x	1	117	130
laine ; de chevron	laine de chevrons	x	1	1	130
Laine ; de chevrons	laine de chevrons	x	1	9	130
Laine ; de Constantinople	laine de Constantinople		1	1	1
Laine ; de Danemark	laine du Danemark		1	5	7
Laine ; de Dannemark	laine du Danemark		1	2	7
Laine ; de Farmenie	laine de Carmenie	x	1	1	30
Laine ; de farmenie	laine de Carmenie	x	1	2	30
Laine ; de farumie	laine de farumie	x	1	2	30
Laine ; de L'armenie	laine de Carmenie	x	1	1	30
laine ; de l'armenie	laine de Carmenie	x	1	3	30
Laine ; de l'Arménie	laine de Carmenie	x	1	2	30
Laine ; de l'arménie	laine de Carmenie	x	1	1	30
Laine ; de larmenie	laine de Carmenie	x	1	2	30
Laine ; de Levant	laine du Levant		1	13	17
Laine ; de levant	laine du Levant		1	4	17
Laine ; de Moscous	laine de Moscou		1	1	1
Laine ; de nigagne	laine de vigogne	x	1	3	3
Laine ; de Perse	laine de Perse		1	6	10
Laine ; de perse	laine de Perse		1	3	10
Laine ; de Pologne	laine de Pologne		1	14	16
Laine ; de pologne	laine de Pologne		1	1	16
Laine ; de Portgal	laine du Portugal		1	2	35
Laine ; de Portugal	laine du Portugal		1	32	35
Laine ; de Pouille	laine des Pouilles		1	1	1
Laine ; de rames	laine de rames	x	1	2	27
Laine ; de Rome	laine de Rome		1	2	3
Laine ; de segons	laine de Ségovie	x	1	2	69
Laine ; de segouie	laine de Ségovie		1	1	69
Laine ; de Segovie	laine de Ségovie		1	34	69
Laine ; de segovie	laine de Ségovie		1	13	69
Laine ; de Ségovie	laine de Ségovie		1	17	69
Laine ; de sergovie	laine de Ségovie		1	1	69
Laine ; de smirne	laine de Smyrne		1	1	1
Laine ; de Suède	laine de Suède		1	1	1
Laine ; de suin	laine de suint		1	2	44
Laine ; de tan	laine de tan		1	1	1
Laine ; de tapisserie	laine de tapisserie		1	1	1
Laine ; de Venise	laine de Venise		1	1	1
Laine ; de Vigogne	laine de vigogne		1	18	61
Laine ; de vigogne	laine de vigogne		1	42	61
Laine ; diverse	laine diverse		1	24	193
Laine ; diverses	laine diverse		1	32	193
laine ; du Levant	laine du Levant		1	1	1
Laine ; du Nord	laine du Nord		1	11	13
Laine ; du nord	laine du Nord		1	1	13
Laine ; ecrin ; lavée	laine écrue lavée	x	1	1	1
Laine ; en ...	laine en ???		1	2	2
Laine ; en cote	laine en côte		1	2	5
Laine ; en côte	laine en côte		1	2	5
Laine ; en cotes	laine en côte		1	1	5
Laine ; en flotte	laine en flotte	x	1	1	1
Laine ; en lain	laine en lain	x	1	2	2
Laine ; en masses	laine en masses		1	1	1
Laine ; en rame	laine en rames		1	1	27
Laine ; en rames	laine en rames		1	23	27
Laine ; en Renne	laine en Renne	x	1	1	1
Laine ; en suin	laine en suint		1	29	44
Laine ; en suin ???	laine en suint ???		1	3	44
Laine ; en suint	laine en suint		1	2	44
Laine ; en surge	laine en surge		1	4	4
Laine ; en toison	laine en toison		1	23	25
laine ; en toison	laine en toison		1	1	25
Laine ; en vigogne	laine en vigogne		1	1	1
Laine ; fiée	laine filée		1	3	200
Laine ; filé	laine filée		1	3	200
Laine ; filée	laine filée		1	150	200
laine ; filée	laine filée		1	2	200
Laine ; filée et fine	laine filée et fine		1	1	3
Laine ; fine	laine fine		1	13	15
Laine ; fine et filée	laine fine et filée		1	2	3
Laine ; grasse	laine grasse		1	3	19
Laine ; grosse	laine grosse		1	14	19
Laine ; grossière	laine grossière		1	2	19
Laine ; lavé	laine lavée		1	4	256
Laine ; lavée	laine lavée		1	241	256
Laine ; mêlée	laine mêlée		1	1	1
Laine ; menue	laine menue		1	3	3
Laine ; non filée	laine non filée		1	18	19
Laine ; Peignée	laine peignée		1	4	121
Laine ; peignée	laine peignée		1	1	121
Laine ; peignées	laine peignée		1	2	121
Laine ; peingnée	laine peignée		1	4	121
Laine ; pelade	laine pelade		1	28	39
Laine ; pellade	laine pelade		1	11	39
Laine ; pellude	laine pelade		1	3	5
Laine ; peluche?	laine peluche ???		1	2	5
Laine ; petite	laine petite		1	1	1
Laine ; segovie	laine Ségovie		1	1	69
Laine ; Serge	laine serge		1	1	173
Laine ; serge	laine serge		1	21	173
Laine ; suge	laine surge		1	3	173
Laine ; Surge	laine surge		1	12	173
Laine ; surge	laine surge		1	135	173
Laine ; teinte	laine teinte		1	4	4
Laine ; toison	laine toison		1	3	3
Laine ; vigogne	laine vigogne		1	1	1
Laine ; vivante	laine vivante		1	1	1
Laine : filée	laine filée		1	1	200
Laine : sarge	laine serge		1	1	7
Laine a tapisser	laine à tapisser		1	1	84
Laine a tapisserie	laine à tapisserie				
Laine à tapisserie	laine à tapisserie		1	4	84
Laine angora/mohair	laine angora mohair		0	0	0
laine appreté pour peruques	laine apprêtée pour perruques		0	0	0
Laine brut	laine brute				
laine brut ou non lavée	laine brute ou non lavée		0	0	0
Laine brute	laine brute				
Laine brute de mouton	laine brute de mouton		0	0	0
Laine brutte	laine brute		1	1	2352
Laine commun	laine commune		1	2	89
Laine Commune	laine commune		1	3	89
Laine commune	laine commune		1	2	89
laine commune	laine commune				
laine commune d'Espagne	laine commune d'Espagne				
Laine d'agneau	laine d'agneau		0	0	0
laine d'agnelin	laine d'agnelin				
Laine d'aignelain	laine d'agnelin				
Laine d'aignelin	laine d'agnelin				
laine d'aignelin	laine d'agnelin				
Laine d'Allemagne	laine d'Allemagne		1	2	75
laine d'Allemagne	laine d'Allemagne		0	0	0
Laine d'Autriche	laine d'Autriche		1	7	31
Laine d'autriche	laine d'Autriche		1	1	31
laine d'autriche	laine d'Autriche		1	1	31
Laine d'Espagne	laine d'Espagne		1	4	168
laine d'Espagne	laine d'Espagne				
Laine de Barbarie	laine de Barbarie		1	1	8
laine de Brême	laine de Brême		0	0	0
Laine de Chevron	laine de chevrons	x			
Laine de chevron	laine de chevrons	x			
laine de chevron	laine de chevrons	x			
Laine de figovie	laine de Ségovie				
Laine de Levant	laine du Levant				
laine de pelade	laine de pelade				
laine de Pologne	laine de Pologne		0	0	0
laine de Pologne et autres etrangeres	laine de Pologne et autres étrangères		0	0	0
laine de Pomeranie	laine de Poméranie		0	0	0
laine de Prussie	laine de Prusse		0	0	0
laine de rome	laine de Rome				
Laine de segovie	laine de Ségovie				
laine de segovie	laine de Ségovie				
laine de sigorie	laine de Ségovie	x			
Laine de Sigovie	laine de Ségovie				
laine de sigovie	laine de Ségovie				
Laine de surge	laine de surge		1	1	173
Laine de Vigogne	laine de vigogne		1	1	61
laine de vigogne	laine de vigogne				
laine demi lavée	laine demi lavée				
laine demy lavée	laine demi lavée				
Laine en Rome	laine en Rome		1	1	3
Laine en Suin	laine en suint				
Laine en suin	laine en suint				
Laine en Suint	laine en suint		1	3	44
Laine en toison	laine en toisons				
Laine en toisons	laine en toisons		1	1	25
Laine File	laine filée	x	1	1	200
Laine filée	laine filée				
Laine Fillé	laine filée		1	3	200
Laine fillée	laine filée		1	2	200
laine grasse et filée	laine grasse et filée		0	0	0
Laine l'ance	laine l'ance	x			
Laine Lave	laine lavée		1	1	256
Laine lavée	laine lavée				
laine lavée	laine lavée				
Laine non filée	laine non filée		1	1	19
laine non peignée	laine non peignée		0	0	0
laine panorme	laine panorme	x			
Laine Peigné	laine peignée		1	3	121
Laine peigné	laine peignée		1	2	121
laine peigné	laine peignée		0	0	0
Laine Peignée	laine peignée		1	4	121
Laine peignée	laine peignée				
Laine pelade	laine pelade		1	2	7
laine pelade	laine pelade				
Laine pellade	laine pelade				
laine pellade	laine pelade				
Laine place	laine place		1	1	2
laine pour chapelliers	laine pour chapeliers	x	0	0	0
Laine surge	laine surge				
laine surge	laine surge				
laine surge et pelade	laine surge et pelade				
Laine Tanné	laine tannée		1	1	1
laine teinte	laine teinte				
laine: surge	laine surge				
Laines	laine		1	68	484
Laines ; d'Aignelin	laine d'agnelin		1	12	52
Laines ; d'Allemagne	laine d'Allemagne		1	1	75
Laines ; de l'armenie	laine de Carmenie	x	1	1	30
Laines ; de segovie	laine de Ségovie		1	1	1
Laines ; de toutes sortes	laine de toute sorte		1	17	193
Laines ; de vigogne	laine de vigogne		1	1	1
Laines ; diverses	laine diverse		1	9	193
Laines ; du Nord	laine du Nord		1	1	13
Laines ; en rames	laine en rames		1	1	27
Laines ; filées	laine filée		1	1	200
Laines ; fines	laine fine		1	2	15
Laines (déchet de )	laine déchet de		1	2	2
Laines (déchet, tontisse et penne de )	laine déchet tontisse et penne de	x	1	1	1
Laines à tapisserie	laine à tapisserie		1	1	84
Laines communes, ordinaires, lavées et en suint	laine commune ordinaire lavée et en suint		1	8	8
Laines d'Espagne	laine d'Espagne				
Laines de chevron et poil de chameau	laine de chevrons et poil de chameau		1	35	43
Laines de chevron et poil de lapin	laine de chevrons et poil de lapin		1	5	5
Laines de chevron, poil de chameau et vigogne	laine de chevrons poil de chameau et vigogne		1	11	18
Laines de chèvron, poil de chameau et vigogne	laine de chevrons poil de chameau et vigogne		1	7	18
Laines de chevron, poils de chameau	laine de chevrons poil de chameau		1	8	43
Laines de Fer	laine de fer		1	1	1
Laines déchet de laine, bourre, lanisse, tontisse	laine déchet de laine bourre lanisse tontisse	x	1	5	5
Laines diverses	laine diverse		1	111	193
laines en suin	laine en suint		1	1	44
Laines filée	laine filée				
Laines filées	laine filée		1	16	200
Laines filées, blanches et teintes	laine filée blanche et teinte		1	21	34
laines Fillées	laine filée		1	1	200
Laines fines	laine fine		1	8	8
Laines fines filées et teintes	laine fine filée et teinte		1	13	13
Laines fines filées, blanches et teintes	laine fine filée blanche et teinte		1	13	34
Laines fines mérinos en suint	laine fine mérinos en suint		1	10	10
