item,group,,,afterItems,obsolete,imprimatur
grains petits,0a,,,[Tapisserie ; d'hantelisse] [Tapisserie ; d'hautelisse] [Tapisserie ; d'Hautelisse] [Tapisserie ; de haute lisse] [Tapisserie ; de Hautelisse] [Tapisserie d'haute tisse] [Tapisserie d'Hautelisse] [Tapisserie de chantelisse] [Tapisserie de Hautelisse],no,
graisse,4,,,[Tapisserie ; de Flandre ; avec or et argent],no,
graisse d'oint,4,,,[Tapisserie de fil peint],no,
graisse d'ours,4,,,[Tapisserie ; de laine et fil] [Tapisserie ; fil et laine],no,
graisse de baleine,4,,,[Tapisserie ; de Bruxelles],no,
graisse de boucherie,4,,,[Tapisserie ; de bergame] [Tapisserie ; de Bergame] [Tapisserie ; de bergames] [Tapisserie ; de Bergames] [Tapisserie de Bergames],no,
graisse de cacao,4,,,[Tapisserie ; de Beauvais],no,
graisse de chanvre,4,,,[Tapisserie ; d'elbeuf] [Tapisserie ; d'Elbeuf] [Tapisserie; d'Elbeuf],no,
graisse de cire,4,,,[tapisserie ; d'auvergne] [Tapisserie ; d'auvergne] [Tapisserie ; d'Auvergne] [Tapisserie d'auvergne] [Tapisserie d'Auvergne] [Tapisserie D'Auvergne] [Tapisserie; d'auvergne] [Tapisseries ; d'Auvergne] [Tappisserie d'auvergne],no,
graisse de cochon,4,,,[Tapisserie ; d'oudemarde] [Tapisserie ; d'oudenarde] [Tapisserie ; d'Oudenarde] [Tapisserie ; d'Oudenerde] [Tapisserie; d'Oudenarde],no,
graisse de mouton,4,,,[Tapisserie d'aubusson tenture] [Tapisserie d'aubusson tentures],no,
graisse de poisson,4,,,[Tapisserie ; d'anbusson] [Tapisserie ; d'Anbusson] [tapisserie ; d'aubusson] [Tapisserie ; d'aubusson] [Tapisserie ; d'Aubusson] [Tapisserie d'aubusson] [Tapisserie d'Aubusson] [Tapisserie D'Aussumon] [Tapisserie; d'aubusson] [Tapisseries ; d'Aubusson],no,
graisse de porc,4,,,[Tapisserie ; d'Anvers],no,
graisse de tasson et autres,4,,,[Tapisserie ; d'amiens] [Tapisserie ; d'Amiens],no,
graisse douce,4,,,[Tapisserie ; commune],no,
graisse et chair salée de porc,4,,,[Tapisserie ; à l'aiguile] [Tapisserie ; à l'aiguille] [Tapisserie ; à l'éguille],no,
graisse fondue,4,,,[Tapisserie ; à l'Aubusson],no,
graisse ou vieux-oint,4,,,[Tapis ; fil teint],no,
graisse salée,,,,[Tapis ; divers] [Tapis divers],no,
granille de cochenille,,,,[Marchandises provenant du commerce français dans l'Inde ; Tapis],no,
granit,2,,,[Tapis ; de Turquie] [tapis de Turquie],no,
grannette de coton,,,,[tapis de table] [Tapis de table],no,
grappins,,,,[Tapis ; fil et laine] [Tapis fil et laine],no,
grappins de fer,6j,,,[Tapis ; fil et coton],no,
gras de tours,,,,[Tapis ; d'Auvergne] [Tapis d'auvergne] [Tapis d'Auvergne],no,
gras rouge,,,,[Tapis ; d'aubusson] [Tapis ; d'Aubusson] [Tapis d'aubesson] [Tapis d'Aubusson],no,
gras-double,,,,[Tapis] [Tepis],no,
grattes,,,,[Toile ; fil ; siamoise ; imprimée],no,
grattes en fer,6j,,,[Siamoises imprimées] [Toile ; siamoise ; imprimée],no,
grattoirs,,,,[Toile siamoise fine],no,
gravelée et potasse et védasse,5,,,[Toiles diverses siamoises fil coton],no,
gravelle,2,,,[Siamoise de Rouen],no,
gravures,,,,[Toile ; fil ; siamoise ; simple],no,
gravures encadrées,,,,[Toile ; fil ; siamoise ; teinte],no,
grèles à café,,,,[Toile ; de fil et coton ; en siamoise ; teinte],no,
grelots,,,,[Toile ; de fil et coton ; en siamoise ; imprimée] [Toiles ; fil et coton ; siamoise ; imprimée],no,
grelots de cuivre,8,,,[Siamoise ; ordinaire] [Siamoise ordinaire] [Toile siamoise commune],no,
grelots de laiton,,,,[Siamoise ; a peu] [Siamoise a peu],no,
grenade,0b,,,[Siamoise ; a fleurs],no,
grenade à feu,8,,,[Siamoise] [Siamoises] [Toiles diverses ; siamoise],no,
grenade de coton,2,,,[Toile ; linge de table ; serviettes ouvrées],no,
grenade de fer,8,,,[serviettes découppées],no,
grenade étoffe,,,,[Serviettes ; communes] [Serviettes communes] [Toile de linge de table ; serviettes communes],no,
grenade fruit,0a,,,[Serviettes ; a napes],no,
grenadier et laurier et jasmin etc,,,,[Linge de table ; serviettes] [Linge de table serviettes] [Linge en serviettes] [Lingerie en serviettes] [Servietes] [Serviette] [serviettes] [Serviettes] [Toile ; Linge ; de table ; serviette] [Toile ; linge de table ; servietes] [Toile ; linge de table ; serviettes] [Toile ; linge de table serviettes] [Toile linge de table ; serviettes] [Toile; linge de table ; serviettes] [Toiles ; linge de table serviettes] [Toille ; linge de table ; serviettes] [Toille ; linge de table serviettes] [Toille linge de table serviettes],no,
grenailles,,,,[Etoffes ; de laine ; en serge ; auvoile] [Etoffes ; de laine ; serge ; en voile] [Etoffe ; de laine ; serge ; voile],no,
grenailles d'acier et de fer,6j,,,[Serge fil et laine],no,
grenat,6k,,,[Etoffe satinette] [Étoffe satinette],no,
grenat et rubis,6k,,,[Sargue fil et laine] [Sargué fil et laine],no,
grenat faux,6k,,,[Sarge],no,
grenat faux et autres pierres fausses non montées,6k,,,[///Objets manufacturés///Rubannerie ordinaire],no,
grenat fin,6k,,,[///Objets manufacturés///Rubanneries diverses],no,
grenat fin monté,8,,,[Rubannerie diverse ordinaire] [Rubannerie ordinaire] [Rubannerie ordinaires],no,
grenat fin non monté,6k,,,"[Rubannerie et passementerie de diverses matières (celles de soie et dorures exceptées)] [Rubannerie et passementerie diverses (celles de soie et dorure exceptées)] [Rubanerie ord.re (celle en dorure fine et de soie exceptée)] [Rubannerie, passementerie diverse (celle de soie exceptée)]",no,
grès,,,,[Rubans ; velouté] [Rubans veloutés],no,
grès à laver,,,,[rubans en dorure] [Rubans en dorure],no,
grès en pavé,,,,[Ruban ; dorure ; d'or] [Rubans; dorure; d'or] [Ruban ; en dorure ; d'or],no,
grès rouge,2,,,[Ruban ; dorure ; or et argent ; fin] [Ruban ; dorure ; or et argent fin],no,
grignons,,,,[Ruban ; dorure ; or et arg faux] [Ruban ; dorure ; or et argent ; faux] [Ruban ; dorure ; or et argent faux],no,
grillages,,,,[Ruban ; dorure ; or et argt] [Rubans; dorure; or et argent] [Ruban ; en dorure ; or et argt],no,
grillages de fer,6j,,,[Ruban ; dorure ; d'argent] [Ruban ; dorure ; d'argt] [Rubans; dorure; d'argent] [Ruban ; en dorure ; d'argent],no,
grillages en fer,6j,,,[Rubans de Padoux],no,
grilles,,,,[Ruban ; de fil ; teint],no,
grilles de fer,6j,,,[Ruban ; de fil et laine] [Ruban ; de Fil et laine] [Ruban de Fil § laine] [Ruban; de fil § Laine] [Rubans ; de fil et laine] [Ruban ; fil et laine] [Ruban ;Fil § Laine] [Ruban fil et laine] [Ruban Fil et Laine] [Rubans ; fil et laine] [Rubans fil et laine] [Rubans; fil et laine] [Ruban ; laine et fil],no,
grilles de fer de fonte,6j,,,[Ruban ; de fil ; or et argent],no,
grilles de fer pour moulins à sucre,6j,,,[Ruban ; de fil ; blanc],no,
grilles et tambours de fer,6j,,,[passemens rubans de fil] [Ruban à Fil] [Riubans ; de fil] [Ruban ; de fil] [Ruban ; de Fil] [Ruban ; De fil] [ruban de fil] [Ruban de fil] [Ruban de Fil] [Rubans ; de fil] [Rubans ; De fil] [Rubans ; de fils] [Rubans de fil] [Rubans de Fil] [Rubans; de fil],no,
grillons,,,,[Ruban ; de fil ; blanc ; mêlé ; d'argent ; faux],no,
grillons de fonte,,,,[Ruban ; d'argent] [Ruban d'argent] [Ruban en argent],no,
gris,5,,,[Riban ; au quart] [Ruban ; au quart] [Ruban ; au quast],no,
grisette,6i,,,[Rubans ; à perruques],no,
grisette de laine,8,,,[Rubans] [Rubans de diverses matières] [Ruban ; divers] [Rubans ; divers] [Rubans divers] [Rubanerie diverse] [Rubannerie diverse] [Rubanneries diverses] [Rubanneris diverses],no,
grisette de soie,,,,[Ratz ; de Reims],no,
grisons,,,,[Raz ; de morue],no,
grives,,,,[Raz ; de fleury],no,
groisil,2,,,[points d'hongrie],no,
groisil de verre,2,,,[Point ; d'Espagne et ruban or et argent],no,
gros de Mours,,,,[Panne et peluche],no,
gros de Naples,,,,[Ouvrages de passementerie ordinaire],no,
gros détours,,,,[Passementerie ; fine ; en velours],no,
gros rouge,5,,,[Passementerie en franges de fil],no,
gros tors,???,,,[passemens de fil et laine],no,
groseille,,,,[passemens de fil et cotton],no,
grosgrain,,,,[Ouvrages de passementerie de fil en filoselle],no,
grosil,2,,,[Passementerie en fil soye et galon],no,
gruau,0a,,,[Passementerie ; argent ; faux],no,
gruau d'avoine,,,,[///Industrie générale///Passementerie] [///Industrie Générale///Passementerie] [Ouvrages ; de passementerie] [Ouvrages ; De passementerie] [Ouvrages de passementerie] [Ouvrages de passementeries] [Ouvrages ; de passementerie ; diverse] [Ouvrages ; de passementier] [Ouvrages ; de passementier : ?] [Ouvrages ; De passmenterie] [Ouvrages ; Passementerie] [//////Passementerie] [Passementerie] [Papementerie ; diverse] [Passemens] [Passement] [Passements],no,
gruau de grain comestible,0a,,,[Panne ; ordinaire],no,
gruau de grain sarrasin,,,,[pane des prises] [Panne de prise],no,
gruau de millet,,,,[panne ; d'Amiens] [Panne d'amiens] [Panne D'amiens] [Pannes d'amiens],no,
grulleau,,,,[Ouvrage en panne à couvrir] [Pannes ; a couvrir] [Pannes ; à couvrir],no,
guajocum utilisé pour traiter la syphilis,,,,[Etoffes ; panne] [Pane] [panne] [Panne],no,
guéridon,8,,,[Ouvrages en passementerie ordinaire],no,
guêtres,,,,[Ouvrage de fil en galon],no,
guêtres de coton,,,,[Ouvrage de fil] [Ouvrages ; de fil],no,
guêtres de toile,8,,,"[Ouvrages de diverses matières ; idem de coton, filoselle, fil et laine]",no,
guftas,,,,[Ouate] [Oüate] [ouatte] [Ouatte] [Oüatte] [Ouattes] [Ouette] [Ouettes] [wattes],no,
guignolet en ratafia,1,,,[mousseline de Suisse et sciamoise à ligne de soye],no,
guignolet en ratafia de cerise,,,,[Molton ; frisé],no,
guildive,1,,,[Moleton de capiton] [Etoffes ; molton ; capiton],no,
guin ???,,,,[Molton / aune],no,
guina,,,,[Moleton] [Moletons] [Mollerons] [molton] [Molton] [Molton ; de coton] [Moltons],no,
Guinée,6g,,,[Mignonetes] [Mignonette] [Mignonettes] [Mignonnette],no,
Guinée blanche,6g,,,[Lizieres ; de velour] [Lizières ; de velour],no,
Guinée blanche des Indes,6g,,,[Lisière ; de drap] [liziere ; de drap] [Liziere ; de drap] [Liziere de drap] [Lizieres ; de drap] [Lizières ; de drap] [Lizieres de drap],no,
Guinée blanche et bleue,,,,[Lizières],no,
Guinée blanche et bleue des Indes,6g,,,[Lingerie ; vieille],no,
Guinée bleue,6g,,,[linge ; vieux] [Linge ; vieux] [linge vieux] [Linge vieux] [Linge Vieux] [Linge; vieux],no,
Guinée bleue de coton,,,,[Linge ; uni],no,
Guinée bleue des Indes,,,,[linge travaillé],no,
Guinée bleue imitant celle des Indes,,,,[Toile ; linge de table ; vieux],no,
Guinée des Indes,,,,[Linge ; de table ; ouvré] [Linge de Table Ouvre] [Linge de table ouvré] [Linge de tavle ouvré],no,
Guinée imitant celle des Indes,,,,[Linge ; de table ; neuf],no,
Guinée Sénégal,,,,[Toile ; Linge ; de table ; damassé] [Toile ; linge de table damassé] [Toille ; linge de table damassé] [Linge ; de la table ; damassé] [Linge ; de table ; damassé],no,
Guinée tachée,,,,[Linge ; damasse],no,
guingan,6g,,,[Linge à Tapisserie],no,
guingan de coton,,,,[Toile; linge; a serviettes],no,
guingan de fil,,,,[Linge vieux à pansements],no,
guingan de lin,,,,[Lingerie ; linges à pansements],no,
guingan de Madras,,,,[Linges] [Linge ; de toutes sortes] [Linge ; divers],no,
guingan de Masulipatan,,,,[Lin ceuil vieux],no,
guingan de Pondichéry,,,,[Ligature ou Droguet ; de fil et laine],no,
guingan de Pondichéry et de Madras,,,,[Ligature] [Ligaturees] [ligatures] [Ligatures],no,
guingan de Rouen,,,,[Lien et fil],no,
guingan des Indes,,,,[Lien de fil] [Liens ; de fil] [Liens de fil],no,
guingan du Bengale,,,,[Legatine sur cotton],no,
guinimos,???,,,[Griselle] [Grisette] [Grisettes],no,
guipon,???,,,[Gaze ; d'or ; faux],no,
guisine,???,,,[gaze or et argent faux],no,
guitare,,,,[Galon vieux],no,
guitare de fer,8,,,[Galon ; pilé] [Galons ; pilés],no,
guitares,8,,,[Galon ; fin],no,
habassis,,,,[Passementerie en fleuret frange et galon],no,
habillement,,,,[Gallon en ruban de fil],no,
habillement brodé d'argent et d'or,,,,[Galons ; en dorure fausse] [Galons ; En dorure fausse],no,
habillement brodé d'or,,,,[Galon ; dorure ; d'or fin] [Galons ; dorure ; d'or ; fin] [Galons ; dorure ; d'or fin] [Galon ; en d'orure ; d'or fin],no,
habillement brodé de soie,,,,[Galon ; dorure ; d'or faux] [Galons ; dorure ; d'or ; faux] [Galons ; dorure ; d'or faux] [Galon ; en d'orure ; d'or faux],no,
habillement d'argent et d'or,,,,[Galon ; dorure ; d'or] [Galon dorure ; d'or] [Galons ; dorure ; d'or],no,
habillement d'or,,,,"[Galon , dorure ; or et argent ; fin] [Galon ; dorure ; or et argent ; fin] [Galon ; dorure ; or et argent fin] [Galon ; dorure ; or et argt ; fin] [Galons ; dorure ; or et argt fin]",no,
habillement de nègre,,,,[Galon ; dorure ; or et argent ; faux] [Galon ; dorure ; or et argent faux] [Galon ; dorure ; or et argt ; faux] [Galons ; dorure ; or et argent faux],no,
habillement de nègre en étoffe,,,,[Galon ; dorure ; or et argent] [Galon ; dorure ; or et argt] [Galon dorure ; or et argent] [Galons ; dorure ; or et argent] [Galons ; dorure ; or et argt] [Galon ; en d'orure ; or d'arg.],no,
habillement de soie,,,,[Galon ; dorure ; d'argent] [Galon ; dorure ; d'argt] [Galon dorure ; d'argent] [Galons ; dorure ; d'argent] [Galon ; en d'orure ; d'argent],no,
habillement de toile de chanvre,,,,[Galons ; Divers en soye en filozelle et en fils] [Galons ; divers au foye en filozelle et fil],no,
habillement de troupes,,,,[Galons de Sistème],no,
habillement et lingerie,8,,,[Galons ; de livrée ; du Roi],no,
habillement et lingerie et effets militaires,8,,,[Galon ; de livrée] [Galon ; delivrée] [Galons ; de livrée],no,
habillement riche,,,,[Gallon de Fil] [Gallons de fil] [Galon ; de fil] [Galon de fil] [Galon de Fil] [Galons ; de fil] [galons de fil] [Galons de fil] [Galon en Fil] [galou de Fil] [Ouvrages de passementerie en galons de fil],no,
habillés,,,,[Gallon d'or faux] [Gallons ; d'or ; faux] [Galon ; d'or ; faux] [Galon ; d'or faux] [Galon d'or faux] [Galons ; d'or ; faux] [Galons ; d'or faux] [Galons d'or faux] [Galon or faux],no,
habits,,,,[Galon d'or en bord],no,
habits à nègre,8,,,[Gallon d'argent faux] [Galon d'argent faux],no,
habits brodés d'or,,,,[Galon d'or en argent faux] [Galon d'or et argent faux] [Galon ; d'or et d'argent ; faux] [Galon d'or et d'argent faux] [Galon ; or et argent ; faux] [Galon or et argent faux] [Galons ; or et argent ; faux] [Galons ; or et argent faux] [Galons or et argent faux],no,
habits complets,8,,,[Galon brulé] [galons brulés],no,
habits complets et neufs,8,,,[Galon ; au 1/4 de soye] [Galon ; au 4 de soye] [Galon ; au quart soye],no,
habits d'étamine,8,,,[Galon ; a peu de soye] [Galon ; à peu de soye],no,
habits d'homme,8,,,[futaine peinte],no,
habits d'homme avec argent et or,8,,,[Futaine ; de toutes sortes],no,
habits de cour,,,,[futaine de Tournai],no,
habits de drap,8,,,[Futaine ; de 20 aunes],no,
habits de drap d'Elbeuf,8,,,[futaine blanche],no,
habits de drap galonnés d'argent et d'or,,,,[Froc de Bolbec],no,
habits de drap neuf,,,,[Finette etoffe],no,
habits de drap uni,,,,[Finetes de prises] [Finetes des prises],no,
habits de droguet de soie,8,,,[Finetes] [finette] [Finette],no,
habits de femme,,,,[filets vieux] [Filets vieux],no,
habits de laine,,,,[Fil ; teint] [Fil teine] [fil teint] [Fil teint],no,
habits de laine pour nègre,,,,[Fil ; simple] [Fil ; single],no,
habits de livrée,8,,,[Fil retord à coudre] [Fil retors à coudre],no,
habits de livrée et ornements d'église,8,,,[Fil ; plat],no,
habits de peau,,,,[Fil ; passeperle],no,
habits de peau complets,,,,[Fil ouvré],no,
habits de pelleterie,8,,,[Fil ; ordinaire],no,
habits de pinchina,8,,,[Fil ; or et rang ; fin],no,
habits de soie,,,,[Fil ; noir],no,
habits de soldat,,,,[Fil ; en gros] [Fil ; gros] [fil gros] [Fil gros],no,
habits divers,,,,"[Fil ; gris , simple] [Fil ; gris ; simple] [Fil ; gris single]",no,
habits enrichis,8,,,[Fil ; gris],no,
habits et lingerie,8,,,[Fil ; everda],no,
habits et taffetas,9b,,,[Toile ; et fil],no,
habits pour homme,,,,[Fil ; en poigné] [Fil ; en poignée] [Fil ; en poignées],no,
habits pour homme complets,,,,[Fil ; en masse] [Fil ; en massé] [Fil ; en masses] [Fil en masse] [Fil en masses],no,
habits pour homme et pour femme,,,,[Fil ; en gueule],no,
habits pour nègre,,,,[Fil ; écru] [Fil écru],no,
habits supportés,8,,,[Fil ; divers] [Fil divers] [Fils ; divers] [Fils divers],no,
habits uniformes,,,,[Fil ; de ville],no,
habits unis,8,,,"[Fil , de tissreand] [Fil ; de tisserand] [Fil ; de tissrand]",no,
habits vieux,,,,[Fil ; de téton],no,
haches,6j,,,[Fil ; de filesie] [Fil ; de Sileoie] [Fil ; de silesie] [Fil ; de Silesie] [Fil ; de Silésie],no,
haches d'armes,,,,[Fil ; de sagette] [Fil ; de sayette] [Fil ; de Sayette] [Fil ; de sayettes] [Fil ; de soyette],no,
haches de fer,6j,,,[Fil ; de Pitte] [Fil ; de ritte],no,
haches de fer et d'acier,,,,[Fil ; de Rennes] [Fil de reines] [Fil de Remes] [Fil de rènes] [Fil de Renne] [FIL de Renne] [fil de Rennes] [Fil de rennes] [Fil de Rennes] [Fil de Rènnes] [Fil de Rome],no,
haches de fer et houes de fer et serpes de fer,,,,[Fil ; de Remsal],no,
haches et houes,,,,[Fil ; de niord] [Fil ; de Niord] [Fil ; de niort] [Fil ; de Niort] [Fil de niord] [Fil de Niord] [Fil de niort] [Fil de Niort],no,
haches et houes de fer,6j,,,[Fil de Morlaix],no,
haches et houes et serpes,,,,[Fil ; de menage] [Fil ; de ménage],no,
haches et serpes,,,,[Fil ; de loupe],no,
haches paille,,,,[Fil ; de layette],no,
hallebardes,,,,[Fil ; de latez],no,
haltsays,,,,[Fil de flandre fin],no,
hamacs,,,,[Fil ; de flandre],no,
hamacs de coton,6g,,,[Fil ; de couleur] [Fil de coulleur],no,
hamacs de retour,,,,[Fil de cordonnier],no,
hamans,,,,[Fil ; de coraillens] [Fil ; de corailleun] [Fil ; de corailleur] [fil de corailleur] [Fil de corailleur],no,
hameçons,8,,,[Fil ; de canette],no,
hameçons cassés,,,,[Fil ; de bretagne] [Fil ; de Bretagne] [Fil de Bretagne],no,
hampes de plumes,,,,[Fil ; de Bourgagne] [Fil ; de bourgogne] [Fil ; de Bourgogne] [fil de bourgogne] [Fil de bourgogne],no,
harancades,,,,[Fil ; de Bieustons],no,
haras,0a,,,[Fil ; d'or ; faux] [Fil ; d'or faux] [Fil d'or faux],no,
hardes,,,,[Fil ; d'Epinay] [Fil ; d'Espinay],no,
hardes capillaire,,,,[Fil ; d'épreuve] [Fil d'epreuve] [Fil d'épreuve],no,
hardes et habillement,,,,[Fil ; epinal ; simple],no,
hardes neuves,,,,[fil d'espinal gris],no,
hardes perelle,,,,[fil d'espinal de Silesie],no,
hardes pour nègre,,,,[Fil ; épinal],no,
hardes vieilles,,,,[Fil ; d'Auvergne],no,
hareng frais,0a,,,[Fil ; cru ; simple ; de lin],no,
harengs,0a,,,[Fil ; cru] [Fil ; crû] [fil cru] [Fil cru] [fil crû],no,
harengs blancs,0a,,,[Fil commun] [Fils ; commun],no,
harengs blancs marinés et salés,0a,,,[Fil ; de Cardes],no,
harengs blancs salés,,,,[Fil retord blanc] [Fil ; blanc ; retord] [Fil ; blanc ; retords],no,
harengs blancs salés et marinés,,,,[Fil ; blanc et en couleur],no,
harengs cades,,,,[fil d'espinal blanc] [Fil ; epinal ; blanc] [Fil ; épinal ; blanc] [Fil ; épinal blanc],no,
harengs de la Baltique petits,,,,[Fil ; à coudre ; blanc] [Fil ; a coudre blanc] [Fil ; à coudre blanc] [Fil a coudre blanc] [Fil à coudre blanc] [Fil ; blanc ; a coudre] [Fil ; blanc ; à coudre] [Fil ; blanc a coudre] [Fil blanc a coudre] [Fil Blanc a coudre] [Fil blanc à coudre],no,
harengs de la pêche nationale,,,,[fil ; blanc] [Fil ; blanc] [fil blanc] [Fil blanc],no,
harengs et maquereaux salés,0a,,,[Fil auville],no,
harengs frais,,,,[Fil ; à tricoter] [Fil à tricotter],no,
harengs frais et merlan frais,0a,,,[Fil ; A toile] [Fil A Toile],no,
