marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc
Tissu avec chaîne de lin et trame de laine ; Thirumtin,tissus avec chaînes de lin et trame de laine thirumtin,x,Pierre Gervais,
Tissu d’ Osnabrück,tissus d’Osnabrück,,Pierre Gervais,
Tissu d’Ecosse,tissus d’Écosse,,Pierre Gervais,
Tissu de coton,tissus de coton,,Pierre Gervais,
"Tissu de coton, gratté d'un côté",tissus de coton gratté d'un côté,,Pierre Gervais,
Tissu de crin,tissus de crin,,Pierre Gervais,
Tissu de fil,,,,1
Tissu de Gorlitz,tissus de Gorlitz,x,Pierre Gervais,
Tissu de l’Inde,tissus des Indes,,Pierre Gervais,
Tissu de laine,tissus de laine,,Pierre Gervais,
Tissu de lin,tissus de lin,,Pierre Gervais,
Tissu de plocq,,,,2
Tissu de Windau,tissus de Windau,,Pierre Gervais,
Tissu écarlate,tissus écarlates,,Pierre Gervais,
tissu en laine à poils longs,tissus en laine à poil long,,Pierre Gervais,
Tissu en laine double fil,tissus en laine double fil,,Pierre Gervais,
Tissu en laine fabriqué à Arras,tissus en laine fabriqué à Arras,,Pierre Gervais,
Tissu en soie,tissus en soie,,Pierre Gervais,
Tissu gris (Lübeck),tissus gris Lübeck,,Pierre Gervais,
Tissu lourd en laine,tissus lourds en laine,,Pierre Gervais,
Tissu pour vêtements militaires,tissus pour vêtements militaires,,Pierre Gervais,
Tissu résistant,tissus résistants,,Pierre Gervais,
Tissu tissé en laine d'angora,tissus tissés en laine d'angora,,Pierre Gervais,
Tissu très fin,tissus très fins,,Pierre Gervais,
Tissus,tissus,,Pierre Gervais,
Tissus à rayures,tissus à rayures,,Pierre Gervais,
Tissus de crin,tissus de crin,,Pierre Gervais,30
Tissus de fil de lin et de chanvre en toile de toute sorte,tissus de fil de lin et de chanvre en toile de toute sorte,,Pierre Gervais,12
Tissus de fil et coton mélangés,tissus de fil et coton mélangés,,Pierre Gervais,10
Tissus de fleuret,tissus de fleuret,,Pierre Gervais,20
Tissus de fleuret en étoffes et rubannerie,tissus de fleuret en étoffe et rubannerie,,Pierre Gervais,
Tissus de fleuret en étoffes et rubanneries,tissus de fleuret en étoffe et rubannerie,,Pierre Gervais,10
Tissus de laine,tissus de laine,,Pierre Gervais,
Tissus de laine en tapis,tissus de laine en tapis,,Pierre Gervais,7
Tissus de lin et de chanvre en toile diverses,tissus de lin et de chanvre en toile diverse,,Pierre Gervais,13
Tissus de lin et de chanvre en toiles diverses,tissus de lin et de chanvre en toile diverse,,Pierre Gervais,13
"Tissus de soie, coton et laine mélangés",tissus de soie coton et laine mélangés,,Pierre Gervais,26
Tissus de toile de coutil,tissus de toile de coutil,,Pierre Gervais,3
Tissus de toile en linge de table,tissus de toile en linge de tables,,Pierre Gervais,8
Tissus de toiles de coutil et à carreaux,tissus de toile de coutil et à carreaux,,Pierre Gervais,1
Tissus de toiles en linge de table,tissus de toile en linge de tables,,Pierre Gervais,4
Tissus dentelles de fil,tissus dentelle de fil,,Pierre Gervais,12
tocfiche,stockfish,,Pierre Gervais,1
Toie ; Cholet,toile Cholet,,Pierre Gervais,1
Toie ; de coton,toile de coton,,Pierre Gervais,1
Toie ; piquée,toile piquée,,Pierre Gervais,1
Toie ; Toilerie,toile toilerie,,Pierre Gervais,1
Toiile ; à carreau,toile à carreaux,,Pierre Gervais,1
Toil en Rossière,toile en rossière,x,Pierre Gervais,1
Toilà ; à Bluteaux,toile à bluteaux,,Pierre Gervais,1
Toile,toile,,Pierre Gervais,9
"Toile , Bem ; ?",toile bem ???,x,Pierre Gervais,1
"Toile , siamoise",toile siamoise,,Pierre Gervais,14
Toile ; ?,toile ???,,Pierre Gervais,18
Toile ; à bas,toile à bas,,Pierre Gervais,3
Toile ; a bats,toile à bâts,x,Pierre Gervais,1
Toile ; à caneva,toile à canevas,,Pierre Gervais,1
Toile ; à canneva,toile à canevas,,Pierre Gervais,1
Toile ; à carreau,toile à carreaux,,Pierre Gervais,1
Toile ; A carreaux,toile à carreaux,,Pierre Gervais,2
Toile ; a carreaux,toile à carreaux,,Pierre Gervais,15
Toile ; à carreaux,toile à carreaux,,Pierre Gervais,96
Toile ; à doubler,toile à doubler,,Pierre Gervais,
Toile ; A matelas,toile à matelas,,Pierre Gervais,1
Toile ; a matelas,toile à matelas,,Pierre Gervais,1
Toile ; à matelas,toile à matelas,,Pierre Gervais,12
Toile ; à matelat,toile à matelas,,Pierre Gervais,9
Toile ; a matelats,toile à matelas,,Pierre Gervais,7
Toile ; à matelats,toile à matelas,,Pierre Gervais,18
Toile ; à matelot,toile à matelot,,Pierre Gervais,5
Toile ; à napes,toile à nappes,,Pierre Gervais,3
Toile ; à napes et serviettes,toile à nappes et serviettes,,Pierre Gervais,2
Toile ; à paillasse,toile à paillasses,,Pierre Gervais,2
Toile ; à pavillon,toile à pavillon,,Pierre Gervais,2
Toile ; a sac,toile à sacs,,Pierre Gervais,1
Toile ; à Sac,toile à sacs,,Pierre Gervais,1
Toile ; à sac,toile à sacs,,Pierre Gervais,5
Toile ; a serviettes,toile à serviettes,,Pierre Gervais,1
Toile ; à Serviettes,toile à serviettes,,Pierre Gervais,1
Toile ; à serviettes,toile à serviettes,,Pierre Gervais,15
Toile ; à tamis,toile à tamis,,Pierre Gervais,3
Toile ; A voile,toile à voile,,Pierre Gervais,11
Toile ; a voile,toile à voile,,Pierre Gervais,43
Toile ; à Voile,toile à voile,,Pierre Gervais,2
Toile ; à voile,toile à voile,,Pierre Gervais,273
Toile ; à voile ; de 24 aunes,toile à voile de 24 aunes,,Pierre Gervais,1
Toile ; a Voille,toile à voile,,Pierre Gervais,4
Toile ; ab???,toile a ???,x,Pierre Gervais,1
Toile ; abas,toile abat,x,Pierre Gervais,1
Toile ; abat,toile abat,x,Pierre Gervais,2
Toile ; assortie,toile assortie,,Pierre Gervais,1
Toile ; assorties,toile assortie,,Pierre Gervais,1
Toile ; au lain,toile au lain,x,Pierre Gervais,1
Toile ; au lait,toile au lait,,Pierre Gervais,4
Toile ; au lait lin,toile au lait lin,,Pierre Gervais,
Toile ; aulau,toile au lait,x,Pierre Gervais,1
Toile ; Baptiste,toile batiste,,Pierre Gervais,3
Toile ; baptiste,toile batiste,,Pierre Gervais,11
Toile ; bariste,toile batiste,,Pierre Gervais,1
Toile ; barriere,toile barrière,x,Pierre Gervais,2
Toile ; barrois,toile Barrois,x,Pierre Gervais,1
Toile ; basin,,,,2
toile ; basine,toile basine,,Pierre Gervais,1
Toile ; Batiste,toile batiste,,Pierre Gervais,5
Toile ; batiste,toile batiste,,Pierre Gervais,98
toile ; batiste,toile batiste,,Pierre Gervais,2
Toile ; batiste ou toilette,toile batiste ou toilettes,,Pierre Gervais,1
Toile ; battiste,toile batiste,,Pierre Gervais,1
Toile ; Bazin,toile basin,,Pierre Gervais,2
Toile ; bazin,toile basin,,Pierre Gervais,169
Toile ; Bazir,toile basin,x,Pierre Gervais,5
Toile ; Bem ; A voile,toile bem à voile,x,Pierre Gervais,3
Toile ; Bem ; De Vimoutiers,toile bem de Vimoutiers,x,Pierre Gervais,1
Toile ; beuricre,toile beurrière,x,Pierre Gervais,1
Toile ; beuriere,toile beurrière,x,Pierre Gervais,8
Toile ; Beurriere,toile beurrière,x,Pierre Gervais,1
Toile ; beurriere,toile beurrière,x,Pierre Gervais,20
Toile ; beurrière,toile beurrière,x,Pierre Gervais,4
Toile ; blanc,toile blanche,,Pierre Gervais,1
Toile ; Blancard,toile blancard,x,Pierre Gervais,7
Toile ; blancard,toile blancard,,Pierre Gervais,69
Toile ; blancard ; de Rouen,toile blancard de Rouen,,Pierre Gervais,1
Toile ; blancard de lin,toile blancard de lin,,Pierre Gervais,5
Toile ; blancard lin,toile blancard lin,,Pierre Gervais,
Toile ; blancart,toile blancard,,Pierre Gervais,1
Toile ; blanche,toile blanche,,Pierre Gervais,136
toile ; blanche,toile blanche,,Pierre Gervais,4
Toile ; Blanche,,,,1
Toile ; blanche ; commune,toile blanche commune,,Pierre Gervais,1
Toile ; blanche ; de la Compagnie,toile blanche de la Compagnie,,Pierre Gervais,
Toile ; blanche ; et teinte,toile blanche et teinte,,Pierre Gervais,8
Toile ; blanche ; fine,toile blanche fine,,Pierre Gervais,1
Toile ; blanche ; ordinaire,toile blanche ordinaire,,Pierre Gervais,2
Toile ; blanche de Cholet,toile blanche de Cholet,,Pierre Gervais,1
Toile ; blanche de lin,toile blanche de lin,,Pierre Gervais,14
Toile ; blanche de menage,toile blanche de ménage,,Pierre Gervais,2
Toile ; blanche et rouge,toile blanche et rouge,,Pierre Gervais,1
Toile ; Blanche et teinte,toile blanche et teinte,,Pierre Gervais,7
Toile ; blanche et teinte,toile blanche et teinte,,Pierre Gervais,85
Toile ; blanches,toile blanche,,Pierre Gervais,1
Toile ; blantard,toile blancard,,Pierre Gervais,3
Toile ; bleu,toile bleue,,Pierre Gervais,2
Toile ; Bleue,toile bleue,,Pierre Gervais,1
Toile ; bleue,toile bleue,,Pierre Gervais,5
Toile ; bleüe,toile bleue,,Pierre Gervais,5
Toile ; bocadillo,toile bocadillo,x,Pierre Gervais,1
Toile ; bouassine,toile boucassine,x,Pierre Gervais,1
Toile ; boucassin,toile boucassine,x,Pierre Gervais,1
Toile ; boucassine,toile boucassine,x,Pierre Gervais,8
Toile ; boucassinée,toile boucassine,x,Pierre Gervais,1
Toile ; bougran,toile bougran,,Pierre Gervais,5
Toile ; boulange,toile boulange,x,Pierre Gervais,1
Toile ; bretagne,toile Bretagne,,Pierre Gervais,3
Toile ; brochée,toile brochée,,Pierre Gervais,
Toile ; bueadille,toile bueadille,x,Pierre Gervais,1
Toile ; caisse,toile caissie,x,Pierre Gervais,2
Toile ; caissie,toile caissie,x,Pierre Gervais,9
Toile ; caissié,toile caissie,x,Pierre Gervais,1
Toile ; caladarire,toile caladaris,,Pierre Gervais,1
Toile ; caladaris,toile caladaris,,Pierre Gervais,3
Toile ; caneva,toile canevas,,Pierre Gervais,7
Toile ; canevo,toile canevas,x,Pierre Gervais,1
Toile ; canneva,toile canevas,,Pierre Gervais,3
Toile ; cannevas,,,,1
Toile ; ce chasse,toile ce chasse,,Pierre Gervais,3
Toile ; céruse,toile céruse,,Pierre Gervais,2
Toile ; chanvre ; blanche,toile chanvre blanche,,Pierre Gervais,1
Toile ; chapilas,toile chapilas,,Pierre Gervais,3
Toile ; chaulet,toile Cholet,x,Pierre Gervais,1
Toile ; choles,toile Cholet,,Pierre Gervais,2
Toile ; Cholet,toile Cholet,,Pierre Gervais,26
Toile ; cholet,toile Cholet,,Pierre Gervais,6
Toile ; cholette,toile cholette,,Pierre Gervais,6
Toile ; ciré,toile cirée,x,Pierre Gervais,6
toile ; ciré,toile cirée,x,Pierre Gervais,1
Toile ; Cirée,toile cirée,x,Pierre Gervais,6
Toile ; cirée,toile cirée,x,Pierre Gervais,274
Toile ; cirée peinte,toile cirée peinte,x,Pierre Gervais,1
Toile ; coffre,toile coffres,x,Pierre Gervais,1
Toile ; colette,toile colette,x,Pierre Gervais,1
Toile ; Commune,toile commune,,Pierre Gervais,9
Toile ; commune,toile commune,,Pierre Gervais,215
Toile ; commune d'etoupe,toile coutil,x,Pierre Gervais,1
Toile ; contil,toile coutil,x,Pierre Gervais,8
Toile ; cordat,toile cordat,,Pierre Gervais,4
Toile ; cordelat,toile cordeillat,x,Pierre Gervais,1
Toile ; coton,toile coton,,Pierre Gervais,2
Toile ; coton ; blanche,toile coton blanche,,Pierre Gervais,3
Toile ; cotray,toile cottray,x,Pierre Gervais,1
Toile ; cotton des Indes,toile coton des Indes,,Pierre Gervais,1
Toile ; cottray,toile cottray,x,Pierre Gervais,15
Toile ; couray,toile couray,x,Pierre Gervais,1
Toile ; Courtray,toile Courtray,x,Pierre Gervais,2
Toile ; couti,toile coutil,,Pierre Gervais,1
Toile ; Coutil,toile coutil,,Pierre Gervais,7
Toile ; coutil,toile coutil,,Pierre Gervais,174
Toile ; coutit ; fil,toile coutil fil,,Pierre Gervais,2
Toile ; coutrai,toile coutray,x,Pierre Gervais,1
Toile ; crée,toile crée,x,Pierre Gervais,32
Toile ; créé,toile crée,x,Pierre Gervais,1
Toile ; crée ; large,toile crée large,x,Pierre Gervais,3
Toile ; crée large,toile crée large,x,Pierre Gervais,2
Toile ; cretonne,toile cretonne,,Pierre Gervais,1
Toile ; crin,toile crin,,Pierre Gervais,2
Toile ; crise,toile crise,,Pierre Gervais,1
Toile ; crladaris,toile caladaris,,Pierre Gervais,1
Toile ; cru,,,,1
Toile ; Crue,toile crue,,Pierre Gervais,2
Toile ; crue,toile crue,,Pierre Gervais,18
Toile ; crüe,toile crue,,Pierre Gervais,21
Toile ; d''embalage,toile d'emballage,,Pierre Gervais,1
Toile ; d'agen,toile d'Agen,,Pierre Gervais,1
Toile ; d'Allemagne,toile d'Allemagne,,Pierre Gervais,6
Toile ; d'allemagne,toile d'Allemagne,,Pierre Gervais,1
Toile ; d'Aman,toile d'aman,x,Pierre Gervais,12
Toile ; d'aman,toile d'aman,x,Pierre Gervais,12
Toile ; d'amant,toile d'aman,x,Pierre Gervais,4
Toile ; d'Amat,toile d'aman,x,Pierre Gervais,
Toile ; d'angers,toile d'Angers,,Pierre Gervais,1
Toile ; d'Antal,toile d'antal,x,Pierre Gervais,2
Toile ; d'antal,toile d'antal,x,Pierre Gervais,1
Toile ; d'Antioche,toile d'Antioche,,Pierre Gervais,17
Toile ; d'antioche,toile d'Antioche,,Pierre Gervais,7
Toile ; d'argouges,toile d'Argouges,x,Pierre Gervais,1
Toile ; d'Artische,toile d'Artische,x,Pierre Gervais,1
Toile ; d'autal,toile d'antal,,Pierre Gervais,1
Toile ; d'autioche,toile d'Antioche,,Pierre Gervais,1
Toile ; d'azar,toile d'azar,x,Pierre Gervais,3
Toile ; d'ecripe,toile d'ecripe,x,Pierre Gervais,1
Toile ; d'embalage,toile d'emballage,,Pierre Gervais,25
Toile ; D'emballage,toile d'emballage,,Pierre Gervais,7
Toile ; d'Emballage,toile d'emballage,,Pierre Gervais,10
Toile ; d'emballage,toile d'emballage,,Pierre Gervais,198
Toile ; d'embattage,toile d'emballage,x,Pierre Gervais,5
Toile ; d'etoupe,toile d'étoupes,,Pierre Gervais,11
Toile ; d'étoupe,toile d'étoupes,,Pierre Gervais,18
Toile ; d'Etoupe ; de chanvre,toile d'étoupes de chanvre,,Pierre Gervais,5
Toile ; d'etoupe ; de chanvre,toile d'étoupes de chanvre,,Pierre Gervais,14
Toile ; d'étoupe ; de chanvre,toile d'étoupes de chanvre,,Pierre Gervais,7
Toile ; d'Etoupe ; de lin,toile d'étoupes de lin,,Pierre Gervais,3
Toile ; d'etoupe ; de lin,toile d'étoupes de lin,,Pierre Gervais,9
Toile ; d'étoupe ; de lin,toile d'étoupes de lin,,Pierre Gervais,12
Toile ; d'étoupe : de lin ; écrue,toile d'étoupes de lin,,Pierre Gervais,1
Toile ; d'étoupe de lin,toile d'étoupes de lin,,Pierre Gervais,1
Toile ; d'etoupes,toile d'étoupes,,Pierre Gervais,3
Toile ; D'étoupes,toile d'étoupes,,Pierre Gervais,2
Toile ; d'étoupes,toile d'étoupes,,Pierre Gervais,17
Toile ; d'étoupes ; de chanvre,toile d'étoupes de chanvre,,Pierre Gervais,2
Toile ; d'étoupes ; de lin,toile d'étoupes de lin,,Pierre Gervais,1
Toile ; d'étoupes de lin,toile d'étoupes de lin,,Pierre Gervais,2
Toile ; d'Hanovre,toile de Hanovre,,Pierre Gervais,1
Toile ; d'Hollande,toile de Hollande,,Pierre Gervais,5
Toile ; d'hollande,toile de Hollande,,Pierre Gervais,4
Toile ; d'hollande ; de 15 aunes,toile de Hollande de 15 aunes,,Pierre Gervais,1
Toile ; d'hollande ; de 30 aunes,toile de Hollande de 30 aunes,,Pierre Gervais,2
Toile ; d'hollande ; de 36 aunes,toile de Hollande de 36 aunes,,Pierre Gervais,1
Toile ; d'hollande ; pièce de 30 aunes,toile de Hollande pièces de 30 aunes,,Pierre Gervais,1
Toile ; d'hollande ; pièces de 15 aunes,toile de Hollande pièces de 15 aunes,,Pierre Gervais,1
Toile ; d'holllande ; de 15 aunes,toile de Hollande de 15 aunes,,Pierre Gervais,1
Toile ; d'Irlande,toile d'Irlande,,Pierre Gervais,1
Toile ; damassée,toile damassée,,Pierre Gervais,1
Toile ; damassée ; de Caux,toile damassée de Caux,,Pierre Gervais,1
Toile ; de 7/8,toile de 7/8,,Pierre Gervais,1
Toile ; de Barbesieux,toile de Barbezieux,,Pierre Gervais,
Toile ; de Barroir,toile du Barrois,,Pierre Gervais,
Toile ; de Barrois,toile du Barrois,,Pierre Gervais,1
Toile ; de Batiste,toile de batiste,,Pierre Gervais,3
Toile ; de Bazin,toile de basin,,Pierre Gervais,2
Toile ; de bazin,toile de basin,,Pierre Gervais,7
Toile ; de Bearn,toile de Béarn,,Pierre Gervais,6
Toile ; de bearn,toile de Béarn,,Pierre Gervais,1
Toile ; de Béarn,toile de Béarn,,Pierre Gervais,1
Toile ; de Beauvais,toile de Beauvais,,Pierre Gervais,10
Toile ; de Bernay,,,,1
Toile ; de Braban,toile de Brabant,,Pierre Gervais,1
Toile ; De Bretagne,toile de Bretagne,,Pierre Gervais,6
Toile ; de Bretagne,toile de Bretagne,,Pierre Gervais,123
Toile ; de bretagne,toile de Bretagne,,Pierre Gervais,9
Toile ; de Bretagne ; A carreaux,toile de Bretagne à carreaux,,Pierre Gervais,1
Toile ; de Bretagne ; à carreaux,toile de Bretagne à carreaux,,Pierre Gervais,27
Toile ; de bretagne ; à carreaux,toile de Bretagne à carreaux,,Pierre Gervais,3
Toile ; de Bretagne ; à voile,toile de Bretagne à voile,,Pierre Gervais,29
Toile ; de bretagne ; à voile,toile de Bretagne à voile,,Pierre Gervais,3
Toile ; de Bretagne ; bas brin,toile de Bretagne à voile,,Pierre Gervais,1
Toile ; de Bretagne ; Blanche,toile de Bretagne blanche,,Pierre Gervais,1
Toile ; de Bretagne ; blanche,toile de Bretagne blanche,,Pierre Gervais,14
Toile ; de bretagne ; blanche,toile de Bretagne blanche,,Pierre Gervais,1
Toile ; de Bretagne ; cirée,toile de Bretagne cirée,x,Pierre Gervais,12
Toile ; de Bretagne ; crée,toile de Bretagne crée,,Pierre Gervais,25
Toile ; de bretagne ; crée,toile de Bretagne crée,,Pierre Gervais,2
Toile ; de Bretagne ; crée ; large,toile de Bretagne crée large,,Pierre Gervais,2
Toile ; de Bretagne ; Crée large,toile de Bretagne crée large,,Pierre Gervais,1
Toile ; de Bretagne ; crée large,toile de Bretagne crée large,,Pierre Gervais,20
Toile ; de bretagne ; crée large,toile de Bretagne crée large,,Pierre Gervais,1
Toile ; de Bretagne ; crée-large,toile de Bretagne crée-large,,Pierre Gervais,1
Toile ; de Bretagne ; crue,toile de Bretagne crue,,Pierre Gervais,4
Toile ; de Bretagne ; crüe,toile de Bretagne crue,,Pierre Gervais,3
Toile ; de Bretagne ; d'anne,toile de Bretagne d'aune,x,Pierre Gervais,1
Toile ; de Bretagne ; d'aune,toile de Bretagne d'aune,x,Pierre Gervais,1
Toile ; de Bretagne ; d'Ernée,toile de Bretagne d'Ernée,x,Pierre Gervais,1
Toile ; de Bretagne ; d'Ollonne,toile de Bretagne d'Olonne,,Pierre Gervais,1
Toile ; de Bretagne ; d'ollonne,toile de Bretagne d'Olonne,,Pierre Gervais,4
Toile ; de Bretagne ; D'olonne,toile de Bretagne d'Olonne,,Pierre Gervais,1
Toile ; de Bretagne ; d'Olonne,toile de Bretagne d'Olonne,,Pierre Gervais,10
Toile ; de bretagne ; d'oloune,toile de Bretagne d'Olonne,,Pierre Gervais,2
Toile ; de Bretagne ; d'Ottone,toile de Bretagne d'Olonne,,Pierre Gervais,2
Toile ; de Bretagne ; de _,toile de Bretagne de ???,,Pierre Gervais,1
Toile ; de Bretagne ; de 4 fils,toile de Bretagne de 4 fils,,Pierre Gervais,3
Toile ; de bretagne ; de 4 fils,toile de Bretagne de 4 fils,,Pierre Gervais,1
Toile ; de Bretagne ; de 6 fils,toile de Bretagne de 6 fils,,Pierre Gervais,1
Toile ; de Bretagne ; de balle,toile de Bretagne de balles,,Pierre Gervais,5
Toile ; de Bretagne ; De bambrin,toile de Bretagne de bas brin,x,Pierre Gervais,1
Toile ; de Bretagne ; de bas brin,toile de Bretagne de bas brin,x,Pierre Gervais,2
Toile ; de Bretagne ; de Baw brin,toile de Bretagne de bas brin,x,Pierre Gervais,1
Toile ; de Bretagne ; de Boutdave,toile de Bretagne de Pouldavid,x,Pierre Gervais,2
Toile ; de Bretagne ; de Boutivy,toile de Bretagne de Pontivy,,Pierre Gervais,1
Toile ; de Bretagne ; de brin,toile de Bretagne de brin,,Pierre Gervais,12
Toile ; de bretagne ; de brin,toile de Bretagne de brin,,Pierre Gervais,1
Toile ; de bretagne ; de cambourg,toile de Bretagne de Combourg,,Pierre Gervais,1
Toile ; de Bretagne ; de challe,toile de Bretagne de challe,x,Pierre Gervais,3
Toile ; de Bretagne ; de chant brin,toile de Bretagne de haut brin,x,Pierre Gervais,1
Toile ; de Bretagne ; de chanvre,toile de Bretagne de chanvre,,Pierre Gervais,2
Toile ; de Bretagne ; de coinbourg,toile de Bretagne de Combourg,,Pierre Gervais,1
Toile ; de Bretagne ; De combourg,toile de Bretagne de Combourg,,Pierre Gervais,1
Toile ; de Bretagne ; de Combourg,toile de Bretagne de Combourg,,Pierre Gervais,9
Toile ; de Bretagne ; de Coniboury,toile de Bretagne de Combourg,x,Pierre Gervais,1
Toile ; de Bretagne ; de couleur,toile de Bretagne de couleurs,,Pierre Gervais,7
Toile ; de bretagne ; de couleur,toile de Bretagne de couleurs,,Pierre Gervais,1
Toile ; de Bretagne ; de Dinan,toile de Bretagne de Dinan,x,Pierre Gervais,1
Toile ; de Bretagne ; De Dinant,toile de Bretagne de Dinant,x,Pierre Gervais,1
Toile ; de Bretagne ; de Dinant,toile de Bretagne de Dinant,x,Pierre Gervais,1
