obsolete,orthographic_pierre,simplification,imprimatur,Suggestion de simplification,status,beforeItems,afterItems
no,portemanteaux de cuir,porte manteau de cuir,Guillaume Daudin,porte manteau ; de cuir,rewire,,[Portes manteaux de cuir] [Porte manteaux de cuir]
no,portefeuilles,portefeuille,Guillaume Daudin,portefeuille,rewire,,[porte feuilles] [Portefeüilles]
no,portevoix,portevoix,Guillaume Daudin,,new,,
no,portevue,portevue,Guillaume Daudin,,new,,
no,portrait,portrait,Guillaume Daudin,portrait,existing,,
no,portrait de cour,portrait de cour,Guillaume Daudin,portrait ; de cour,rewire,,[Portrait ; de cour] [Portraits ; de cour] [Portraits de cour]
no,pots à raffinerie,pot à raffinerie,Guillaume Daudin,pot ; à raffinerie,rewire,,[Pots ; à rafinerie] [Pots à rafinerie]
no,pots de sucre,pot à sucre,Guillaume Daudin,pot ; à sucre,rewire,,[Pots de Sucre]
no,pots d'étain,pot d'étain,Guillaume Daudin,pot ; d'étain,rewire,,[Pots ; d'Etain] [Pots d'étaim]
no,pots de cervier,pot de cervier,Guillaume Daudin,pot ; de cervier,rewire,,[Pots de Cervier]
no,pots de faïence,pot de faïence,Guillaume Daudin,pot ; de faïence,rewire,,[Pots de fayance] [Pots de fayence]
no,pots de fer,pot de fer,Guillaume Daudin,pot ; de fer,rewire,,[Pots ; de fer] [pots de fer] [Pots de fer] [Pots de Fer]
no,pot grès,pot de grès,Guillaume Daudin,pot ; de grès,rewire,,[pot Grez]
no,pots de grès,pot de grès,Guillaume Daudin,pot ; de grès,rewire,,[Pots ; de grez] [Pots de gréz] [Pots de Gréz] [Pots de grez] [Pots de Gray]
no,pots de terre,pot de terre,Guillaume Daudin,pot ; de terre,rewire,,[Pots de terre] [Pots ; de terre] [Pots de Terre] [Pots de terres]
no,potache,potache,Guillaume Daudin,potache,existing,,
no,potasse,potasse,Guillaume Daudin,[photas],ambiguous,[Plotasse] [Potases] [potaze] [potaza] [Potase] [Potasse],[Plotasse] [Potases] [potaze] [potaza] [Photasse] [Potase] [Potasse]
no,poteaux montants en chêne,poteau et montant en chêne,Guillaume Daudin,poteau et montant ; en chêne,rewire,,[Poteaux/montants en chêne]
no,poterie,poterie,Guillaume Daudin,[poterie],ambiguous,[Potterie] [Poterie],[Potterie] [Poterie] [Poteries]
no,poterie commune,poterie commune,Guillaume Daudin,poterie ; commune,rewire,,[Poterie commune] [Poterie commun]
no,pots en cuivre,poterie de cuivre,Guillaume Daudin,poterie ; de cuivre,rewire,,[Pots en cuivre]
no,poterie de fer,poterie de fer,Guillaume Daudin,poterie ; de fer,rewire,,[Potterie ; de fer]
no,poterie de grès barbues,poterie de grès barbue,Guillaume Daudin,poterie ; de grès ; barbue,rewire,,[Potterie ; de grez ; barbües] [Potterie; de grez; barbües]
no,poterie de grès cavelle,poterie de grès cavelle,Guillaume Daudin,poterie ; de grès ; cavelle,rewire,,[Poterie ; de grez ; cavelles]
no,poterie de grès diverse,poterie de grès divers,Guillaume Daudin,poterie ; de grès ; divers,rewire,,[Potterie ; de grez ; diverses] [Potterie ; de grez ; diverse] [Potterie ; de gron ; diverses] [Potterie ; de grez ; divers] [Potterie; de grez; diverses] [Poterie ; de grez ; diverses] [Poterie ; degrez ; diverses] [Potterie ; de gres ; diverses] [Potterie de gréz diverses]
no,poterie de grès moques,poterie de grès moque,Guillaume Daudin,poterie ; de grès ; moque,rewire,,[Potterie de gréz moques]
no,poterie de livre,poterie de livre,Guillaume Daudin,poterie ; de livre,rewire,,[Potterie ; de livre]
no,pots de pierre,poterie de pierre,Guillaume Daudin,poterie ; de pierre,rewire,,[pots de pierres]
no,poterie d'argile,poterie de terre,Guillaume Daudin,poterie ; de terre,rewire,,[Poterie d'argile]
no,poterie de terre,poterie de terre,Guillaume Daudin,poterie ; de terre,rewire,,[Potterie ; de tere] [potterie ; de terre] [Poteries de Terre] [Potterie ; de terre] [potterie de Terre] [Potterie de terre] [poterie de terre] [Poterie ; de terre] [Poterie de Terre] [Potterie de Terre] [Poterie de terre]
no,poterie en terre,poterie de terre,Guillaume Daudin,poterie ; de terre,rewire,,[Poterie en Terre]
no,poterie de terre cannettes,poterie de terre cannette,Guillaume Daudin,poterie ; de terre ; cannette,rewire,,[Potterie ; de terre ; cannettes] [Potterie; de terre; cannettes]
no,poterie de terre cruches,poterie de terre cruche,Guillaume Daudin,poterie ; de terre ; cruche,rewire,,[Potterie ; de terre ; cruche]
no,ouvrages de terre cuite en poterie,poterie de terre cuite,Guillaume Daudin,poterie ; de terre cuite,rewire,,[Ouvrages ; de terre cuite ; en poterie]
no,ouvrages de terre en poterie,poterie de terre cuite,Guillaume Daudin,poterie ; de terre cuite,rewire,,[Ouvrages ; de terre ; en poterie]
no,ouvrages de terre poterie,poterie de terre cuite,Guillaume Daudin,poterie ; de terre cuite,rewire,,[Ouvrages ; de terre ; poterie]
no,poterie de terre diverse,poterie de terre diverse,Guillaume Daudin,poterie ; de terre ; diverse,rewire,,[Potterie ; de terre ; diverse] [Potterie ; de terre ; divers] [Potterie; de terre; diverses] [Poterie ; de terre ; diverses] [Potterie ; de terre ; diverses]
no,poterie de terre terraille,poterie de terre terraille,Guillaume Daudin,poterie ; de terre ; terraille,rewire,,[Potterie ; de terre ; terrailles] [Poterie ; de terre ; terraille] [Potterie ; de terre ; terraille]
no,poterie diverse,poterie diverse,Guillaume Daudin,poterie ; diverse,rewire,,[Poterie ; diverse] [Poterie ; Diverse] [Potteries diverses] [Poterie ; diverses]
no,poterie en jarres,poterie jarre,Guillaume Daudin,poterie ; jarre,rewire,,[Poterie ; en jarres] [Poterie ; en jares] [Poterie en jarre]
no,poterie jarres,poterie jarre,Guillaume Daudin,poterie ; jarre,rewire,,[Poterie ; Jarres]
no,poterie terraille,poterie terraille,Guillaume Daudin,poterie ; terraille,rewire,,[Potterie ; terraille] [Potterie ; terrailles] [Poterie ; terraille] [Potterie; terraille]
no,potin,potin,Guillaume Daudin,potin,existing,,
no,potin à plomber pots,potin à plomber poterie,Guillaume Daudin,potin ; à plomber poterie,rewire,,[potin à plomber pots]
no,potin cru,potin cru,Guillaume Daudin,potin ; cru,rewire,,[potin crû]
no,potin gris,potin gris,Guillaume Daudin,potin ; gris,rewire,,[Pottin ; gris] [Potin gris] [Potin ; gris]
no,pots,pots,Guillaume Daudin,[poterie],ambiguous,,[Pots]
no,pou de soie,pou de soie,Guillaume Daudin,pou ; de soie,rewire,,[Pou de soye]
no,poudre,poudre,Guillaume Daudin,poudre,existing,,
no,poudre à canons,poudre à canon,Guillaume Daudin,poudre ; à canon,rewire,,[Poudre; à canon] [Poudre ; à canon] [Poudre ; a canon] [Poudre a canon] [Poudre à Canon] [Poudre à canon]
no,poudre à fers,poudre à fer,Guillaume Daudin,poudre ; à fer,rewire,,[Poudre a Fers]
no,poudre à fusils,poudre à fusil,Guillaume Daudin,poudre ; à fusil,rewire,,[Poudre A Fuzil] [Poudre à fusil] [Poudres à fusil]
no,poudre à tirer,poudre à tirer,Guillaume Daudin,poudre à tirer,rewire,,[poudre à tirer] [Poudre ; a tirrer] [Poudre ; a tirer] [Poudre a tire] [Poudre à tier] [Poudre ; à tirer] [Poudre a tirer] [Poudre à tiré] [Poudre à Tire] [Poudres à tirer] [Poudre à tirer]
no,poudre bronzante,poudre bronzant,Guillaume Daudin,poudre ; bronzant,rewire,,[poudre bronzant]
no,poudre cosmétique,poudre cosmétique,Guillaume Daudin,poudre ; cosmétique,rewire,,[Poudre (cosmétique)]
no,poudre de senteur,poudre cosmétique,Guillaume Daudin,poudre ; cosmétique,rewire,,[poudre de senteur] [poudre ; de senteur] [Poudre de Senteur]
no,poudre d'aventurine,poudre d'aventurine,Guillaume Daudin,poudre ; d'aventurine,rewire,,[Poudre ; d'aventurine]
no,poussière d'or,poudre d'or,Guillaume Daudin,poudre ; d'or,rewire,,[Poussière d'or]
no,poudre de capucin,poudre de capucin,Guillaume Daudin,poudre ; de capucin,rewire,,[poudre de capucin]
no,poudre en grenailles,poudre en grenaille,Guillaume Daudin,poudre ; en grenaille,rewire,,[Poudre en grenaille]
no,poudre et amidon,poudre et amidon,Guillaume Daudin,poudre et amidon,rewire,,[Poudre et amidon]
no,poudre médicinale,poudre médicinale,Guillaume Daudin,poudre ; médicinale,rewire,,[Poudre ; medecinalle] [Poudre ; médicinale] [Poudre ; medecinale]
no,poudre purgative,poudre purgative,Guillaume Daudin,poudre ; purgative,rewire,,[Poudre ; purgative] [Poudre purgative]
no,poulains,poulain,Guillaume Daudin,poulain,rewire,,[poulains] [Poulains]
no,bestiaux divers poulains,poulains,Guillaume Daudin,,new,,
no,bestiaux poulains,poulains,Guillaume Daudin,bestiau ; poulain,rewire,,[Bestiaux ; poulins]
no,bêtes de somme poulains,poulains,Guillaume Daudin,bête de somme ; poulain,rewire,,[Bêtes de somme ; poulains] [Betes de somme ; Poulains] [Bêtes ; de somme ; poulains] [Betes ; de somme ; poulains] [Bêtes : de somme ; poulains]
no,bêtes de somme en poulains,poulains de somme,Guillaume Daudin,bête de somme ; poulain,rewire,,[Bêtes ; de somme ; en poulains]
no,poulardes,poularde,Guillaume Daudin,poularde,rewire,,[poulardes] [Poulardes]
no,poules,poule,Guillaume Daudin,poule,rewire,,[poules] [Poules]
no,poulles,poule,Guillaume Daudin,poule,rewire,,[Poulles]
no,poulets,poulet,Guillaume Daudin,poulet,rewire,,[Poulets]
no,poulies,poulie,Guillaume Daudin,poulie,rewire,,[Poulier] [Poulies]
no,poupée,poupée,Guillaume Daudin,poupée,existing,,
no,poupée d'enfant,poupée d'enfant,Guillaume Daudin,poupée ; d'enfant,rewire,,[Poupée d'Enfant]
no,pourette,pourette,Guillaume Daudin,pourette,existing,,
no,pourette de meurier,pourette de mûrier,Guillaume Daudin,pourette ; de mûrier,rewire,,[Pourettes de meurier]
no,poussière,poussière,Guillaume Daudin,poussière,existing,,
no,poussière d'encens,poussière d'encens,Guillaume Daudin,poussière ; d'encens,rewire,,[Poussiere ; d'Encens] [Poussière ; d'encens] [Poussiere ; d'encens] [Poussiere d'encens] [poussiere d'encens]
no,poussière de buis,poussière de buis,Guillaume Daudin,poussière ; de buis,rewire,,[Poussière ; de buis]
no,poussière de mûrier,poussière de mûrier,Guillaume Daudin,poussière ; de mûrier,rewire,,[Poussière ; de mûrier]
no,poussière de résines,poussière de résine,Guillaume Daudin,poussière ; de résine,rewire,,[Poussiere ; de raisine]
no,poussière de tartre,poussière de tartre,Guillaume Daudin,poussière ; de tartre,rewire,,[Poussière ; de tartre] [Poussiere de tartre] [Poussiere ; de tartre]
no,poussière de terre,poussière de terre,Guillaume Daudin,poussière ; de terre,rewire,,[Poussière ; de terre]
no,poussière de vitriol,poussière de vitriol,Guillaume Daudin,poussière ; de vitriol,rewire,,[Poussière ; de vitriol]
no,poussins,poussin,Guillaume Daudin,poussin,rewire,,[poussins]
no,poutardes,poutardes,Guillaume Daudin,,new,,
no,poutargues,poutargue,Guillaume Daudin,poutargue,rewire,,[Poutargue] [Poutarges] [Poutargues] [poutargue]
no,poutres,poutre,Guillaume Daudin,poutre,rewire,,[Poutres] [poutres]
no,poutres de chêne,poutre de chêne,Guillaume Daudin,poutre ; de chêne,rewire,,[Poutres de chêne] [Poutres ; de chêne] [Poutres de chesne] [pouttre de chesnes]
no,poutres de navire,poutre de navire,Guillaume Daudin,poutre ; de navire,rewire,,[Poutres de navire]
no,poutres de sapin,poutre de sapin,Guillaume Daudin,poutre ; de sapin,rewire,,[Poutres de sapin] [poutres de sapin] [poutre de sapin] [Poutres ; de sapin] [Poutre de Sapin] [Poutres de Sapin]
no,poutreaux,poutreaux,Guillaume Daudin,,new,,
no,poutrelles,poutrelle,Guillaume Daudin,poutrelle,rewire,,[Poutrelle] [Poutrelles]
no,poutrelles de sapin,poutrelle de sapin,Guillaume Daudin,poutrelle ; de sapin,rewire,,[Poutrelles ; de sapin]
no,parfumerie mêlée en bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,parfumerie mêlée de bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,Eilsa Tirindelli,,new,,
no,patins de bois,patin de bois,Guillaume Daudin,patin ; de bois,rewire,,[patins de bois]
no,peaux de loup de bois,peaux de loup,Eilsa Tirindelli,[peau ; de loup ; de bois],ambiguous,,[Peaux ; de loup de bois] [Peaux ; de loups ; de bois] [Peaux de loup ; de bois] [Peaux e loup de bois] [Peaux de loup de Bois ;] [peaux de Loup de Bois ;] [Peaux de Loup de Bois ;] [Peau de loup de bois] [Peaux ; de loups de bois] [Peau de Loup de Bois] [Peaux de loup de bois] [Peaux ; de loup ; de bois] [Peaux de loups de bois] [Peaux de Loup de Bois] [Peaux de Loups de Bois] [Peaux de Loup de bois]
no,peaux de loup de Bois,peaux de loup,Eilsa Tirindelli,[peau ; de loup ; de bois],ambiguous,,[Peaux;de loup;de Bois ;]
no,prastre,prastre,Guillaume Daudin,[prastras] [monnaie ; piastre],ambiguous,,[Prastre] [Prastras]
no,preceintes,preceintes,Guillaume Daudin,,new,,
no,precipité,precipité,Guillaume Daudin,[précipité],ambiguous,,[Precipié] [Precipité]
no,précipité,précipité,Guillaume Daudin,[précipité],ambiguous,[Precipité] [précipité] [Précipité],[précipité] [Précipité]
no,precipité rouge,précipité rouge,Guillaume Daudin,précipité ; rouge,rewire,,[precipité rouge] [Precipité rouge]
no,précipité rouge,précipité rouge,Guillaume Daudin,précipité ; rouge,rewire,,[Précipité ; rouge]
no,presse,presse,Guillaume Daudin,presse,existing,,
no,presure,présure,Guillaume Daudin,présure,rewire,,[Presure] [Presures]
no,primula veris,primula veris,Guillaume Daudin,primula veris,existing,,
no,produits chimiques,produit chimique,Guillaume Daudin,produit ; chimique,rewire,,[Produits chimiques]
no,provisions,provision,Guillaume Daudin,provision,rewire,,[Provision] [Provisions]
no,provisions diverses,provision,Guillaume Daudin,provision,rewire,,[Provisions diverses]
no,provisions diverses réunies,provision,Guillaume Daudin,provision,rewire,,[Provisions diverses réunies]
no,provisions de bouche,provision de bouche,Guillaume Daudin,provision ; de bouche,rewire,,[Provisions de bouches] [Provision ; de boucher] [Provisions ; de bouche] [Provision ; de bouche] [Provisions ; de bouches] [provision ; de bouche] [Provisions de bouche]
no,provisions de bouche réunies,provision de bouche,Guillaume Daudin,provision ; de bouche,rewire,,[Provisions de bouche réunie] [Provisions de bouche réunies]
no,pruneaux noirs,pruneau noir,Guillaume Daudin,pruneau ; noir,rewire,,[Pruneaux noires] [Pruneaux noirs]
no,prusses,prusses,Guillaume Daudin,,new,,
no,prusus,prusus,Guillaume Daudin,prusus,existing,,
no,psalterion,psalterion,Guillaume Daudin,,new,,
no,pumes,pumes,Guillaume Daudin,,new,,
no,pupitre,pupitre,Guillaume Daudin,pupitre,existing,,
no,pyrèthre,pyrèthre,Guillaume Daudin,,new,,
no,quadrilles,quadrilles,Guillaume Daudin,,new,,
no,quart à farine,quart à farine,Guillaume Daudin,quart ; à farine,rewire,,[Quarts à farine]
no,quartiers de reduction,quartier de réduction,Guillaume Daudin,quartier de réduction,rewire,,[quartiers de reduction]
no,quenouilles,quenouille,Guillaume Daudin,quenouille,rewire,,[Quenoüilles] [Quenouilles]
no,quercitron,quercitron,Guillaume Daudin,quercitron,existing,,
no,queues de martre,queue de martre,Guillaume Daudin,queue ; de martre,rewire,,[Queues ; de martres] [Quëues ; de martres] [Queües ; de martre] [Queues ; de martre]
no,queues de petit gris,queue de petit gris,Guillaume Daudin,queue ; de petit gris,rewire,,[Queues ; de petits gris]
no,quilles de hêtre,quille de hêtre,Guillaume Daudin,quille ; de hêtre,rewire,,[Quilles ; de hêtre] [Quilles ; d'hetre]
no,quilles de vaisseaux,quille de vaisseau,Guillaume Daudin,quille ; de vaisseau,rewire,,[Quilles de vaisseaux] [Quilles de Vaisseaux]
no,quincaille,quincaille,Guillaume Daudin,quincaille,existing,,
no,quincaille d'acier doré,quincaille d'acier doré,Guillaume Daudin,quincaille ; d'acier ; doré,rewire,,[Quincaille ; d'acier ; doré] [Quincaille ; d'acier doré]
no,peaux de loup des bois,peaux de loup,Eilsa Tirindelli,[peau ; de loup ; de bois],ambiguous,,[Peaux ; de loup ; des bois] [Peaux de loups des Bois] [Peaux de Loup des Bois]
no,quincaille de cuivre,quincaille de cuivre,Guillaume Daudin,quincaille ; de cuivre,rewire,,[Quincailles ; de cuivre] [Quincailles; de cuivre] [Quincaille;de cuivre] [Quincaille; de cuivre] [Quincaille ; de cuivre] [Quincaille de Cuivre] [Quincaille de cuivre]
no,quincaille de fer grosse,quincaille de fer grosse,Guillaume Daudin,quincaille ; de fer ; grosse,rewire,,[Quincaille de Fer ; grosse]
no,quincaille de fumé,quincaille de fumée,Guillaume Daudin,quincaille ; de fumée,rewire,,[Quincaille de Fumé]
no,quincaille mêlée,quincaille mêlée,Guillaume Daudin,quincaille ; mêlée,rewire,,[Quincailles meslées]
no,quincaillerie mêlée,quincaille mêlée,Guillaume Daudin,quincaille ; mêlée,rewire,,[Quincailleries mêlées] [Quincaillerie ; mêlée] [Quincaillerie mêlée]
no,quincaillerie,quincaillerie,Guillaume Daudin,[quincaillerie],ambiguous,[Quicaillerie] [quincaillerie] [Quincaillerie],[Quicaillerie] [Qincaillerie] [Quinquaillerie] [quincaillerie] [Quincaillerie]
no,quincaillerie cardes,quincaillerie carde,Guillaume Daudin,quincaillerie ; carde,rewire,,[Quincaillerie cardes]
no,quincaillerie cardes à carder,quincaillerie carde,Guillaume Daudin,quincaillerie ; carde,rewire,,[Quincaillerie cardes à carder] [Quincaillerie ; cardes ; à carder]
no,quincaillerie en clous,quincaillerie clou,Guillaume Daudin,quincaillerie ; clou,rewire,,[Quincaillerie ; en clous]
no,quincaillerie commune,quincaillerie commune,Guillaume Daudin,quincaillerie ; commune,rewire,,[Quincaillerie ; Commune] [Quincaillerie ; commune]
no,quincaille d'acier,quincaillerie d'acier,Guillaume Daudin,quincaillerie ; d'acier,rewire,,[Quincaille ; d'acier] [Quincaille d'Acier] [quincaille ; d'acier]
no,quincaillerie ; d'acier,quincaillerie d'acier,Guillaume Daudin,quincaillerie ; d'acier,rewire,[quinquailleries d'acier] [Quincaillerie ; Acier] [Quincailleries ; d'acier] [Quincallerie ; Acier] [Quincaillerie ; D'acier] [Quincaillerie ; d'acier],[quinquailleries d'acier]
no,quincaillerie acier,quincaillerie d'acier,Guillaume Daudin,quincaillerie ; d'acier,rewire,,[Quincaillerie ; Acier]
no,quincaillerie d'acier,quincaillerie d'acier,Guillaume Daudin,quincaillerie ; d'acier,rewire,,[Quincailleries ; d'acier] [Quincaillerie ; D'acier] [Quincaillerie ; d'acier]
no,quincallerie acier,quincaillerie d'acier,Guillaume Daudin,quincaillerie ; d'acier,rewire,,[Quincallerie ; Acier]
no,quincaillerie d'acier en faucilles,quincaillerie d'acier en faucille,Guillaume Daudin,quincaillerie ; d'acier ; en faucille,rewire,,[Quincaillerie ; d'acier ; en faucilles]
no,quincaillerie ; de cuivre,quincaillerie de cuivre,Guillaume Daudin,quincaillerie ; de cuivre,rewire,[quinquailleries de cuivre] [Quincailleries ; de cuivre] [Quinquailleries ; En cuivre] [Quinquailleries ; De cuivre] [Quincaillerie ; de cuivre] [Quincaillerie ; de Cuivre],[quinquailleries de cuivre]
no,quincaillerie de cuivre,quincaillerie de cuivre,Guillaume Daudin,quincaillerie ; de cuivre,rewire,,[Quincailleries ; de cuivre] [Quinquailleries ; De cuivre] [Quincaillerie ; de cuivre] [Quincaillerie ; de Cuivre] [Quincaillerie de cuivre]
no,quincaillerie de cuivre diverse,quincaillerie de cuivre,Guillaume Daudin,quincaillerie ; de cuivre,rewire,,[Quincaillerie ; De cuivre ; Diverse] [Quincaillerie ; De cuivre ; Diverses]
